chrom	length	bases	mean	min	max
1	21295481	209149797	9.82	0	9011
NW_024396975.1	388293	3151332	8.12	0	735
NW_024396976.1	23224	173606	7.48	0	26
NW_024396977.1	213546	953932	4.47	0	55
NW_024396978.1	91398	800203	8.76	0	121
NW_024396979.1	80962	559808	6.91	0	83
NW_024396980.1	66562	251202	3.77	0	23
NW_024396981.1	46539	291245	6.26	0	54
NW_024396982.1	40329	380854	9.44	0	70
NW_024396983.1	33728	162104	4.81	0	33
NW_024396984.1	28623	221584	7.74	0	29
2	22235516	215204204	9.68	0	2234
3	21656862	213176550	9.84	0	8554
4	21559079	207103949	9.61	0	3568
5	20978392	202631343	9.66	0	8445
6	20779476	205916132	9.91	0	4896
7	20310676	196621777	9.68	0	10455
NW_024396985.1	154489	4449148	28.80	0	2290
NW_024396986.1	123767	744910	6.02	0	66
8	20387885	198244975	9.72	0	6466
9	19838782	195569688	9.86	0	9886
10	19543518	189615698	9.70	0	6773
11	19417568	185269642	9.54	0	5659
12	19375358	186900945	9.65	0	3822
13	18562731	180936433	9.75	0	19496
14	18514894	179085812	9.67	0	6097
15	18474722	180986228	9.80	0	9724
16	18405481	179807772	9.77	0	8381
17	17724597	170488797	9.62	0	8248
18	17526884	170875845	9.75	0	8611
19	17516122	180917191	10.33	0	26692
20	17491101	166690240	9.53	0	7678
21	17150347	159591425	9.31	0	3443
22	15154462	146807555	9.69	0	8522
23	13181978	134403998	10.20	0	9176
24	13052829	127303620	9.75	0	7131
25	11599638	112839805	9.73	0	8122
26	9871873	106465325	10.78	0	12801
27	8980196	87820432	9.78	0	1612
W	2084383	58555747	28.09	0	330
NW_024396987.1	1336113	31376464	23.48	0	144
NW_024396988.1	721200	19446503	26.96	0	176
NW_024396989.1	702408	12714311	18.10	0	98
NW_024396990.1	436298	10158423	23.28	0	122
NW_024396991.1	291364	8285570	28.44	0	147
NW_024396992.1	183897	2936951	15.97	0	70
NW_024396993.1	90180	1947684	21.60	0	219
NW_024396994.1	58461	1346924	23.04	0	53
Z	27171456	144650481	5.32	0	7065
NW_024396995.1	62500	552566	8.84	0	34
NW_024396996.1	298258	662331	2.22	0	69
NW_024396997.1	273553	264552	0.97	0	14
NW_024396998.1	156241	577586	3.70	0	53
NW_024396999.1	99202	168003	1.69	0	30
NW_024397000.1	94916	121094	1.28	0	40
NW_024397001.1	88807	87680	0.99	0	12
NW_024397002.1	64072	149631	2.34	0	17
NW_024397003.1	61578	57143	0.93	0	17
NW_024397004.1	58052	169798	2.92	0	265
NW_024397005.1	54715	49410	0.90	0	7
NW_024397006.1	47058	211071	4.49	0	21
NW_024397007.1	43016	45416	1.06	0	8
NW_024397008.1	36087	44064	1.22	0	18
NW_024397009.1	35142	838132	23.85	0	95
NW_024397010.1	34603	714943	20.66	0	66
NW_024397011.1	27521	655432	23.82	0	52
NW_024397012.1	26419	71331	2.70	0	24
NW_024397013.1	25606	553781	21.63	0	57
NW_024397014.1	15516	199786	12.88	0	52
NW_024397015.1	14473	256786	17.74	0	46
total	516571003	5000434700	9.68	0	26692
