chrom	length	bases	mean	min	max
1	21295481	35099543	1.65	0	1050
NW_024396975.1	388293	746969	1.92	0	233
NW_024396976.1	23224	30433	1.31	0	9
NW_024396977.1	213546	180957	0.85	0	13
NW_024396978.1	91398	155117	1.70	0	22
NW_024396979.1	80962	120824	1.49	0	14
NW_024396980.1	66562	46637	0.70	0	11
NW_024396981.1	46539	58734	1.26	0	15
NW_024396982.1	40329	79210	1.96	0	14
NW_024396983.1	33728	37515	1.11	0	8
NW_024396984.1	28623	42972	1.50	0	9
2	22235516	36347547	1.63	0	201
3	21656862	35715616	1.65	0	1357
4	21559079	34850408	1.62	0	586
5	20978392	33555297	1.60	0	933
6	20779476	34656914	1.67	0	441
7	20310676	32828681	1.62	0	1408
NW_024396985.1	154489	1406436	9.10	0	628
NW_024396986.1	123767	143933	1.16	0	14
8	20387885	33181006	1.63	0	857
9	19838782	32544432	1.64	0	1302
10	19543518	31141739	1.59	0	827
11	19417568	30741239	1.58	0	586
12	19375358	31328461	1.62	0	925
13	18562731	29835030	1.61	0	1513
14	18514894	29884982	1.61	0	571
15	18474722	30040843	1.63	0	1370
16	18405481	30935125	1.68	0	3168
17	17724597	28338967	1.60	0	977
18	17526884	28502346	1.63	0	1188
19	17516122	29578388	1.69	0	5302
20	17491101	27991521	1.60	0	1149
21	17150347	26551913	1.55	0	229
22	15154462	24440923	1.61	0	940
23	13181978	22134978	1.68	0	1139
24	13052829	21615403	1.66	0	867
25	11599638	19722470	1.70	0	787
26	9871873	17942329	1.82	0	1049
27	8980196	14559894	1.62	0	265
W	2084383	9654269	4.63	0	39
NW_024396987.1	1336113	5313792	3.98	0	32
NW_024396988.1	721200	3173560	4.40	0	37
NW_024396989.1	702408	2143651	3.05	0	20
NW_024396990.1	436298	1648155	3.78	0	25
NW_024396991.1	291364	1381522	4.74	0	36
NW_024396992.1	183897	477874	2.60	0	16
NW_024396993.1	90180	311546	3.45	0	28
NW_024396994.1	58461	228264	3.90	0	17
Z	27171456	24317154	0.89	0	702
NW_024396995.1	62500	119521	1.91	0	10
NW_024396996.1	298258	197538	0.66	0	45
NW_024396997.1	273553	54858	0.20	0	5
NW_024396998.1	156241	130961	0.84	0	25
NW_024396999.1	99202	34276	0.35	0	9
NW_024397000.1	94916	21285	0.22	0	8
NW_024397001.1	88807	16037	0.18	0	3
NW_024397002.1	64072	28302	0.44	0	5
NW_024397003.1	61578	11086	0.18	0	4
NW_024397004.1	58052	39859	0.69	0	63
NW_024397005.1	54715	8393	0.15	0	3
NW_024397006.1	47058	61983	1.32	0	9
NW_024397007.1	43016	10284	0.24	0	3
NW_024397008.1	36087	10279	0.28	0	5
NW_024397009.1	35142	132870	3.78	0	15
NW_024397010.1	34603	121268	3.50	0	10
NW_024397011.1	27521	105225	3.82	0	10
NW_024397012.1	26419	12233	0.46	0	7
NW_024397013.1	25606	91230	3.56	0	12
NW_024397014.1	15516	43375	2.80	0	16
NW_024397015.1	14473	45432	3.14	0	10
total	516571003	837061814	1.62	0	5302
