chrom	length	bases	mean	min	max
1	21295481	80313945	3.77	0	5452
NW_024396975.1	388293	1368742	3.53	0	307
NW_024396976.1	23224	59033	2.54	0	15
NW_024396977.1	213546	369021	1.73	0	18
NW_024396978.1	91398	259250	2.84	0	39
NW_024396979.1	80962	206366	2.55	0	30
NW_024396980.1	66562	88576	1.33	0	17
NW_024396981.1	46539	84459	1.81	0	16
NW_024396982.1	40329	108066	2.68	0	17
NW_024396983.1	33728	57134	1.69	0	10
NW_024396984.1	28623	74704	2.61	0	15
2	22235516	82924298	3.73	0	1047
3	21656862	83028278	3.83	0	5584
4	21559079	79612409	3.69	0	2438
5	20978392	78042943	3.72	0	5253
6	20779476	79606285	3.83	0	2343
7	20310676	76562489	3.77	0	6897
NW_024396985.1	154489	2221857	14.38	0	818
NW_024396986.1	123767	348734	2.82	0	41
8	20387885	75810812	3.72	0	3156
9	19838782	75765602	3.82	0	5720
10	19543518	73097685	3.74	0	4146
11	19417568	70905740	3.65	0	3258
12	19375358	72036859	3.72	0	2534
13	18562731	70614034	3.80	0	9202
14	18514894	68181536	3.68	0	3999
15	18474722	70050065	3.79	0	5351
16	18405481	69940077	3.80	0	4033
17	17724597	66178245	3.73	0	5135
18	17526884	65633154	3.74	0	4497
19	17516122	73348710	4.19	0	9195
20	17491101	64434818	3.68	0	5214
21	17150347	62441621	3.64	0	1618
22	15154462	57381220	3.79	0	5275
23	13181978	52581220	3.99	0	5135
24	13052829	50762360	3.89	0	4382
25	11599638	45157654	3.89	0	6170
26	9871873	43306667	4.39	0	10001
27	8980196	35593787	3.96	0	1007
W	2084383	22534789	10.81	0	111
NW_024396987.1	1336113	12684621	9.49	0	62
NW_024396988.1	721200	7707382	10.69	0	69
NW_024396989.1	702408	5057977	7.20	0	40
NW_024396990.1	436298	3944901	9.04	0	45
NW_024396991.1	291364	3281438	11.26	0	65
NW_024396992.1	183897	1175200	6.39	0	34
NW_024396993.1	90180	767443	8.51	0	60
NW_024396994.1	58461	543570	9.30	0	31
Z	27171456	55531065	2.04	0	3515
NW_024396995.1	62500	249991	4.00	0	19
NW_024396996.1	298258	449345	1.51	0	55
NW_024396997.1	273553	216888	0.79	0	12
NW_024396998.1	156241	328797	2.10	0	39
NW_024396999.1	99202	110274	1.11	0	19
NW_024397000.1	94916	77898	0.82	0	16
NW_024397001.1	88807	66734	0.75	0	10
NW_024397002.1	64072	75426	1.18	0	7
NW_024397003.1	61578	54391	0.88	0	10
NW_024397004.1	58052	95489	1.64	0	142
NW_024397005.1	54715	37625	0.69	0	6
NW_024397006.1	47058	130525	2.77	0	13
NW_024397007.1	43016	32196	0.75	0	5
NW_024397008.1	36087	36845	1.02	0	8
NW_024397009.1	35142	313229	8.91	0	28
NW_024397010.1	34603	283863	8.20	0	30
NW_024397011.1	27521	269050	9.78	0	24
NW_024397012.1	26419	32513	1.23	0	23
NW_024397013.1	25606	210416	8.22	0	23
NW_024397014.1	15516	106125	6.84	0	26
NW_024397015.1	14473	119163	8.23	0	23
total	516571003	1945083624	3.77	0	10001
