chrom	length	bases	mean	min	max
1	21295481	215660423	10.13	0	5082
NW_024396975.1	388293	2831307	7.29	0	713
NW_024396976.1	23224	122649	5.28	0	23
NW_024396977.1	213546	823453	3.86	0	44
NW_024396978.1	91398	541245	5.92	0	87
NW_024396979.1	80962	389289	4.81	0	45
NW_024396980.1	66562	193611	2.91	0	37
NW_024396981.1	46539	185469	3.99	0	23
NW_024396982.1	40329	229350	5.69	0	28
NW_024396983.1	33728	107127	3.18	0	18
NW_024396984.1	28623	142000	4.96	0	21
2	22235516	226257612	10.18	0	1973
3	21656862	222845184	10.29	0	7357
4	21559079	216490072	10.04	0	3075
5	20978392	212167371	10.11	0	5578
6	20779476	216909994	10.44	0	3340
7	20310676	204939248	10.09	0	6574
NW_024396985.1	154489	3178930	20.58	0	2160
NW_024396986.1	123767	1073904	8.68	0	120
8	20387885	205582655	10.08	0	5163
9	19838782	201334143	10.15	0	5967
10	19543518	197320885	10.10	0	5139
11	19417568	195875263	10.09	0	3467
12	19375358	199159636	10.28	0	2777
13	18562731	187335584	10.09	0	8255
14	18514894	187438296	10.12	0	5371
15	18474722	187126266	10.13	0	5716
16	18405481	187601720	10.19	0	7314
17	17724597	177403225	10.01	0	5339
18	17526884	177910605	10.15	0	5598
19	17516122	186115727	10.63	0	39972
20	17491101	174148903	9.96	0	5533
21	17150347	166600737	9.71	0	3015
22	15154462	151985264	10.03	0	6210
23	13181978	135696547	10.29	0	5606
24	13052829	137639822	10.54	0	4256
25	11599638	119826546	10.33	0	6451
26	9871873	113343368	11.48	0	9973
27	8980196	93542093	10.42	0	1386
W	2084383	5127316	2.46	0	103
NW_024396987.1	1336113	3281750	2.46	0	47
NW_024396988.1	721200	1304420	1.81	0	55
NW_024396989.1	702408	1322320	1.88	0	38
NW_024396990.1	436298	823590	1.89	0	45
NW_024396991.1	291364	823363	2.83	0	42
NW_024396992.1	183897	406087	2.21	0	37
NW_024396993.1	90180	162770	1.80	0	37
NW_024396994.1	58461	1864	0.03	0	2
Z	27171456	281709985	10.37	0	4689
NW_024396995.1	62500	731362	11.70	0	56
NW_024396996.1	298258	987925	3.31	0	91
NW_024396997.1	273553	505465	1.85	0	53
NW_024396998.1	156241	866587	5.55	0	60
NW_024396999.1	99202	252291	2.54	0	34
NW_024397000.1	94916	190406	2.01	0	42
NW_024397001.1	88807	165848	1.87	0	17
NW_024397002.1	64072	203893	3.18	0	19
NW_024397003.1	61578	114965	1.87	0	29
NW_024397004.1	58052	235632	4.06	0	233
NW_024397005.1	54715	93838	1.72	0	13
NW_024397006.1	47058	156985	3.34	0	20
NW_024397007.1	43016	88943	2.07	0	11
NW_024397008.1	36087	82656	2.29	0	26
NW_024397009.1	35142	120554	3.43	0	45
NW_024397010.1	34603	36366	1.05	0	18
NW_024397011.1	27521	1362	0.05	0	4
NW_024397012.1	26419	89354	3.38	0	35
NW_024397013.1	25606	1256	0.05	0	4
NW_024397014.1	15516	326891	21.07	0	65
NW_024397015.1	14473	43269	2.99	0	23
total	516571003	5208334836	10.08	0	39972
