chrom	length	bases	mean	min	max
1	21295481	264474420	12.42	0	8971
NW_024396975.1	388293	3852918	9.92	0	569
NW_024396976.1	23224	232226	10.00	0	39
NW_024396977.1	213546	1267064	5.93	0	51
NW_024396978.1	91398	1019908	11.16	0	196
NW_024396979.1	80962	772801	9.55	0	88
NW_024396980.1	66562	323653	4.86	0	46
NW_024396981.1	46539	362008	7.78	0	52
NW_024396982.1	40329	461018	11.43	0	77
NW_024396983.1	33728	240112	7.12	0	33
NW_024396984.1	28623	269216	9.41	0	33
2	22235516	276575075	12.44	0	3858
3	21656862	274921273	12.69	0	10879
4	21559079	264575373	12.27	0	5298
5	20978392	258704597	12.33	0	10886
6	20779476	267077471	12.85	0	6836
7	20310676	248390012	12.23	0	10510
NW_024396985.1	154489	4454530	28.83	0	1750
NW_024396986.1	123767	795121	6.42	0	75
8	20387885	253397097	12.43	0	9004
9	19838782	246891232	12.44	0	11837
10	19543518	242004648	12.38	0	9161
11	19417568	236302641	12.17	0	6351
12	19375358	235917102	12.18	0	4047
13	18562731	227928219	12.28	0	16058
14	18514894	227889367	12.31	0	10267
15	18474722	229943143	12.45	0	11296
16	18405481	226531700	12.31	0	7373
17	17724597	215151915	12.14	0	8830
18	17526884	217779104	12.43	0	10662
19	17516122	244669053	13.97	0	94782
20	17491101	212185518	12.13	0	8906
21	17150347	200720210	11.70	0	5386
22	15154462	183212214	12.09	0	11069
23	13181978	165026567	12.52	0	10094
24	13052829	160663428	12.31	0	7122
25	11599638	138904144	11.97	0	9084
26	9871873	134176658	13.59	0	14297
27	8980196	107624479	11.98	0	2623
W	2084383	70995439	34.06	0	225
NW_024396987.1	1336113	39519313	29.58	0	131
NW_024396988.1	721200	24675479	34.21	0	181
NW_024396989.1	702408	16532275	23.54	0	123
NW_024396990.1	436298	13330093	30.55	0	102
NW_024396991.1	291364	10705150	36.74	0	181
NW_024396992.1	183897	3962168	21.55	0	98
NW_024396993.1	90180	2539639	28.16	0	202
NW_024396994.1	58461	1775652	30.37	0	75
Z	27171456	188116844	6.92	0	8953
NW_024396995.1	62500	863669	13.82	0	75
NW_024396996.1	298258	1004039	3.37	0	93
NW_024396997.1	273553	495335	1.81	0	119
NW_024396998.1	156241	821791	5.26	0	50
NW_024396999.1	99202	271727	2.74	0	41
NW_024397000.1	94916	177365	1.87	0	63
NW_024397001.1	88807	152893	1.72	0	18
NW_024397002.1	64072	230493	3.60	0	19
NW_024397003.1	61578	114155	1.85	0	31
NW_024397004.1	58052	225817	3.89	0	248
NW_024397005.1	54715	94360	1.72	0	16
NW_024397006.1	47058	403806	8.58	0	29
NW_024397007.1	43016	83340	1.94	0	14
NW_024397008.1	36087	70722	1.96	0	12
NW_024397009.1	35142	1099637	31.29	0	82
NW_024397010.1	34603	975177	28.18	0	55
NW_024397011.1	27521	879029	31.94	0	63
NW_024397012.1	26419	67929	2.57	0	40
NW_024397013.1	25606	746618	29.16	0	63
NW_024397014.1	15516	263128	16.96	0	47
NW_024397015.1	14473	389820	26.93	0	59
total	516571003	6357270137	12.31	0	94782
