chrom	length	bases	mean	min	max
1	21295481	285269056	13.40	0	10201
NW_024396975.1	388293	3715144	9.57	0	1080
NW_024396976.1	23224	138290	5.95	0	36
NW_024396977.1	213546	994534	4.66	0	35
NW_024396978.1	91398	616425	6.74	0	105
NW_024396979.1	80962	455929	5.63	0	62
NW_024396980.1	66562	203709	3.06	0	59
NW_024396981.1	46539	205395	4.41	0	44
NW_024396982.1	40329	256494	6.36	0	52
NW_024396983.1	33728	121016	3.59	0	21
NW_024396984.1	28623	151066	5.28	0	22
2	22235516	296532362	13.34	0	2463
3	21656862	294532720	13.60	0	9279
4	21559079	285610170	13.25	0	3959
5	20978392	277779530	13.24	0	10241
6	20779476	283084514	13.62	0	5975
7	20310676	271190629	13.35	0	11762
NW_024396985.1	154489	5528352	35.78	0	3063
NW_024396986.1	123767	1094310	8.84	0	122
8	20387885	270769180	13.28	0	8622
9	19838782	267628203	13.49	0	11056
10	19543518	260838737	13.35	0	6945
11	19417568	255711625	13.17	0	5641
12	19375358	256983926	13.26	0	4045
13	18562731	247608354	13.34	0	16342
14	18514894	246313388	13.30	0	7284
15	18474722	249513081	13.51	0	11152
16	18405481	247784709	13.46	0	10124
17	17724597	234745707	13.24	0	9325
18	17526884	235076124	13.41	0	8616
19	17516122	267739099	15.29	0	47839
20	17491101	231209434	13.22	0	8990
21	17150347	222901011	13.00	0	4160
22	15154462	202411781	13.36	0	7876
23	13181978	182750908	13.86	0	9270
24	13052829	180564498	13.83	0	7558
25	11599638	158749972	13.69	0	9773
26	9871873	151560225	15.35	0	14790
27	8980196	123281816	13.73	0	1855
W	2084383	78488491	37.66	0	332
NW_024396987.1	1336113	43386631	32.47	0	170
NW_024396988.1	721200	26680424	36.99	0	224
NW_024396989.1	702408	17225720	24.52	0	117
NW_024396990.1	436298	13428886	30.78	0	151
NW_024396991.1	291364	11389229	39.09	0	192
NW_024396992.1	183897	3942212	21.44	0	107
NW_024396993.1	90180	2549097	28.27	0	228
NW_024396994.1	58461	1777492	30.40	0	77
Z	27171456	201208512	7.41	0	7934
NW_024396995.1	62500	806147	12.90	0	57
NW_024396996.1	298258	1203086	4.03	0	188
NW_024396997.1	273553	585661	2.14	0	23
NW_024396998.1	156241	861885	5.52	0	89
NW_024396999.1	99202	336353	3.39	0	44
NW_024397000.1	94916	219827	2.32	0	43
NW_024397001.1	88807	190199	2.14	0	24
NW_024397002.1	64072	270290	4.22	0	29
NW_024397003.1	61578	138101	2.24	0	26
NW_024397004.1	58052	306851	5.29	0	351
NW_024397005.1	54715	116312	2.13	0	29
NW_024397006.1	47058	321118	6.82	0	26
NW_024397007.1	43016	106949	2.49	0	17
NW_024397008.1	36087	87890	2.44	0	35
NW_024397009.1	35142	1071135	30.48	0	118
NW_024397010.1	34603	935165	27.03	0	70
NW_024397011.1	27521	864143	31.40	0	55
NW_024397012.1	26419	94210	3.57	0	33
NW_024397013.1	25606	726957	28.39	0	64
NW_024397014.1	15516	348522	22.46	0	71
NW_024397015.1	14473	415793	28.73	0	67
total	516571003	6911704711	13.38	0	47839
