chrom	length	bases	mean	min	max
1	21295481	227774133	10.70	0	4276
NW_024396975.1	388293	2968498	7.64	0	814
NW_024396976.1	23224	131604	5.67	0	26
NW_024396977.1	213546	788410	3.69	0	33
NW_024396978.1	91398	487665	5.34	0	77
NW_024396979.1	80962	325841	4.02	0	37
NW_024396980.1	66562	170636	2.56	0	30
NW_024396981.1	46539	179833	3.86	0	33
NW_024396982.1	40329	213488	5.29	0	34
NW_024396983.1	33728	115057	3.41	0	19
NW_024396984.1	28623	127846	4.47	0	18
2	22235516	238918591	10.74	0	1303
3	21656862	233899372	10.80	0	4219
4	21559079	228133285	10.58	0	1769
5	20978392	221889463	10.58	0	4358
6	20779476	229299597	11.03	0	2389
7	20310676	215511978	10.61	0	4653
NW_024396985.1	154489	4451110	28.81	0	2274
NW_024396986.1	123767	845011	6.83	0	90
8	20387885	216333702	10.61	0	2887
9	19838782	210194395	10.60	0	5148
10	19543518	206766173	10.58	0	3797
11	19417568	203136039	10.46	0	2730
12	19375358	204711531	10.57	0	3706
13	18562731	194631010	10.49	0	6811
14	18514894	197802365	10.68	0	3524
15	18474722	196068820	10.61	0	5053
16	18405481	200560615	10.90	0	9657
17	17724597	185812844	10.48	0	4109
18	17526884	186592921	10.65	0	4816
19	17516122	212294297	12.12	0	45794
20	17491101	183642748	10.50	0	4447
21	17150347	175630669	10.24	0	1742
22	15154462	159957644	10.56	0	3952
23	13181978	142308981	10.80	0	4760
24	13052829	145616436	11.16	0	3294
25	11599638	127411733	10.98	0	3731
26	9871873	122515888	12.41	0	5343
27	8980196	101658594	11.32	0	2426
W	2084383	5353736	2.57	0	122
NW_024396987.1	1336113	3534521	2.65	0	63
NW_024396988.1	721200	1525006	2.11	0	56
NW_024396989.1	702408	1498909	2.13	0	62
NW_024396990.1	436298	863330	1.98	0	55
NW_024396991.1	291364	887323	3.05	0	43
NW_024396992.1	183897	434187	2.36	0	38
NW_024396993.1	90180	168704	1.87	0	33
NW_024396994.1	58461	4548	0.08	0	2
Z	27171456	295614572	10.88	0	3543
NW_024396995.1	62500	795430	12.73	0	41
NW_024396996.1	298258	926595	3.11	0	100
NW_024396997.1	273553	387425	1.42	0	24
NW_024396998.1	156241	789475	5.05	0	73
NW_024396999.1	99202	220000	2.22	0	33
NW_024397000.1	94916	163572	1.72	0	40
NW_024397001.1	88807	121654	1.37	0	18
NW_024397002.1	64072	197970	3.09	0	20
NW_024397003.1	61578	94890	1.54	0	19
NW_024397004.1	58052	222055	3.83	0	291
NW_024397005.1	54715	79536	1.45	0	17
NW_024397006.1	47058	314513	6.68	0	40
NW_024397007.1	43016	64994	1.51	0	14
NW_024397008.1	36087	64441	1.79	0	18
NW_024397009.1	35142	111470	3.17	0	28
NW_024397010.1	34603	46602	1.35	0	22
NW_024397011.1	27521	2276	0.08	0	2
NW_024397012.1	26419	73579	2.79	0	45
NW_024397013.1	25606	2727	0.11	0	3
NW_024397014.1	15516	367197	23.67	0	57
NW_024397015.1	14473	58484	4.04	0	28
total	516571003	5494868544	10.64	0	45794
