chrom	length	bases	mean	min	max
1	21295481	280457781	13.17	0	7404
NW_024396975.1	388293	4014106	10.34	0	806
NW_024396976.1	23224	232617	10.02	0	30
NW_024396977.1	213546	1260144	5.90	0	41
NW_024396978.1	91398	957678	10.48	0	172
NW_024396979.1	80962	755799	9.34	0	70
NW_024396980.1	66562	312784	4.70	0	48
NW_024396981.1	46539	356108	7.65	0	70
NW_024396982.1	40329	469336	11.64	0	64
NW_024396983.1	33728	226676	6.72	0	27
NW_024396984.1	28623	267479	9.34	0	32
2	22235516	293561966	13.20	0	2870
3	21656862	287527421	13.28	0	7268
4	21559079	280081617	12.99	0	3121
5	20978392	272044795	12.97	0	7281
6	20779476	281878040	13.57	0	4829
7	20310676	262793207	12.94	0	8594
NW_024396985.1	154489	4712674	30.50	0	2711
NW_024396986.1	123767	880068	7.11	0	81
8	20387885	266959566	13.09	0	6290
9	19838782	259273814	13.07	0	9110
10	19543518	254672022	13.03	0	6854
11	19417568	248942795	12.82	0	4335
12	19375358	249853038	12.90	0	3293
13	18562731	239612361	12.91	0	10623
14	18514894	244176626	13.19	0	6500
15	18474722	242065336	13.10	0	8887
16	18405481	245093649	13.32	0	7376
17	17724597	227125586	12.81	0	7237
18	17526884	229287391	13.08	0	8024
19	17516122	256027287	14.62	0	111727
20	17491101	224898658	12.86	0	6727
21	17150347	212995588	12.42	0	3755
22	15154462	194361090	12.83	0	6226
23	13181978	174337098	13.23	0	7447
24	13052829	172442008	13.21	0	5394
25	11599638	149502893	12.89	0	6034
26	9871873	144056870	14.59	0	7952
27	8980196	114025942	12.70	0	2138
W	2084383	77238467	37.06	0	263
NW_024396987.1	1336113	42863778	32.08	0	115
NW_024396988.1	721200	26642621	36.94	0	181
NW_024396989.1	702408	17952982	25.56	0	120
NW_024396990.1	436298	14283058	32.74	0	120
NW_024396991.1	291364	11456691	39.32	0	224
NW_024396992.1	183897	4226678	22.98	0	102
NW_024396993.1	90180	2739794	30.38	0	188
NW_024396994.1	58461	1937097	33.13	0	71
Z	27171456	199067441	7.33	0	7358
NW_024396995.1	62500	992821	15.89	0	56
NW_024396996.1	298258	964269	3.23	0	73
NW_024396997.1	273553	409572	1.50	0	17
NW_024396998.1	156241	840985	5.38	0	48
NW_024396999.1	99202	247686	2.50	0	42
NW_024397000.1	94916	153057	1.61	0	39
NW_024397001.1	88807	128361	1.45	0	17
NW_024397002.1	64072	228010	3.56	0	26
NW_024397003.1	61578	95031	1.54	0	25
NW_024397004.1	58052	202306	3.48	0	234
NW_024397005.1	54715	72684	1.33	0	8
NW_024397006.1	47058	385428	8.19	0	37
NW_024397007.1	43016	61666	1.43	0	10
NW_024397008.1	36087	78988	2.19	0	29
NW_024397009.1	35142	1148657	32.69	0	118
NW_024397010.1	34603	996592	28.80	0	65
NW_024397011.1	27521	940773	34.18	0	61
NW_024397012.1	26419	80760	3.06	0	30
NW_024397013.1	25606	790172	30.86	0	62
NW_024397014.1	15516	425619	27.43	0	90
NW_024397015.1	14473	380782	26.31	0	69
total	516571003	6730532740	13.03	0	111727
