chrom	length	bases	mean	min	max
1	21295481	263344445	12.37	0	10156
NW_024396975.1	388293	4671269	12.03	0	697
NW_024396976.1	23224	300069	12.92	0	51
NW_024396977.1	213546	1597866	7.48	0	63
NW_024396978.1	91398	1308691	14.32	0	233
NW_024396979.1	80962	983582	12.15	0	101
NW_024396980.1	66562	384974	5.78	0	65
NW_024396981.1	46539	485697	10.44	0	79
NW_024396982.1	40329	595190	14.76	0	100
NW_024396983.1	33728	320169	9.49	0	44
NW_024396984.1	28623	357845	12.50	0	39
2	22235516	271650413	12.22	0	1927
3	21656862	266460742	12.30	0	10827
4	21559079	260139594	12.07	0	3302
5	20978392	254414833	12.13	0	9580
6	20779476	258868526	12.46	0	4760
7	20310676	247372010	12.18	0	12214
NW_024396985.1	154489	5123137	33.16	0	2357
NW_024396986.1	123767	918661	7.42	0	85
8	20387885	248342394	12.18	0	7554
9	19838782	244350482	12.32	0	10747
10	19543518	236285347	12.09	0	5994
11	19417568	232701386	11.98	0	5310
12	19375358	233363362	12.04	0	4087
13	18562731	225904278	12.17	0	14480
14	18514894	226643322	12.24	0	6033
15	18474722	226528280	12.26	0	11311
16	18405481	227260219	12.35	0	8538
17	17724597	214083745	12.08	0	9603
18	17526884	214738739	12.25	0	8861
19	17516122	217722121	12.43	0	31657
20	17491101	210311354	12.02	0	9201
21	17150347	199761773	11.65	0	3101
22	15154462	184234020	12.16	0	7885
23	13181978	162785306	12.35	0	9113
24	13052829	159290441	12.20	0	6725
25	11599638	140671414	12.13	0	8140
26	9871873	131203357	13.29	0	11032
27	8980196	107011026	11.92	0	2105
W	2084383	77099331	36.99	0	364
NW_024396987.1	1336113	41365372	30.96	0	185
NW_024396988.1	721200	25621390	35.53	0	210
NW_024396989.1	702408	16804319	23.92	0	130
NW_024396990.1	436298	13277340	30.43	0	152
NW_024396991.1	291364	10890122	37.38	0	223
NW_024396992.1	183897	3932819	21.39	0	96
NW_024396993.1	90180	2560735	28.40	0	204
NW_024396994.1	58461	1806970	30.91	0	66
Z	27171456	182330673	6.71	0	7288
NW_024396995.1	62500	854069	13.67	0	72
NW_024396996.1	298258	939659	3.15	0	67
NW_024396997.1	273553	494038	1.81	0	20
NW_024396998.1	156241	786087	5.03	0	63
NW_024396999.1	99202	267429	2.70	0	38
NW_024397000.1	94916	160848	1.69	0	52
NW_024397001.1	88807	152138	1.71	0	27
NW_024397002.1	64072	203315	3.17	0	25
NW_024397003.1	61578	119267	1.94	0	28
NW_024397004.1	58052	207501	3.57	0	236
NW_024397005.1	54715	86167	1.57	0	12
NW_024397006.1	47058	409878	8.71	0	37
NW_024397007.1	43016	78578	1.83	0	15
NW_024397008.1	36087	76023	2.11	0	20
NW_024397009.1	35142	1058946	30.13	0	104
NW_024397010.1	34603	961293	27.78	0	75
NW_024397011.1	27521	888100	32.27	0	59
NW_024397012.1	26419	86018	3.26	0	34
NW_024397013.1	25606	726838	28.39	0	62
NW_024397014.1	15516	303306	19.55	0	70
NW_024397015.1	14473	379133	26.20	0	62
total	516571003	6267417781	12.13	0	31657
