chrom	length	bases	mean	min	max
1	21295481	189936600	8.92	0	1723
NW_024396975.1	388293	3130189	8.06	0	1159
NW_024396976.1	23224	130885	5.64	0	26
NW_024396977.1	213546	837961	3.92	0	37
NW_024396978.1	91398	519547	5.68	0	66
NW_024396979.1	80962	373413	4.61	0	51
NW_024396980.1	66562	181435	2.73	0	41
NW_024396981.1	46539	207157	4.45	0	49
NW_024396982.1	40329	254781	6.32	0	47
NW_024396983.1	33728	124268	3.68	0	19
NW_024396984.1	28623	145228	5.07	0	22
2	22235516	198227895	8.91	0	256
3	21656862	193684642	8.94	0	1547
4	21559079	190626260	8.84	0	1680
5	20978392	185448862	8.84	0	1323
6	20779476	189270385	9.11	0	818
7	20310676	182070760	8.96	0	1701
NW_024396985.1	154489	4737236	30.66	0	2633
NW_024396986.1	123767	808233	6.53	0	77
8	20387885	180621362	8.86	0	2388
9	19838782	177517846	8.95	0	1555
10	19543518	172239822	8.81	0	928
11	19417568	169652447	8.74	0	714
12	19375358	172322307	8.89	0	3427
13	18562731	162032447	8.73	0	1922
14	18514894	164785613	8.90	0	804
15	18474722	163016352	8.82	0	1718
16	18405481	167065172	9.08	0	9787
17	17724597	155797507	8.79	0	1457
18	17526884	156628265	8.94	0	1203
19	17516122	167616413	9.57	0	41135
20	17491101	153296899	8.76	0	1523
21	17150347	147456063	8.60	0	407
22	15154462	135798333	8.96	0	1131
23	13181978	120761422	9.16	0	1223
24	13052829	124729012	9.56	0	1040
25	11599638	110518830	9.53	0	2037
26	9871873	104774543	10.61	0	1571
27	8980196	84907422	9.45	0	381
W	2084383	4701205	2.26	0	126
NW_024396987.1	1336113	2848482	2.13	0	50
NW_024396988.1	721200	1210769	1.68	0	52
NW_024396989.1	702408	1145429	1.63	0	51
NW_024396990.1	436298	694227	1.59	0	45
NW_024396991.1	291364	746171	2.56	0	40
NW_024396992.1	183897	362568	1.97	0	36
NW_024396993.1	90180	147610	1.64	0	35
NW_024396994.1	58461	3349	0.06	0	3
Z	27171456	245468679	9.03	0	2709
NW_024396995.1	62500	472811	7.56	0	48
NW_024396996.1	298258	895804	3.00	0	132
NW_024396997.1	273553	387737	1.42	0	15
NW_024396998.1	156241	758018	4.85	0	88
NW_024396999.1	99202	208416	2.10	0	33
NW_024397000.1	94916	159834	1.68	0	53
NW_024397001.1	88807	126130	1.42	0	17
NW_024397002.1	64072	180160	2.81	0	16
NW_024397003.1	61578	86921	1.41	0	24
NW_024397004.1	58052	237855	4.10	0	321
NW_024397005.1	54715	74079	1.35	0	8
NW_024397006.1	47058	299524	6.36	0	34
NW_024397007.1	43016	62290	1.45	0	9
NW_024397008.1	36087	64746	1.79	0	13
NW_024397009.1	35142	98303	2.80	0	35
NW_024397010.1	34603	18137	0.52	0	15
NW_024397011.1	27521	1103	0.04	0	2
NW_024397012.1	26419	68354	2.59	0	38
NW_024397013.1	25606	857	0.03	0	2
NW_024397014.1	15516	321041	20.69	0	55
NW_024397015.1	14473	27515	1.90	0	17
total	516571003	4594131938	8.89	0	41135
