chrom	length	bases	mean	min	max
1	21295481	266450658	12.51	0	5690
NW_024396975.1	388293	3095058	7.97	0	924
NW_024396976.1	23224	124409	5.36	0	31
NW_024396977.1	213546	837947	3.92	0	45
NW_024396978.1	91398	507886	5.56	0	82
NW_024396979.1	80962	315500	3.90	0	38
NW_024396980.1	66562	177970	2.67	0	41
NW_024396981.1	46539	165966	3.57	0	24
NW_024396982.1	40329	211767	5.25	0	29
NW_024396983.1	33728	107498	3.19	0	18
NW_024396984.1	28623	121639	4.25	0	17
2	22235516	277947784	12.50	0	1211
3	21656862	271771126	12.55	0	5571
4	21559079	267198895	12.39	0	2383
5	20978392	260112767	12.40	0	5012
6	20779476	265579528	12.78	0	2818
7	20310676	255607922	12.58	0	6350
NW_024396985.1	154489	5051178	32.70	0	3210
NW_024396986.1	123767	1155418	9.34	0	100
8	20387885	252311840	12.38	0	3957
9	19838782	248604029	12.53	0	5303
10	19543518	241072977	12.34	0	3356
11	19417568	237899669	12.25	0	3041
12	19375358	241723144	12.48	0	4024
13	18562731	228616265	12.32	0	7646
14	18514894	229225441	12.38	0	2831
15	18474722	230921976	12.50	0	5519
16	18405481	232651915	12.64	0	10085
17	17724597	218342505	12.32	0	5314
18	17526884	220127246	12.56	0	4521
19	17516122	227328212	12.98	0	48260
20	17491101	216511930	12.38	0	4929
21	17150347	211699221	12.34	0	1904
22	15154462	189346601	12.49	0	4827
23	13181978	170297849	12.92	0	4957
24	13052829	170229855	13.04	0	3950
25	11599638	150813691	13.00	0	4247
26	9871873	142816702	14.47	0	5446
27	8980196	118444766	13.19	0	1084
W	2084383	6360375	3.05	0	207
NW_024396987.1	1336113	4063950	3.04	0	97
NW_024396988.1	721200	1669346	2.31	0	69
NW_024396989.1	702408	1627041	2.32	0	71
NW_024396990.1	436298	990893	2.27	0	56
NW_024396991.1	291364	1016723	3.49	0	51
NW_024396992.1	183897	461392	2.51	0	40
NW_024396993.1	90180	194018	2.15	0	43
NW_024396994.1	58461	4492	0.08	0	5
Z	27171456	344221562	12.67	0	3795
NW_024396995.1	62500	797923	12.77	0	79
NW_024396996.1	298258	927199	3.11	0	79
NW_024396997.1	273553	459701	1.68	0	21
NW_024396998.1	156241	1063335	6.81	0	83
NW_024396999.1	99202	273161	2.75	0	34
NW_024397000.1	94916	178856	1.88	0	49
NW_024397001.1	88807	138286	1.56	0	20
NW_024397002.1	64072	239009	3.73	0	29
NW_024397003.1	61578	117708	1.91	0	38
NW_024397004.1	58052	233355	4.02	0	307
NW_024397005.1	54715	89184	1.63	0	11
NW_024397006.1	47058	445672	9.47	0	56
NW_024397007.1	43016	73686	1.71	0	18
NW_024397008.1	36087	78457	2.17	0	15
NW_024397009.1	35142	98212	2.79	0	23
NW_024397010.1	34603	46564	1.35	0	26
NW_024397011.1	27521	2406	0.09	0	3
NW_024397012.1	26419	100466	3.80	0	48
NW_024397013.1	25606	459	0.02	0	1
NW_024397014.1	15516	385817	24.87	0	89
NW_024397015.1	14473	48873	3.38	0	35
total	516571003	6421934871	12.43	0	48260
