chrom	length	bases	mean	min	max
1	21295481	203162563	9.54	0	4914
NW_024396975.1	388293	3876447	9.98	0	829
NW_024396976.1	23224	176276	7.59	0	30
NW_024396977.1	213546	1178276	5.52	0	51
NW_024396978.1	91398	887673	9.71	0	150
NW_024396979.1	80962	622003	7.68	0	95
NW_024396980.1	66562	281744	4.23	0	33
NW_024396981.1	46539	333708	7.17	0	61
NW_024396982.1	40329	402051	9.97	0	61
NW_024396983.1	33728	195606	5.80	0	29
NW_024396984.1	28623	246729	8.62	0	32
2	22235516	210991015	9.49	0	1020
3	21656862	207510961	9.58	0	4913
4	21559079	203061627	9.42	0	1943
5	20978392	196248560	9.35	0	4375
6	20779476	199849599	9.62	0	2485
7	20310676	195892958	9.64	0	6319
NW_024396985.1	154489	4982215	32.25	0	2646
NW_024396986.1	123767	998704	8.07	0	98
8	20387885	191967994	9.42	0	5006
9	19838782	189013179	9.53	0	4851
10	19543518	183335907	9.38	0	3084
11	19417568	180304417	9.29	0	2735
12	19375358	184661124	9.53	0	2990
13	18562731	175098798	9.43	0	6780
14	18514894	174511748	9.43	0	3264
15	18474722	176502532	9.55	0	4241
16	18405481	181092495	9.84	0	8725
17	17724597	168878556	9.53	0	4263
18	17526884	167425082	9.55	0	3204
19	17516122	188469124	10.76	0	29271
20	17491101	164215034	9.39	0	5158
21	17150347	159378343	9.29	0	1872
22	15154462	145515718	9.60	0	4104
23	13181978	133067391	10.09	0	3748
24	13052829	135857513	10.41	0	3734
25	11599638	121084478	10.44	0	5313
26	9871873	114638864	11.61	0	8846
27	8980196	95233282	10.60	0	832
W	2084383	5154638	2.47	0	181
NW_024396987.1	1336113	2892780	2.17	0	52
NW_024396988.1	721200	1185601	1.64	0	40
NW_024396989.1	702408	1186670	1.69	0	65
NW_024396990.1	436298	655184	1.50	0	39
NW_024396991.1	291364	727729	2.50	0	34
NW_024396992.1	183897	353857	1.92	0	30
NW_024396993.1	90180	151543	1.68	0	29
NW_024396994.1	58461	1950	0.03	0	2
Z	27171456	257986181	9.49	0	2817
NW_024396995.1	62500	577646	9.24	0	42
NW_024396996.1	298258	1080489	3.62	0	132
NW_024396997.1	273553	531425	1.94	0	22
NW_024396998.1	156241	1057551	6.77	0	122
NW_024396999.1	99202	302038	3.04	0	33
NW_024397000.1	94916	211101	2.22	0	59
NW_024397001.1	88807	160885	1.81	0	25
NW_024397002.1	64072	185258	2.89	0	18
NW_024397003.1	61578	127775	2.08	0	22
NW_024397004.1	58052	309556	5.33	0	423
NW_024397005.1	54715	97227	1.78	0	10
NW_024397006.1	47058	382864	8.14	0	28
NW_024397007.1	43016	94348	2.19	0	18
NW_024397008.1	36087	87083	2.41	0	22
NW_024397009.1	35142	90604	2.58	0	36
NW_024397010.1	34603	46071	1.33	0	21
NW_024397011.1	27521	1376	0.05	0	2
NW_024397012.1	26419	86334	3.27	0	45
NW_024397013.1	25606	1052	0.04	0	2
NW_024397014.1	15516	379531	24.46	0	73
NW_024397015.1	14473	25705	1.78	0	18
total	516571003	4937282346	9.56	0	29271
