chrom	length	bases	mean	min	max
1	21295481	174515387	8.19	0	4531
NW_024396975.1	388293	2572483	6.63	0	464
NW_024396976.1	23224	123210	5.31	0	23
NW_024396977.1	213546	762886	3.57	0	32
NW_024396978.1	91398	530367	5.80	0	82
NW_024396979.1	80962	369169	4.56	0	45
NW_024396980.1	66562	187945	2.82	0	47
NW_024396981.1	46539	204303	4.39	0	26
NW_024396982.1	40329	250716	6.22	0	35
NW_024396983.1	33728	117750	3.49	0	18
NW_024396984.1	28623	149324	5.22	0	19
2	22235516	182893868	8.23	0	1140
3	21656862	179337506	8.28	0	5210
4	21559079	174134975	8.08	0	1730
5	20978392	170063887	8.11	0	4913
6	20779476	175167410	8.43	0	2265
7	20310676	166542528	8.20	0	6351
NW_024396985.1	154489	3354763	21.72	0	1393
NW_024396986.1	123767	875536	7.07	0	122
8	20387885	165086324	8.10	0	3055
9	19838782	162332991	8.18	0	5813
10	19543518	158329420	8.10	0	3968
11	19417568	155532342	8.01	0	2908
12	19375358	157094875	8.11	0	2366
13	18562731	151174383	8.14	0	8012
14	18514894	149733621	8.09	0	3088
15	18474722	150937420	8.17	0	5878
16	18405481	150639344	8.18	0	6066
17	17724597	144716150	8.16	0	4379
18	17526884	143200970	8.17	0	4915
19	17516122	175859468	10.04	0	26893
20	17491101	140444469	8.03	0	5616
21	17150347	135795104	7.92	0	1242
22	15154462	123201825	8.13	0	4399
23	13181978	108524581	8.23	0	5350
24	13052829	111224417	8.52	0	4087
25	11599638	97196369	8.38	0	4420
26	9871873	89299143	9.05	0	6911
27	8980196	78741849	8.77	0	2885
W	2084383	4301926	2.06	0	116
NW_024396987.1	1336113	2650696	1.98	0	48
NW_024396988.1	721200	1142550	1.58	0	40
NW_024396989.1	702408	1189541	1.69	0	34
NW_024396990.1	436298	705791	1.62	0	45
NW_024396991.1	291364	668936	2.30	0	40
NW_024396992.1	183897	324645	1.77	0	29
NW_024396993.1	90180	162599	1.80	0	31
NW_024396994.1	58461	2381	0.04	0	3
Z	27171456	226129466	8.32	0	3204
NW_024396995.1	62500	577261	9.24	0	42
NW_024396996.1	298258	898544	3.01	0	62
NW_024396997.1	273553	477008	1.74	0	26
NW_024396998.1	156241	714513	4.57	0	51
NW_024396999.1	99202	265231	2.67	0	37
NW_024397000.1	94916	168148	1.77	0	41
NW_024397001.1	88807	161561	1.82	0	28
NW_024397002.1	64072	168371	2.63	0	16
NW_024397003.1	61578	103956	1.69	0	15
NW_024397004.1	58052	214701	3.70	0	238
NW_024397005.1	54715	84096	1.54	0	18
NW_024397006.1	47058	323420	6.87	0	26
NW_024397007.1	43016	85410	1.99	0	15
NW_024397008.1	36087	69855	1.94	0	20
NW_024397009.1	35142	72836	2.07	0	21
NW_024397010.1	34603	51152	1.48	0	22
NW_024397011.1	27521	356	0.01	0	3
NW_024397012.1	26419	70986	2.69	0	42
NW_024397013.1	25606	1312	0.05	0	3
NW_024397014.1	15516	290655	18.73	0	49
NW_024397015.1	14473	46035	3.18	0	19
total	516571003	4223343016	8.18	0	26893
