chrom	length	bases	mean	min	max
1	21295481	277408219	13.03	0	11373
NW_024396975.1	388293	3446437	8.88	0	872
NW_024396976.1	23224	164796	7.10	0	28
NW_024396977.1	213546	1005156	4.71	0	39
NW_024396978.1	91398	671622	7.35	0	104
NW_024396979.1	80962	469281	5.80	0	43
NW_024396980.1	66562	240971	3.62	0	70
NW_024396981.1	46539	222022	4.77	0	27
NW_024396982.1	40329	300900	7.46	0	43
NW_024396983.1	33728	164622	4.88	0	22
NW_024396984.1	28623	160839	5.62	0	25
2	22235516	288115823	12.96	0	4426
3	21656862	287771008	13.29	0	12361
4	21559079	277287289	12.86	0	5739
5	20978392	270810228	12.91	0	12542
6	20779476	275950680	13.28	0	8208
7	20310676	262276675	12.91	0	12374
NW_024396985.1	154489	4675505	30.26	0	2584
NW_024396986.1	123767	941443	7.61	0	83
8	20387885	264301944	12.96	0	10657
9	19838782	259046472	13.06	0	13740
10	19543518	253925716	12.99	0	10503
11	19417568	246638807	12.70	0	7055
12	19375358	248704427	12.84	0	4939
13	18562731	240348660	12.95	0	18761
14	18514894	240771703	13.00	0	11528
15	18474722	242143258	13.11	0	12710
16	18405481	242685061	13.19	0	9097
17	17724597	226850935	12.80	0	10843
18	17526884	227177679	12.96	0	12806
19	17516122	233139321	13.31	0	81221
20	17491101	222711451	12.73	0	10408
21	17150347	211057885	12.31	0	6032
22	15154462	194026827	12.80	0	11673
23	13181978	172100944	13.06	0	11964
24	13052829	171339795	13.13	0	8449
25	11599638	149224764	12.86	0	11349
26	9871873	141612470	14.35	0	16887
27	8980196	112724917	12.55	0	3123
W	2084383	6396187	3.07	0	151
NW_024396987.1	1336113	4172188	3.12	0	63
NW_024396988.1	721200	1753656	2.43	0	55
NW_024396989.1	702408	1702575	2.42	0	46
NW_024396990.1	436298	956422	2.19	0	47
NW_024396991.1	291364	1026806	3.52	0	50
NW_024396992.1	183897	507928	2.76	0	48
NW_024396993.1	90180	210772	2.34	0	40
NW_024396994.1	58461	4398	0.08	0	3
Z	27171456	361048301	13.29	0	9728
NW_024396995.1	62500	867886	13.89	0	84
NW_024396996.1	298258	952855	3.19	0	102
NW_024396997.1	273553	408879	1.49	0	18
NW_024396998.1	156241	905999	5.80	0	61
NW_024396999.1	99202	287465	2.90	0	50
NW_024397000.1	94916	171230	1.80	0	62
NW_024397001.1	88807	132773	1.50	0	26
NW_024397002.1	64072	230013	3.59	0	22
NW_024397003.1	61578	93921	1.53	0	18
NW_024397004.1	58052	221920	3.82	0	338
NW_024397005.1	54715	84753	1.55	0	14
NW_024397006.1	47058	502301	10.67	0	51
NW_024397007.1	43016	69235	1.61	0	12
NW_024397008.1	36087	74045	2.05	0	17
NW_024397009.1	35142	119088	3.39	0	32
NW_024397010.1	34603	71824	2.08	0	31
NW_024397011.1	27521	1038	0.04	0	2
NW_024397012.1	26419	81414	3.08	0	40
NW_024397013.1	25606	1048	0.04	0	3
NW_024397014.1	15516	334877	21.58	0	63
NW_024397015.1	14473	40557	2.80	0	22
total	516571003	6636048906	12.85	0	81221
