chrom	length	bases	mean	min	max
1	21295481	240162167	11.28	0	5510
NW_024396975.1	388293	3740640	9.63	0	759
NW_024396976.1	23224	187700	8.08	0	38
NW_024396977.1	213546	1133826	5.31	0	47
NW_024396978.1	91398	805227	8.81	0	136
NW_024396979.1	80962	621188	7.67	0	65
NW_024396980.1	66562	299745	4.50	0	34
NW_024396981.1	46539	298560	6.42	0	33
NW_024396982.1	40329	367508	9.11	0	64
NW_024396983.1	33728	192690	5.71	0	33
NW_024396984.1	28623	221382	7.73	0	30
2	22235516	250163876	11.25	0	2251
3	21656862	247198327	11.41	0	7923
4	21559079	239915046	11.13	0	3555
5	20978392	234600170	11.18	0	6400
6	20779476	239651114	11.53	0	4352
7	20310676	227119522	11.18	0	6415
NW_024396985.1	154489	3674379	23.78	0	2802
NW_024396986.1	123767	1099893	8.89	0	119
8	20387885	228315861	11.20	0	7118
9	19838782	223811731	11.28	0	6125
10	19543518	217887891	11.15	0	5644
11	19417568	213436940	10.99	0	3559
12	19375358	219686334	11.34	0	3001
13	18562731	206549458	11.13	0	9178
14	18514894	207753424	11.22	0	6731
15	18474722	207652697	11.24	0	5755
16	18405481	206986198	11.25	0	7379
17	17724597	196491292	11.09	0	5694
18	17526884	196831429	11.23	0	5691
19	17516122	236718746	13.51	0	79962
20	17491101	193374258	11.06	0	5483
21	17150347	184638729	10.77	0	3935
22	15154462	168279772	11.10	0	7154
23	13181978	148980308	11.30	0	5707
24	13052829	151409472	11.60	0	4378
25	11599638	132287708	11.40	0	7300
26	9871873	126405816	12.80	0	11585
27	8980196	105451224	11.74	0	3381
W	2084383	5963914	2.86	0	114
NW_024396987.1	1336113	3573107	2.67	0	64
NW_024396988.1	721200	1600953	2.22	0	48
NW_024396989.1	702408	1532990	2.18	0	52
NW_024396990.1	436298	996712	2.28	0	58
NW_024396991.1	291364	943190	3.24	0	45
NW_024396992.1	183897	426123	2.32	0	42
NW_024396993.1	90180	210798	2.34	0	55
NW_024396994.1	58461	4976	0.09	0	3
Z	27171456	311783238	11.47	0	5769
NW_024396995.1	62500	854533	13.67	0	68
NW_024396996.1	298258	1024773	3.44	0	109
NW_024396997.1	273553	588899	2.15	0	82
NW_024396998.1	156241	899588	5.76	0	68
NW_024396999.1	99202	306948	3.09	0	36
NW_024397000.1	94916	195545	2.06	0	35
NW_024397001.1	88807	187986	2.12	0	23
NW_024397002.1	64072	244862	3.82	0	18
NW_024397003.1	61578	121262	1.97	0	21
NW_024397004.1	58052	261460	4.50	0	299
NW_024397005.1	54715	109216	2.00	0	10
NW_024397006.1	47058	174633	3.71	0	22
NW_024397007.1	43016	97903	2.28	0	14
NW_024397008.1	36087	84339	2.34	0	22
NW_024397009.1	35142	100802	2.87	0	31
NW_024397010.1	34603	39559	1.14	0	19
NW_024397011.1	27521	2905	0.11	0	5
NW_024397012.1	26419	96915	3.67	0	38
NW_024397013.1	25606	3019	0.12	0	5
NW_024397014.1	15516	333664	21.50	0	80
NW_024397015.1	14473	66984	4.63	0	30
total	516571003	5797234044	11.22	0	79962
