chrom	length	bases	mean	min	max
1	21295481	352109503	16.53	0	10414
NW_024396975.1	388293	4070483	10.48	0	868
NW_024396976.1	23224	179810	7.74	0	30
NW_024396977.1	213546	1149788	5.38	0	50
NW_024396978.1	91398	748758	8.19	0	110
NW_024396979.1	80962	578528	7.15	0	80
NW_024396980.1	66562	258065	3.88	0	43
NW_024396981.1	46539	267618	5.75	0	39
NW_024396982.1	40329	317623	7.88	0	52
NW_024396983.1	33728	161235	4.78	0	24
NW_024396984.1	28623	201797	7.05	0	26
2	22235516	369280831	16.61	0	4496
3	21656862	363082581	16.77	0	12861
4	21559079	351251056	16.29	0	6355
5	20978392	343768244	16.39	0	13533
6	20779476	350926728	16.89	0	7711
7	20310676	331269418	16.31	0	12485
NW_024396985.1	154489	4400171	28.48	0	2758
NW_024396986.1	123767	1202090	9.71	0	120
8	20387885	333362196	16.35	0	10571
9	19838782	328335230	16.55	0	14654
10	19543518	320999460	16.42	0	10799
11	19417568	313676180	16.15	0	7616
12	19375358	315605655	16.29	0	4817
13	18562731	302731931	16.31	0	18593
14	18514894	304673117	16.46	0	11462
15	18474722	306704919	16.60	0	13460
16	18405481	306078025	16.63	0	8639
17	17724597	286084406	16.14	0	10568
18	17526884	288466932	16.46	0	12936
19	17516122	328344665	18.75	0	137515
20	17491101	283521870	16.21	0	9949
21	17150347	271482351	15.83	0	6528
22	15154462	246188353	16.25	0	13068
23	13181978	217391703	16.49	0	12227
24	13052829	215942209	16.54	0	7894
25	11599638	187450423	16.16	0	12094
26	9871873	176045385	17.83	0	18679
27	8980196	145464761	16.20	0	3035
W	2084383	8601755	4.13	0	195
NW_024396987.1	1336113	5211303	3.90	0	86
NW_024396988.1	721200	2220578	3.08	0	73
NW_024396989.1	702408	2337989	3.33	0	61
NW_024396990.1	436298	1309892	3.00	0	77
NW_024396991.1	291364	1304182	4.48	0	65
NW_024396992.1	183897	623583	3.39	0	53
NW_024396993.1	90180	267793	2.97	0	50
NW_024396994.1	58461	6806	0.12	0	4
Z	27171456	458881392	16.89	0	10349
NW_024396995.1	62500	1136141	18.18	0	80
NW_024396996.1	298258	1404013	4.71	0	191
NW_024396997.1	273553	703101	2.57	0	38
NW_024396998.1	156241	1085551	6.95	0	87
NW_024396999.1	99202	394168	3.97	0	52
NW_024397000.1	94916	256798	2.71	0	62
NW_024397001.1	88807	226417	2.55	0	29
NW_024397002.1	64072	317463	4.95	0	28
NW_024397003.1	61578	158036	2.57	0	29
NW_024397004.1	58052	301109	5.19	0	332
NW_024397005.1	54715	139023	2.54	0	35
NW_024397006.1	47058	345038	7.33	0	40
NW_024397007.1	43016	119286	2.77	0	21
NW_024397008.1	36087	101993	2.83	0	34
NW_024397009.1	35142	124378	3.54	0	39
NW_024397010.1	34603	134359	3.88	0	56
NW_024397011.1	27521	4294	0.16	0	4
NW_024397012.1	26419	109469	4.14	0	40
NW_024397013.1	25606	3661	0.14	0	3
NW_024397014.1	15516	462997	29.84	0	87
NW_024397015.1	14473	89559	6.19	0	41
total	516571003	8442156225	16.34	0	137515
