chrom	length	bases	mean	min	max
1	21295481	113543831	5.33	0	5671
NW_024396975.1	388293	1469588	3.78	0	359
NW_024396976.1	23224	75620	3.26	0	15
NW_024396977.1	213546	461592	2.16	0	18
NW_024396978.1	91398	329413	3.60	0	45
NW_024396979.1	80962	255099	3.15	0	28
NW_024396980.1	66562	115485	1.73	0	22
NW_024396981.1	46539	123364	2.65	0	21
NW_024396982.1	40329	155222	3.85	0	31
NW_024396983.1	33728	75163	2.23	0	17
NW_024396984.1	28623	92871	3.24	0	13
2	22235516	117762080	5.30	0	1284
3	21656862	117344817	5.42	0	7056
4	21559079	112832043	5.23	0	2305
5	20978392	110354732	5.26	0	5947
6	20779476	113774370	5.48	0	2618
7	20310676	106798528	5.26	0	8556
NW_024396985.1	154489	2123450	13.74	0	856
NW_024396986.1	123767	343384	2.77	0	25
8	20387885	108022870	5.30	0	4596
9	19838782	106046008	5.35	0	7131
10	19543518	103319192	5.29	0	4779
11	19417568	100838142	5.19	0	3977
12	19375358	101690950	5.25	0	2931
13	18562731	98248029	5.29	0	11626
14	18514894	97937897	5.29	0	3534
15	18474722	98916539	5.35	0	6796
16	18405481	98111626	5.33	0	4755
17	17724597	92046157	5.19	0	6406
18	17526884	93100394	5.31	0	7416
19	17516122	92317386	5.27	0	15091
20	17491101	90320449	5.16	0	6140
21	17150347	85669109	5.00	0	1421
22	15154462	79313900	5.23	0	5376
23	13181978	70549431	5.35	0	7275
24	13052829	67551984	5.18	0	5094
25	11599638	59237028	5.11	0	5481
26	9871873	55845898	5.66	0	7638
27	8980196	44990740	5.01	0	1405
W	2084383	2756477	1.32	0	74
NW_024396987.1	1336113	1604511	1.20	0	36
NW_024396988.1	721200	709561	0.98	0	31
NW_024396989.1	702408	760376	1.08	0	40
NW_024396990.1	436298	406267	0.93	0	29
NW_024396991.1	291364	447474	1.54	0	28
NW_024396992.1	183897	183025	1.00	0	24
NW_024396993.1	90180	65809	0.73	0	14
NW_024396994.1	58461	2991	0.05	0	2
Z	27171456	146990200	5.41	0	4535
NW_024396995.1	62500	338710	5.42	0	31
NW_024396996.1	298258	409668	1.37	0	50
NW_024396997.1	273553	158949	0.58	0	9
NW_024396998.1	156241	312544	2.00	0	33
NW_024396999.1	99202	95185	0.96	0	21
NW_024397000.1	94916	59761	0.63	0	32
NW_024397001.1	88807	54274	0.61	0	13
NW_024397002.1	64072	86733	1.35	0	11
NW_024397003.1	61578	40975	0.67	0	15
NW_024397004.1	58052	85106	1.47	0	124
NW_024397005.1	54715	32743	0.60	0	7
NW_024397006.1	47058	155074	3.30	0	14
NW_024397007.1	43016	28016	0.65	0	7
NW_024397008.1	36087	29075	0.81	0	17
NW_024397009.1	35142	46574	1.33	0	17
NW_024397010.1	34603	13353	0.39	0	7
NW_024397011.1	27521	1998	0.07	0	2
NW_024397012.1	26419	33900	1.28	0	18
NW_024397013.1	25606	540	0.02	0	1
NW_024397014.1	15516	88059	5.68	0	21
NW_024397015.1	14473	16008	1.11	0	11
total	516571003	2698118317	5.22	0	15091
