chrom	length	bases	mean	min	max
1	21295481	278364020	13.07	0	5936
NW_024396975.1	388293	3911489	10.07	0	757
NW_024396976.1	23224	202038	8.70	0	29
NW_024396977.1	213546	1212658	5.68	0	47
NW_024396978.1	91398	829218	9.07	0	124
NW_024396979.1	80962	550735	6.80	0	60
NW_024396980.1	66562	281480	4.23	0	38
NW_024396981.1	46539	296061	6.36	0	31
NW_024396982.1	40329	376136	9.33	0	71
NW_024396983.1	33728	184705	5.48	0	27
NW_024396984.1	28623	208931	7.30	0	30
2	22235516	291027501	13.09	0	1498
3	21656862	287022301	13.25	0	6670
4	21559079	280305335	13.00	0	2143
5	20978392	273245376	13.03	0	5893
6	20779476	281283029	13.54	0	2823
7	20310676	264738924	13.03	0	7507
NW_024396985.1	154489	4028975	26.08	0	2686
NW_024396986.1	123767	1080691	8.73	0	104
8	20387885	265204798	13.01	0	3736
9	19838782	260084186	13.11	0	6865
10	19543518	253500254	12.97	0	4659
11	19417568	248563811	12.80	0	3246
12	19375358	252599041	13.04	0	3287
13	18562731	240915604	12.98	0	9127
14	18514894	240073415	12.97	0	3859
15	18474722	240441132	13.01	0	6662
16	18405481	245384122	13.33	0	8038
17	17724597	229284011	12.94	0	6159
18	17526884	230037103	13.12	0	6048
19	17516122	248998733	14.22	0	38787
20	17491101	226129574	12.93	0	7004
21	17150347	216407710	12.62	0	1407
22	15154462	195422014	12.90	0	5043
23	13181978	175870730	13.34	0	6253
24	13052829	179875988	13.78	0	5175
25	11599638	155557744	13.41	0	5612
26	9871873	144654277	14.65	0	7947
27	8980196	124920832	13.91	0	4068
W	2084383	6847702	3.29	0	136
NW_024396987.1	1336113	4105147	3.07	0	81
NW_024396988.1	721200	1847170	2.56	0	58
NW_024396989.1	702408	1879902	2.68	0	59
NW_024396990.1	436298	1038882	2.38	0	57
NW_024396991.1	291364	1121056	3.85	0	58
NW_024396992.1	183897	501699	2.73	0	53
NW_024396993.1	90180	229003	2.54	0	61
NW_024396994.1	58461	4151	0.07	0	3
Z	27171456	365009597	13.43	0	3832
NW_024396995.1	62500	844070	13.51	0	65
NW_024396996.1	298258	1062962	3.56	0	73
NW_024396997.1	273553	543206	1.99	0	80
NW_024396998.1	156241	1074303	6.88	0	70
NW_024396999.1	99202	310928	3.13	0	41
NW_024397000.1	94916	194066	2.04	0	39
NW_024397001.1	88807	174135	1.96	0	26
NW_024397002.1	64072	249927	3.90	0	23
NW_024397003.1	61578	124199	2.02	0	39
NW_024397004.1	58052	257857	4.44	0	260
NW_024397005.1	54715	99566	1.82	0	11
NW_024397006.1	47058	313625	6.66	0	52
NW_024397007.1	43016	93068	2.16	0	22
NW_024397008.1	36087	89362	2.48	0	19
NW_024397009.1	35142	140361	3.99	0	48
NW_024397010.1	34603	61373	1.77	0	33
NW_024397011.1	27521	1845	0.07	0	4
NW_024397012.1	26419	92216	3.49	0	50
NW_024397013.1	25606	2184	0.09	0	3
NW_024397014.1	15516	508719	32.79	0	86
NW_024397015.1	14473	44176	3.05	0	34
total	516571003	6731941139	13.03	0	38787
