chrom	length	bases	mean	min	max
1	21295481	203944028	9.58	0	6389
NW_024396975.1	388293	2203486	5.67	0	539
NW_024396976.1	23224	83582	3.60	0	18
NW_024396977.1	213546	539476	2.53	0	32
NW_024396978.1	91398	337798	3.70	0	60
NW_024396979.1	80962	251711	3.11	0	22
NW_024396980.1	66562	133541	2.01	0	31
NW_024396981.1	46539	110611	2.38	0	19
NW_024396982.1	40329	157853	3.91	0	17
NW_024396983.1	33728	67631	2.01	0	12
NW_024396984.1	28623	86672	3.03	0	15
2	22235516	213096275	9.58	0	1977
3	21656862	211364325	9.76	0	6524
4	21559079	204739388	9.50	0	2894
5	20978392	199844406	9.53	0	6505
6	20779476	202275217	9.73	0	3522
7	20310676	193973146	9.55	0	7319
NW_024396985.1	154489	3616118	23.41	0	1625
NW_024396986.1	123767	742320	6.00	0	43
8	20387885	194143411	9.52	0	4367
9	19838782	191437239	9.65	0	7821
10	19543518	186355886	9.54	0	5670
11	19417568	182688664	9.41	0	3765
12	19375358	185203373	9.56	0	2883
13	18562731	176686224	9.52	0	9046
14	18514894	175947434	9.50	0	5439
15	18474722	177382850	9.60	0	7747
16	18405481	175237973	9.52	0	6049
17	17724597	168127828	9.49	0	6420
18	17526884	167714276	9.57	0	7298
19	17516122	173918798	9.93	0	33700
20	17491101	164663224	9.41	0	6689
21	17150347	156410006	9.12	0	2671
22	15154462	142964367	9.43	0	5967
23	13181978	126928749	9.63	0	6570
24	13052829	123824400	9.49	0	4943
25	11599638	109061088	9.40	0	5542
26	9871873	100999668	10.23	0	7554
27	8980196	84657919	9.43	0	1940
W	2084383	56335215	27.03	0	206
NW_024396987.1	1336113	31046692	23.24	0	104
NW_024396988.1	721200	18996526	26.34	0	144
NW_024396989.1	702408	12727768	18.12	0	105
NW_024396990.1	436298	9989150	22.90	0	82
NW_024396991.1	291364	8321751	28.56	0	185
NW_024396992.1	183897	2954768	16.07	0	83
NW_024396993.1	90180	1880647	20.85	0	92
NW_024396994.1	58461	1286373	22.00	0	54
Z	27171456	144603496	5.32	0	5079
NW_024396995.1	62500	704957	11.28	0	42
NW_024396996.1	298258	761046	2.55	0	93
NW_024396997.1	273553	318687	1.16	0	21
NW_024396998.1	156241	616218	3.94	0	46
NW_024396999.1	99202	221991	2.24	0	37
NW_024397000.1	94916	114254	1.20	0	33
NW_024397001.1	88807	104885	1.18	0	13
NW_024397002.1	64072	163737	2.56	0	18
NW_024397003.1	61578	77849	1.26	0	19
NW_024397004.1	58052	186764	3.22	0	226
NW_024397005.1	54715	58464	1.07	0	30
NW_024397006.1	47058	244962	5.21	0	23
NW_024397007.1	43016	54972	1.28	0	13
NW_024397008.1	36087	51612	1.43	0	15
NW_024397009.1	35142	804490	22.89	0	87
NW_024397010.1	34603	695721	20.11	0	49
NW_024397011.1	27521	626069	22.75	0	44
NW_024397012.1	26419	83447	3.16	0	34
NW_024397013.1	25606	524038	20.47	0	43
NW_024397014.1	15516	190672	12.29	0	38
NW_024397015.1	14473	280061	19.35	0	51
total	516571003	4896948243	9.48	0	33700
