chrom	length	bases	mean	min	max
1	21295481	218191498	10.25	0	6175
NW_024396975.1	388293	2791423	7.19	0	527
NW_024396976.1	23224	128323	5.53	0	24
NW_024396977.1	213546	771281	3.61	0	36
NW_024396978.1	91398	541812	5.93	0	77
NW_024396979.1	80962	447994	5.53	0	43
NW_024396980.1	66562	205575	3.09	0	44
NW_024396981.1	46539	177458	3.81	0	33
NW_024396982.1	40329	228052	5.65	0	27
NW_024396983.1	33728	102172	3.03	0	18
NW_024396984.1	28623	143247	5.00	0	21
2	22235516	227480431	10.23	0	1224
3	21656862	225864011	10.43	0	8175
4	21559079	216949926	10.06	0	1791
5	20978392	213640600	10.18	0	7298
6	20779476	217432197	10.46	0	3766
7	20310676	206392846	10.16	0	8733
NW_024396985.1	154489	3386867	21.92	0	1682
NW_024396986.1	123767	837760	6.77	0	61
8	20387885	206444233	10.13	0	4832
9	19838782	202804760	10.22	0	10228
10	19543518	197850602	10.12	0	6486
11	19417568	194113301	10.00	0	4014
12	19375358	199927855	10.32	0	2937
13	18562731	188700835	10.17	0	11078
14	18514894	187371833	10.12	0	3638
15	18474722	188918100	10.23	0	10134
16	18405481	189109377	10.27	0	6946
17	17724597	178524149	10.07	0	6803
18	17526884	179403411	10.24	0	9025
19	17516122	210704081	12.03	0	41442
20	17491101	174689741	9.99	0	7793
21	17150347	168108505	9.80	0	1460
22	15154462	152288587	10.05	0	6353
23	13181978	135944403	10.31	0	8511
24	13052829	135871449	10.41	0	5750
25	11599638	117294031	10.11	0	4405
26	9871873	113696433	11.52	0	6342
27	8980196	94671626	10.54	0	3321
W	2084383	63391651	30.41	0	185
NW_024396987.1	1336113	35648727	26.68	0	106
NW_024396988.1	721200	22496836	31.19	0	156
NW_024396989.1	702408	14655460	20.86	0	110
NW_024396990.1	436298	12159402	27.87	0	105
NW_024396991.1	291364	9406389	32.28	0	250
NW_024396992.1	183897	3600581	19.58	0	87
NW_024396993.1	90180	2400462	26.62	0	183
NW_024396994.1	58461	1628553	27.86	0	69
Z	27171456	155961806	5.74	0	5416
NW_024396995.1	62500	868193	13.89	0	48
NW_024396996.1	298258	819974	2.75	0	92
NW_024396997.1	273553	368346	1.35	0	55
NW_024396998.1	156241	761509	4.87	0	50
NW_024396999.1	99202	217047	2.19	0	33
NW_024397000.1	94916	142351	1.50	0	31
NW_024397001.1	88807	116929	1.32	0	12
NW_024397002.1	64072	197519	3.08	0	17
NW_024397003.1	61578	93163	1.51	0	20
NW_024397004.1	58052	184413	3.18	0	150
NW_024397005.1	54715	73128	1.34	0	10
NW_024397006.1	47058	132851	2.82	0	21
NW_024397007.1	43016	62842	1.46	0	10
NW_024397008.1	36087	64965	1.80	0	20
NW_024397009.1	35142	1009082	28.71	0	84
NW_024397010.1	34603	871319	25.18	0	58
NW_024397011.1	27521	800910	29.10	0	57
NW_024397012.1	26419	68188	2.58	0	42
NW_024397013.1	25606	666992	26.05	0	55
NW_024397014.1	15516	296460	19.11	0	58
NW_024397015.1	14473	327296	22.61	0	49
total	516571003	5281644129	10.22	0	41442
