chrom	length	bases	mean	min	max
1	21295481	265124105	12.45	0	8934
NW_024396975.1	388293	4143695	10.67	0	687
NW_024396976.1	23224	243431	10.48	0	38
NW_024396977.1	213546	1348313	6.31	0	52
NW_024396978.1	91398	1025383	11.22	0	156
NW_024396979.1	80962	742018	9.17	0	76
NW_024396980.1	66562	326429	4.90	0	47
NW_024396981.1	46539	405684	8.72	0	71
NW_024396982.1	40329	483285	11.98	0	70
NW_024396983.1	33728	243717	7.23	0	39
NW_024396984.1	28623	290451	10.15	0	36
2	22235516	275186468	12.38	0	1867
3	21656862	272204103	12.57	0	8658
4	21559079	263395201	12.22	0	2953
5	20978392	258375930	12.32	0	8841
6	20779476	264869725	12.75	0	4752
7	20310676	251606059	12.39	0	9610
NW_024396985.1	154489	4618247	29.89	0	2647
NW_024396986.1	123767	833030	6.73	0	64
8	20387885	252154406	12.37	0	5923
9	19838782	248497495	12.53	0	10048
10	19543518	240104501	12.29	0	5611
11	19417568	235557336	12.13	0	4811
12	19375358	238386229	12.30	0	3569
13	18562731	229310776	12.35	0	12565
14	18514894	228241996	12.33	0	5158
15	18474722	229782535	12.44	0	10194
16	18405481	230680839	12.53	0	7797
17	17724597	218129283	12.31	0	7477
18	17526884	218254007	12.45	0	7547
19	17516122	240249285	13.72	0	47186
20	17491101	213873652	12.23	0	7757
21	17150347	204806002	11.94	0	3108
22	15154462	186913788	12.33	0	6454
23	13181978	169680365	12.87	0	8003
24	13052829	167609560	12.84	0	6101
25	11599638	146055026	12.59	0	7679
26	9871873	135896523	13.77	0	10863
27	8980196	112472431	12.52	0	1569
W	2084383	73848482	35.43	0	268
NW_024396987.1	1336113	41476658	31.04	0	150
NW_024396988.1	721200	25416654	35.24	0	210
NW_024396989.1	702408	16466861	23.44	0	114
NW_024396990.1	436298	13152895	30.15	0	162
NW_024396991.1	291364	10916486	37.47	0	198
NW_024396992.1	183897	3845486	20.91	0	101
NW_024396993.1	90180	2524875	28.00	0	237
NW_024396994.1	58461	1728251	29.56	0	67
Z	27171456	186681244	6.87	0	6471
NW_024396995.1	62500	838118	13.41	0	50
NW_024396996.1	298258	888524	2.98	0	61
NW_024396997.1	273553	418634	1.53	0	22
NW_024396998.1	156241	889245	5.69	0	77
NW_024396999.1	99202	232227	2.34	0	41
NW_024397000.1	94916	142584	1.50	0	40
NW_024397001.1	88807	132320	1.49	0	18
NW_024397002.1	64072	229844	3.59	0	23
NW_024397003.1	61578	92999	1.51	0	26
NW_024397004.1	58052	214493	3.69	0	225
NW_024397005.1	54715	83829	1.53	0	45
NW_024397006.1	47058	235031	4.99	0	20
NW_024397007.1	43016	67861	1.58	0	15
NW_024397008.1	36087	62421	1.73	0	23
NW_024397009.1	35142	1066248	30.34	0	127
NW_024397010.1	34603	899367	25.99	0	59
NW_024397011.1	27521	844224	30.68	0	62
NW_024397012.1	26419	75550	2.86	0	44
NW_024397013.1	25606	720862	28.15	0	66
NW_024397014.1	15516	415317	26.77	0	88
NW_024397015.1	14473	355371	24.55	0	83
total	516571003	6397084270	12.38	0	47186
