chrom	length	bases	mean	min	max
1	21295481	222007392	10.43	0	9799
NW_024396975.1	388293	3432890	8.84	0	1215
NW_024396976.1	23224	142958	6.16	0	27
NW_024396977.1	213546	918599	4.30	0	34
NW_024396978.1	91398	644307	7.05	0	82
NW_024396979.1	80962	468629	5.79	0	55
NW_024396980.1	66562	218753	3.29	0	37
NW_024396981.1	46539	245131	5.27	0	33
NW_024396982.1	40329	296070	7.34	0	62
NW_024396983.1	33728	135851	4.03	0	23
NW_024396984.1	28623	171198	5.98	0	25
2	22235516	228933116	10.30	0	2773
3	21656862	226548860	10.46	0	9952
4	21559079	220410123	10.22	0	5241
5	20978392	215802403	10.29	0	10504
6	20779476	220374177	10.61	0	5953
7	20310676	209628923	10.32	0	11522
NW_024396985.1	154489	5328698	34.49	0	3595
NW_024396986.1	123767	897226	7.25	0	69
8	20387885	210366687	10.32	0	10634
9	19838782	206940645	10.43	0	9385
10	19543518	202249219	10.35	0	8663
11	19417568	199439794	10.27	0	6075
12	19375358	202027314	10.43	0	4640
13	18562731	192096497	10.35	0	19855
14	18514894	191843085	10.36	0	8763
15	18474722	192064028	10.40	0	8857
16	18405481	191942516	10.43	0	11639
17	17724597	182638404	10.30	0	9243
18	17526884	181176010	10.34	0	7793
19	17516122	196705397	11.23	0	31408
20	17491101	177766018	10.16	0	8613
21	17150347	169394903	9.88	0	5179
22	15154462	156688803	10.34	0	11429
23	13181978	140570440	10.66	0	9383
24	13052829	136095315	10.43	0	7445
25	11599638	121845901	10.50	0	11775
26	9871873	112176651	11.36	0	18737
27	8980196	105795926	11.78	0	7110
W	2084383	4893888	2.35	0	99
NW_024396987.1	1336113	3111427	2.33	0	53
NW_024396988.1	721200	1306018	1.81	0	57
NW_024396989.1	702408	1209665	1.72	0	49
NW_024396990.1	436298	790920	1.81	0	50
NW_024396991.1	291364	789654	2.71	0	47
NW_024396992.1	183897	409236	2.23	0	37
NW_024396993.1	90180	117909	1.31	0	40
NW_024396994.1	58461	3541	0.06	0	3
Z	27171456	284587614	10.47	0	7469
NW_024396995.1	62500	739255	11.83	0	57
NW_024396996.1	298258	888102	2.98	0	167
NW_024396997.1	273553	483396	1.77	0	25
NW_024396998.1	156241	702068	4.49	0	62
NW_024396999.1	99202	235117	2.37	0	30
NW_024397000.1	94916	173065	1.82	0	41
NW_024397001.1	88807	142256	1.60	0	24
NW_024397002.1	64072	164750	2.57	0	25
NW_024397003.1	61578	117898	1.91	0	31
NW_024397004.1	58052	293981	5.06	0	630
NW_024397005.1	54715	85454	1.56	0	11
NW_024397006.1	47058	200123	4.25	0	42
NW_024397007.1	43016	87144	2.03	0	12
NW_024397008.1	36087	74650	2.07	0	21
NW_024397009.1	35142	104555	2.98	0	36
NW_024397010.1	34603	33363	0.96	0	17
NW_024397011.1	27521	1691	0.06	0	3
NW_024397012.1	26419	75703	2.87	0	35
NW_024397013.1	25606	2003	0.08	0	2
NW_024397014.1	15516	187774	12.10	0	48
NW_024397015.1	14473	33507	2.32	0	19
total	516571003	5328474584	10.32	0	31408
