chrom	length	bases	mean	min	max
1	21295481	132720969	6.23	0	5787
NW_024396975.1	388293	2198463	5.66	0	679
NW_024396976.1	23224	90300	3.89	0	17
NW_024396977.1	213546	547352	2.56	0	25
NW_024396978.1	91398	369101	4.04	0	64
NW_024396979.1	80962	232393	2.87	0	22
NW_024396980.1	66562	109276	1.64	0	23
NW_024396981.1	46539	137509	2.95	0	22
NW_024396982.1	40329	165967	4.12	0	27
NW_024396983.1	33728	83234	2.47	0	17
NW_024396984.1	28623	92718	3.24	0	14
2	22235516	138712623	6.24	0	1094
3	21656862	137536363	6.35	0	4873
4	21559079	133266400	6.18	0	2027
5	20978392	129358055	6.17	0	5104
6	20779476	132941455	6.40	0	2799
7	20310676	127692971	6.29	0	6557
NW_024396985.1	154489	3724701	24.11	0	2260
NW_024396986.1	123767	679711	5.49	0	103
8	20387885	126700687	6.21	0	4385
9	19838782	124707369	6.29	0	5444
10	19543518	120849634	6.18	0	3645
11	19417568	118094475	6.08	0	3018
12	19375358	119999020	6.19	0	2772
13	18562731	115591338	6.23	0	7897
14	18514894	114998853	6.21	0	3315
15	18474722	114893937	6.22	0	5570
16	18405481	120467846	6.55	0	7557
17	17724597	111038401	6.26	0	4416
18	17526884	109588244	6.25	0	3883
19	17516122	123521914	7.05	0	18636
20	17491101	107963966	6.17	0	5477
21	17150347	103948008	6.06	0	1842
22	15154462	94871065	6.26	0	4623
23	13181978	87234089	6.62	0	4646
24	13052829	89878318	6.89	0	4154
25	11599638	79649322	6.87	0	5780
26	9871873	74112197	7.51	0	9172
27	8980196	64000527	7.13	0	2206
W	2084383	3364424	1.61	0	111
NW_024396987.1	1336113	1943283	1.45	0	67
NW_024396988.1	721200	853230	1.18	0	43
NW_024396989.1	702408	830714	1.18	0	29
NW_024396990.1	436298	480151	1.10	0	38
NW_024396991.1	291364	516685	1.77	0	30
NW_024396992.1	183897	213654	1.16	0	28
NW_024396993.1	90180	89023	0.99	0	21
NW_024396994.1	58461	2018	0.03	0	1
Z	27171456	172190684	6.34	0	3491
NW_024396995.1	62500	350138	5.60	0	37
NW_024396996.1	298258	629039	2.11	0	85
NW_024396997.1	273553	281025	1.03	0	39
NW_024396998.1	156241	621328	3.98	0	71
NW_024396999.1	99202	149719	1.51	0	25
NW_024397000.1	94916	101802	1.07	0	19
NW_024397001.1	88807	82459	0.93	0	13
NW_024397002.1	64072	117159	1.83	0	11
NW_024397003.1	61578	62429	1.01	0	22
NW_024397004.1	58052	191858	3.30	0	261
NW_024397005.1	54715	56424	1.03	0	10
NW_024397006.1	47058	168936	3.59	0	21
NW_024397007.1	43016	47656	1.11	0	12
NW_024397008.1	36087	49482	1.37	0	17
NW_024397009.1	35142	65217	1.86	0	32
NW_024397010.1	34603	26905	0.78	0	16
NW_024397011.1	27521	397	0.01	0	1
NW_024397012.1	26419	63668	2.41	0	30
NW_024397013.1	25606	578	0.02	0	2
NW_024397014.1	15516	302325	19.48	0	82
NW_024397015.1	14473	27609	1.91	0	21
total	516571003	3246648790	6.29	0	18636
