chrom	length	bases	mean	min	max
1	21295481	225357275	10.58	0	3911
NW_024396975.1	388293	2835354	7.30	0	642
NW_024396976.1	23224	139616	6.01	0	33
NW_024396977.1	213546	913518	4.28	0	36
NW_024396978.1	91398	560811	6.14	0	82
NW_024396979.1	80962	427401	5.28	0	43
NW_024396980.1	66562	204735	3.08	0	32
NW_024396981.1	46539	200038	4.30	0	28
NW_024396982.1	40329	257154	6.38	0	24
NW_024396983.1	33728	129090	3.83	0	27
NW_024396984.1	28623	145845	5.10	0	23
2	22235516	235678265	10.60	0	891
3	21656862	231200108	10.68	0	4608
4	21559079	226350106	10.50	0	1284
5	20978392	219123054	10.45	0	4156
6	20779476	226267441	10.89	0	1887
7	20310676	212947024	10.48	0	5339
NW_024396985.1	154489	3529176	22.84	0	1577
NW_024396986.1	123767	861245	6.96	0	77
8	20387885	213531137	10.47	0	2663
9	19838782	209328393	10.55	0	5158
10	19543518	203274016	10.40	0	3389
11	19417568	203522369	10.48	0	2270
12	19375358	204445547	10.55	0	2199
13	18562731	194190654	10.46	0	6030
14	18514894	193510182	10.45	0	2721
15	18474722	194085777	10.51	0	5211
16	18405481	195169459	10.60	0	6006
17	17724597	184410108	10.40	0	3846
18	17526884	184879495	10.55	0	4234
19	17516122	203988996	11.65	0	33330
20	17491101	179842363	10.28	0	4695
21	17150347	174877397	10.20	0	991
22	15154462	157273545	10.38	0	3752
23	13181978	137977714	10.47	0	4285
24	13052829	140724392	10.78	0	3469
25	11599638	122055273	10.52	0	3355
26	9871873	115475646	11.70	0	5226
27	8980196	98246208	10.94	0	3268
W	2084383	52080097	24.99	0	192
NW_024396987.1	1336113	27918151	20.90	0	82
NW_024396988.1	721200	17697181	24.54	0	120
NW_024396989.1	702408	12157853	17.31	0	97
NW_024396990.1	436298	9614012	22.04	0	84
NW_024396991.1	291364	7516588	25.80	0	133
NW_024396992.1	183897	2880353	15.66	0	80
NW_024396993.1	90180	1868772	20.72	0	126
NW_024396994.1	58461	1281671	21.92	0	61
Z	27171456	161471466	5.94	0	2743
NW_024396995.1	62500	844245	13.51	0	59
NW_024396996.1	298258	1007519	3.38	0	126
NW_024396997.1	273553	528609	1.93	0	64
NW_024396998.1	156241	784412	5.02	0	47
NW_024396999.1	99202	261815	2.64	0	32
NW_024397000.1	94916	183370	1.93	0	34
NW_024397001.1	88807	169296	1.91	0	14
NW_024397002.1	64072	204912	3.20	0	21
NW_024397003.1	61578	114199	1.85	0	25
NW_024397004.1	58052	208619	3.59	0	237
NW_024397005.1	54715	96775	1.77	0	13
NW_024397006.1	47058	166566	3.54	0	38
NW_024397007.1	43016	89776	2.09	0	13
NW_024397008.1	36087	74912	2.08	0	16
NW_024397009.1	35142	791213	22.51	0	85
NW_024397010.1	34603	675705	19.53	0	48
NW_024397011.1	27521	624012	22.67	0	43
NW_024397012.1	26419	76174	2.88	0	49
NW_024397013.1	25606	530491	20.72	0	44
NW_024397014.1	15516	301505	19.43	0	64
NW_024397015.1	14473	251930	17.41	0	43
total	516571003	5400408126	10.45	0	33330
