chrom	length	bases	mean	min	max
1	21295481	175415886	8.24	0	5272
NW_024396975.1	388293	2500697	6.44	0	1012
NW_024396976.1	23224	93977	4.05	0	23
NW_024396977.1	213546	512445	2.40	0	25
NW_024396978.1	91398	318845	3.49	0	44
NW_024396979.1	80962	212079	2.62	0	21
NW_024396980.1	66562	123316	1.85	0	40
NW_024396981.1	46539	113311	2.43	0	27
NW_024396982.1	40329	133064	3.30	0	28
NW_024396983.1	33728	74408	2.21	0	12
NW_024396984.1	28623	86606	3.03	0	16
2	22235516	183673060	8.26	0	1049
3	21656862	182156693	8.41	0	5263
4	21559079	176042494	8.17	0	1753
5	20978392	171836281	8.19	0	4541
6	20779476	175263540	8.43	0	2791
7	20310676	167250708	8.23	0	6074
NW_024396985.1	154489	4613657	29.86	0	2880
NW_024396986.1	123767	517878	4.18	0	46
8	20387885	167443412	8.21	0	3554
9	19838782	164095848	8.27	0	5795
10	19543518	159628625	8.17	0	3406
11	19417568	156254845	8.05	0	2661
12	19375358	158337287	8.17	0	3750
13	18562731	151577383	8.17	0	7684
14	18514894	150582614	8.13	0	2882
15	18474722	152169963	8.24	0	5985
16	18405481	154462710	8.39	0	10479
17	17724597	143608344	8.10	0	4490
18	17526884	144932406	8.27	0	3883
19	17516122	158609811	9.06	0	21668
20	17491101	141268906	8.08	0	5083
21	17150347	134599852	7.85	0	1566
22	15154462	123447303	8.15	0	3720
23	13181978	110687729	8.40	0	4664
24	13052829	114127957	8.74	0	4314
25	11599638	99960825	8.62	0	4796
26	9871873	92331254	9.35	0	6739
27	8980196	74693502	8.32	0	997
W	2084383	4158593	2.00	0	131
NW_024396987.1	1336113	2500706	1.87	0	61
NW_024396988.1	721200	1053625	1.46	0	40
NW_024396989.1	702408	1038629	1.48	0	40
NW_024396990.1	436298	583551	1.34	0	41
NW_024396991.1	291364	641625	2.20	0	34
NW_024396992.1	183897	282388	1.54	0	29
NW_024396993.1	90180	117455	1.30	0	25
NW_024396994.1	58461	3872	0.07	0	2
Z	27171456	230158289	8.47	0	3665
NW_024396995.1	62500	494072	7.91	0	58
NW_024396996.1	298258	632852	2.12	0	121
NW_024396997.1	273553	235019	0.86	0	38
NW_024396998.1	156241	558973	3.58	0	90
NW_024396999.1	99202	155308	1.57	0	31
NW_024397000.1	94916	92888	0.98	0	21
NW_024397001.1	88807	79769	0.90	0	14
NW_024397002.1	64072	146287	2.28	0	16
NW_024397003.1	61578	60088	0.98	0	24
NW_024397004.1	58052	207632	3.58	0	376
NW_024397005.1	54715	39721	0.73	0	8
NW_024397006.1	47058	191295	4.07	0	19
NW_024397007.1	43016	39813	0.93	0	7
NW_024397008.1	36087	40611	1.13	0	8
NW_024397009.1	35142	85453	2.43	0	37
NW_024397010.1	34603	34874	1.01	0	19
NW_024397011.1	27521	1310	0.05	0	1
NW_024397012.1	26419	44592	1.69	0	20
NW_024397013.1	25606	889	0.03	0	3
NW_024397014.1	15516	347731	22.41	0	65
NW_024397015.1	14473	24477	1.69	0	24
total	516571003	4237811908	8.20	0	21668
