chrom	length	bases	mean	min	max
1	21295481	128475590	6.03	0	4216
NW_024396975.1	388293	1678062	4.32	0	366
NW_024396976.1	23224	82404	3.55	0	21
NW_024396977.1	213546	508758	2.38	0	17
NW_024396978.1	91398	416544	4.56	0	90
NW_024396979.1	80962	302749	3.74	0	32
NW_024396980.1	66562	151273	2.27	0	19
NW_024396981.1	46539	156582	3.36	0	21
NW_024396982.1	40329	187313	4.64	0	38
NW_024396983.1	33728	98827	2.93	0	17
NW_024396984.1	28623	128749	4.50	0	18
2	22235516	133364925	6.00	0	1736
3	21656862	131998290	6.09	0	4657
4	21559079	128096234	5.94	0	2474
5	20978392	125177260	5.97	0	4674
6	20779476	127637023	6.14	0	2949
7	20310676	119463287	5.88	0	5464
NW_024396985.1	154489	2450371	15.86	0	1184
NW_024396986.1	123767	466507	3.77	0	56
8	20387885	122237683	6.00	0	3513
9	19838782	118919215	5.99	0	5813
10	19543518	117002068	5.99	0	4480
11	19417568	113485136	5.84	0	2819
12	19375358	114367890	5.90	0	1811
13	18562731	110145179	5.93	0	7600
14	18514894	110633919	5.98	0	4418
15	18474722	111650241	6.04	0	5682
16	18405481	111363645	6.05	0	4068
17	17724597	103402494	5.83	0	4198
18	17526884	104203212	5.95	0	5530
19	17516122	117931097	6.73	0	39406
20	17491101	101584170	5.81	0	3965
21	17150347	97010400	5.66	0	2438
22	15154462	88463726	5.84	0	5468
23	13181978	77779712	5.90	0	4784
24	13052829	75876481	5.81	0	3623
25	11599638	66635765	5.74	0	4926
26	9871873	61153401	6.19	0	7014
27	8980196	54439212	6.06	0	2383
W	2084383	35480629	17.02	0	121
NW_024396987.1	1336113	19586220	14.66	0	74
NW_024396988.1	721200	12128032	16.82	0	92
NW_024396989.1	702408	8103985	11.54	0	64
NW_024396990.1	436298	6478638	14.85	0	61
NW_024396991.1	291364	5389887	18.50	0	97
NW_024396992.1	183897	1853018	10.08	0	50
NW_024396993.1	90180	1197745	13.28	0	81
NW_024396994.1	58461	843243	14.42	0	39
Z	27171456	90559790	3.33	0	3896
NW_024396995.1	62500	472675	7.56	0	29
NW_024396996.1	298258	488978	1.64	0	54
NW_024396997.1	273553	191784	0.70	0	9
NW_024396998.1	156241	398733	2.55	0	32
NW_024396999.1	99202	121414	1.22	0	33
NW_024397000.1	94916	76934	0.81	0	18
NW_024397001.1	88807	64002	0.72	0	16
NW_024397002.1	64072	93130	1.45	0	10
NW_024397003.1	61578	41562	0.67	0	7
NW_024397004.1	58052	122129	2.10	0	164
NW_024397005.1	54715	40311	0.74	0	5
NW_024397006.1	47058	128835	2.74	0	16
NW_024397007.1	43016	30077	0.70	0	6
NW_024397008.1	36087	32233	0.89	0	11
NW_024397009.1	35142	529613	15.07	0	52
NW_024397010.1	34603	470894	13.61	0	32
NW_024397011.1	27521	392410	14.26	0	34
NW_024397012.1	26419	38633	1.46	0	19
NW_024397013.1	25606	343976	13.43	0	32
NW_024397014.1	15516	117343	7.56	0	33
NW_024397015.1	14473	189085	13.06	0	30
total	516571003	3065131332	5.93	0	39406
