chrom	length	bases	mean	min	max
1	21295481	233075522	10.94	0	12846
NW_024396975.1	388293	3413477	8.79	0	1016
NW_024396976.1	23224	126170	5.43	0	19
NW_024396977.1	213546	842030	3.94	0	31
NW_024396978.1	91398	545812	5.97	0	79
NW_024396979.1	80962	373165	4.61	0	43
NW_024396980.1	66562	185335	2.78	0	29
NW_024396981.1	46539	206062	4.43	0	27
NW_024396982.1	40329	252558	6.26	0	31
NW_024396983.1	33728	127191	3.77	0	21
NW_024396984.1	28623	137083	4.79	0	21
2	22235516	242991451	10.93	0	3551
3	21656862	244281233	11.28	0	15697
4	21559079	232904002	10.80	0	6448
5	20978392	229693318	10.95	0	13968
6	20779476	233591580	11.24	0	8173
7	20310676	223262180	10.99	0	15186
NW_024396985.1	154489	5079820	32.88	0	3993
NW_024396986.1	123767	900730	7.28	0	71
8	20387885	223138918	10.94	0	17076
9	19838782	221360169	11.16	0	13601
10	19543518	214277821	10.96	0	9861
11	19417568	208622587	10.74	0	8025
12	19375358	210295928	10.85	0	6197
13	18562731	205594745	11.08	0	23440
14	18514894	202106202	10.92	0	13063
15	18474722	204971826	11.09	0	12320
16	18405481	203993392	11.08	0	11377
17	17724597	193759676	10.93	0	11930
18	17526884	192674851	10.99	0	10320
19	17516122	224923384	12.84	0	38364
20	17491101	189055566	10.81	0	11707
21	17150347	182926449	10.67	0	7635
22	15154462	166561259	10.99	0	12790
23	13181978	151119516	11.46	0	11456
24	13052829	153250155	11.74	0	9738
25	11599638	134703865	11.61	0	16779
26	9871873	129544383	13.12	0	28052
27	8980196	102039680	11.36	0	2329
W	2084383	5762230	2.76	0	167
NW_024396987.1	1336113	3461418	2.59	0	87
NW_024396988.1	721200	1428184	1.98	0	75
NW_024396989.1	702408	1354083	1.93	0	55
NW_024396990.1	436298	782243	1.79	0	44
NW_024396991.1	291364	822450	2.82	0	38
NW_024396992.1	183897	369403	2.01	0	38
NW_024396993.1	90180	167028	1.85	0	32
NW_024396994.1	58461	3519	0.06	0	2
Z	27171456	301898552	11.11	0	9875
NW_024396995.1	62500	665537	10.65	0	43
NW_024396996.1	298258	939886	3.15	0	113
NW_024396997.1	273553	468756	1.71	0	19
NW_024396998.1	156241	766557	4.91	0	105
NW_024396999.1	99202	258511	2.61	0	30
NW_024397000.1	94916	175497	1.85	0	51
NW_024397001.1	88807	139446	1.57	0	14
NW_024397002.1	64072	203050	3.17	0	23
NW_024397003.1	61578	107991	1.75	0	18
NW_024397004.1	58052	277380	4.78	0	451
NW_024397005.1	54715	86365	1.58	0	14
NW_024397006.1	47058	204841	4.35	0	30
NW_024397007.1	43016	76641	1.78	0	15
NW_024397008.1	36087	73698	2.04	0	27
NW_024397009.1	35142	93789	2.67	0	30
NW_024397010.1	34603	33287	0.96	0	17
NW_024397011.1	27521	760	0.03	0	2
NW_024397012.1	26419	81048	3.07	0	36
NW_024397013.1	25606	2304	0.09	0	3
NW_024397014.1	15516	464458	29.93	0	114
NW_024397015.1	14473	16806	1.16	0	17
total	516571003	5688094809	11.01	0	38364
