chrom	length	bases	mean	min	max
1	21295481	58186867	2.73	0	2381
NW_024396975.1	388293	1283920	3.31	0	403
NW_024396976.1	23224	47885	2.06	0	9
NW_024396977.1	213546	279500	1.31	0	16
NW_024396978.1	91398	206590	2.26	0	27
NW_024396979.1	80962	181650	2.24	0	20
NW_024396980.1	66562	74375	1.12	0	13
NW_024396981.1	46539	94252	2.03	0	15
NW_024396982.1	40329	95721	2.37	0	19
NW_024396983.1	33728	49800	1.48	0	11
NW_024396984.1	28623	57564	2.01	0	11
2	22235516	59109051	2.66	0	375
3	21656862	58596921	2.71	0	2889
4	21559079	57033794	2.65	0	884
5	20978392	55823536	2.66	0	2541
6	20779476	56465597	2.72	0	1096
7	20310676	53673314	2.64	0	3178
NW_024396985.1	154489	2235613	14.47	0	1077
NW_024396986.1	123767	158330	1.28	0	12
8	20387885	54774063	2.69	0	2074
9	19838782	53629764	2.70	0	2943
10	19543518	51649560	2.64	0	2015
11	19417568	50744967	2.61	0	1531
12	19375358	51286150	2.65	0	1774
13	18562731	49235075	2.65	0	3985
14	18514894	48903114	2.64	0	1082
15	18474722	49431447	2.68	0	3197
16	18405481	50275360	2.73	0	5236
17	17724597	46362610	2.62	0	2364
18	17526884	47054019	2.68	0	2768
19	17516122	47095080	2.69	0	8444
20	17491101	45508551	2.60	0	2551
21	17150347	43111709	2.51	0	476
22	15154462	40134236	2.65	0	2317
23	13181978	37347745	2.83	0	2776
24	13052829	34943034	2.68	0	2053
25	11599638	32146602	2.77	0	1822
26	9871873	28664995	2.90	0	2529
27	8980196	25678344	2.86	0	646
W	2084383	16271206	7.81	0	98
NW_024396987.1	1336113	8565742	6.41	0	45
NW_024396988.1	721200	5250943	7.28	0	51
NW_024396989.1	702408	3438082	4.89	0	38
NW_024396990.1	436298	2765561	6.34	0	40
NW_024396991.1	291364	2292291	7.87	0	43
NW_024396992.1	183897	789812	4.29	0	26
NW_024396993.1	90180	522933	5.80	0	39
NW_024396994.1	58461	357046	6.11	0	20
Z	27171456	40109889	1.48	0	1623
NW_024396995.1	62500	190921	3.05	0	15
NW_024396996.1	298258	313115	1.05	0	51
NW_024396997.1	273553	106917	0.39	0	7
NW_024396998.1	156241	186091	1.19	0	35
NW_024396999.1	99202	51932	0.52	0	13
NW_024397000.1	94916	35610	0.38	0	9
NW_024397001.1	88807	34882	0.39	0	5
NW_024397002.1	64072	50772	0.79	0	8
NW_024397003.1	61578	23502	0.38	0	3
NW_024397004.1	58052	68246	1.18	0	107
NW_024397005.1	54715	23678	0.43	0	5
NW_024397006.1	47058	84871	1.80	0	9
NW_024397007.1	43016	19195	0.45	0	5
NW_024397008.1	36087	15423	0.43	0	4
NW_024397009.1	35142	212188	6.04	0	25
NW_024397010.1	34603	200936	5.81	0	16
NW_024397011.1	27521	182573	6.63	0	20
NW_024397012.1	26419	20817	0.79	0	11
NW_024397013.1	25606	144411	5.64	0	17
NW_024397014.1	15516	47456	3.06	0	10
NW_024397015.1	14473	74862	5.17	0	19
total	516571003	1374082608	2.66	0	8444
