chrom	length	bases	mean	min	max
1	21295481	217217243	10.20	0	5735
NW_024396975.1	388293	3570568	9.20	0	684
NW_024396976.1	23224	175214	7.54	0	26
NW_024396977.1	213546	1073564	5.03	0	52
NW_024396978.1	91398	849601	9.30	0	135
NW_024396979.1	80962	608281	7.51	0	85
NW_024396980.1	66562	291310	4.38	0	48
NW_024396981.1	46539	318233	6.84	0	51
NW_024396982.1	40329	382098	9.47	0	70
NW_024396983.1	33728	211724	6.28	0	34
NW_024396984.1	28623	239086	8.35	0	30
2	22235516	227127646	10.21	0	2022
3	21656862	224555394	10.37	0	6191
4	21559079	217786252	10.10	0	3088
5	20978392	211616759	10.09	0	6110
6	20779476	217262795	10.46	0	3671
7	20310676	205730325	10.13	0	6659
NW_024396985.1	154489	4076269	26.39	0	1975
NW_024396986.1	123767	747246	6.04	0	61
8	20387885	206534047	10.13	0	3973
9	19838782	201511096	10.16	0	7400
10	19543518	197557931	10.11	0	5364
11	19417568	194245683	10.00	0	3738
12	19375358	195568083	10.09	0	3025
13	18562731	186494075	10.05	0	10050
14	18514894	187313073	10.12	0	5355
15	18474722	186847329	10.11	0	6951
16	18405481	191301199	10.39	0	8966
17	17724597	176683466	9.97	0	5638
18	17526884	177948694	10.15	0	6858
19	17516122	196691055	11.23	0	46741
20	17491101	174862996	10.00	0	5667
21	17150347	168045324	9.80	0	2502
22	15154462	151701884	10.01	0	6354
23	13181978	136130585	10.33	0	6660
24	13052829	136765092	10.48	0	4612
25	11599638	119725347	10.32	0	5767
26	9871873	111503336	11.30	0	8444
27	8980196	89844408	10.00	0	1676
W	2084383	4999373	2.40	0	104
NW_024396987.1	1336113	3290210	2.46	0	51
NW_024396988.1	721200	1374148	1.91	0	53
NW_024396989.1	702408	1382032	1.97	0	45
NW_024396990.1	436298	801810	1.84	0	48
NW_024396991.1	291364	852997	2.93	0	49
NW_024396992.1	183897	409646	2.23	0	40
NW_024396993.1	90180	144616	1.60	0	34
NW_024396994.1	58461	4415	0.08	0	3
Z	27171456	282984823	10.41	0	4932
NW_024396995.1	62500	768541	12.30	0	47
NW_024396996.1	298258	867046	2.91	0	98
NW_024396997.1	273553	357264	1.31	0	18
NW_024396998.1	156241	726852	4.65	0	62
NW_024396999.1	99202	226049	2.28	0	31
NW_024397000.1	94916	135193	1.42	0	43
NW_024397001.1	88807	122208	1.38	0	13
NW_024397002.1	64072	204598	3.19	0	19
NW_024397003.1	61578	86348	1.40	0	19
NW_024397004.1	58052	218248	3.76	0	289
NW_024397005.1	54715	65888	1.20	0	8
NW_024397006.1	47058	301780	6.41	0	26
NW_024397007.1	43016	55648	1.29	0	9
NW_024397008.1	36087	59150	1.64	0	12
NW_024397009.1	35142	98375	2.80	0	35
NW_024397010.1	34603	45576	1.32	0	20
NW_024397011.1	27521	2176	0.08	0	3
NW_024397012.1	26419	65622	2.48	0	41
NW_024397013.1	25606	1535	0.06	0	2
NW_024397014.1	15516	298422	19.23	0	59
NW_024397015.1	14473	44181	3.05	0	49
total	516571003	5222109081	10.11	0	46741
