chrom	length	bases	mean	min	max
1	21295481	209503290	9.84	0	5279
NW_024396975.1	388293	2284719	5.88	0	491
NW_024396976.1	23224	82152	3.54	0	18
NW_024396977.1	213546	555496	2.60	0	30
NW_024396978.1	91398	356694	3.90	0	47
NW_024396979.1	80962	242066	2.99	0	26
NW_024396980.1	66562	131230	1.97	0	44
NW_024396981.1	46539	110857	2.38	0	16
NW_024396982.1	40329	137420	3.41	0	21
NW_024396983.1	33728	73020	2.16	0	13
NW_024396984.1	28623	77038	2.69	0	13
2	22235516	219679178	9.88	0	1313
3	21656862	217517789	10.04	0	6323
4	21559079	210448983	9.76	0	1798
5	20978392	205718920	9.81	0	5727
6	20779476	211837986	10.19	0	2616
7	20310676	200478788	9.87	0	6857
NW_024396985.1	154489	3567402	23.09	0	1327
NW_024396986.1	123767	1013996	8.19	0	158
8	20387885	199695415	9.79	0	3581
9	19838782	196505067	9.91	0	6537
10	19543518	191399981	9.79	0	4568
11	19417568	187287838	9.65	0	3122
12	19375358	191525755	9.89	0	2764
13	18562731	182261635	9.82	0	8800
14	18514894	182294168	9.85	0	3600
15	18474722	182204536	9.86	0	6347
16	18405481	181378357	9.85	0	5856
17	17724597	173166692	9.77	0	5529
18	17526884	173206467	9.88	0	5575
19	17516122	185446649	10.59	0	27197
20	17491101	170504066	9.75	0	6176
21	17150347	163409244	9.53	0	1314
22	15154462	148156665	9.78	0	4840
23	13181978	133116565	10.10	0	5791
24	13052829	132941005	10.18	0	4724
25	11599638	114855440	9.90	0	4486
26	9871873	108354619	10.98	0	7064
27	8980196	89562548	9.97	0	1499
W	2084383	58992810	28.30	0	183
NW_024396987.1	1336113	32736983	24.50	0	113
NW_024396988.1	721200	20465266	28.38	0	163
NW_024396989.1	702408	13524212	19.25	0	100
NW_024396990.1	436298	10932698	25.06	0	87
NW_024396991.1	291364	8710042	29.89	0	183
NW_024396992.1	183897	3238452	17.61	0	73
NW_024396993.1	90180	2078503	23.05	0	154
NW_024396994.1	58461	1443738	24.70	0	58
Z	27171456	150009317	5.52	0	3648
NW_024396995.1	62500	748308	11.97	0	62
NW_024396996.1	298258	800576	2.68	0	81
NW_024396997.1	273553	377933	1.38	0	21
NW_024396998.1	156241	722106	4.62	0	54
NW_024396999.1	99202	236058	2.38	0	36
NW_024397000.1	94916	147210	1.55	0	35
NW_024397001.1	88807	112688	1.27	0	12
NW_024397002.1	64072	184745	2.88	0	17
NW_024397003.1	61578	80371	1.31	0	21
NW_024397004.1	58052	192131	3.31	0	189
NW_024397005.1	54715	71681	1.31	0	24
NW_024397006.1	47058	282557	6.00	0	25
NW_024397007.1	43016	61859	1.44	0	9
NW_024397008.1	36087	63523	1.76	0	20
NW_024397009.1	35142	884468	25.17	0	92
NW_024397010.1	34603	773505	22.35	0	55
NW_024397011.1	27521	701737	25.50	0	48
NW_024397012.1	26419	81358	3.08	0	38
NW_024397013.1	25606	596774	23.31	0	49
NW_024397014.1	15516	344843	22.22	0	60
NW_024397015.1	14473	310652	21.46	0	65
total	516571003	5080996840	9.84	0	27197
