chrom	length	bases	mean	min	max
1	21295481	272540418	12.80	0	13436
NW_024396975.1	388293	3805580	9.80	0	721
NW_024396976.1	23224	177302	7.63	0	27
NW_024396977.1	213546	1102923	5.16	0	37
NW_024396978.1	91398	816013	8.93	0	138
NW_024396979.1	80962	641791	7.93	0	67
NW_024396980.1	66562	260793	3.92	0	36
NW_024396981.1	46539	281613	6.05	0	37
NW_024396982.1	40329	360849	8.95	0	45
NW_024396983.1	33728	181657	5.39	0	27
NW_024396984.1	28623	216859	7.58	0	26
2	22235516	282355447	12.70	0	3570
3	21656862	280074769	12.93	0	12557
4	21559079	270650493	12.55	0	6335
5	20978392	265572973	12.66	0	15035
6	20779476	270134122	13.00	0	7918
7	20310676	257440240	12.68	0	15479
NW_024396985.1	154489	4561132	29.52	0	2159
NW_024396986.1	123767	951686	7.69	0	98
8	20387885	258550349	12.68	0	12867
9	19838782	255291259	12.87	0	14495
10	19543518	248499219	12.72	0	9848
11	19417568	242110278	12.47	0	8194
12	19375358	244563493	12.62	0	5786
13	18562731	238378648	12.84	0	23597
14	18514894	234420223	12.66	0	10197
15	18474722	237910628	12.88	0	13956
16	18405481	234750100	12.75	0	10941
17	17724597	223645355	12.62	0	11527
18	17526884	223558732	12.76	0	11593
19	17516122	244573503	13.96	0	42255
20	17491101	219019723	12.52	0	11902
21	17150347	213830031	12.47	0	6556
22	15154462	192460327	12.70	0	11920
23	13181978	176181751	13.37	0	13388
24	13052829	171217774	13.12	0	9215
25	11599638	150356869	12.96	0	15124
26	9871873	140294943	14.21	0	23911
27	8980196	116473773	12.97	0	2505
W	2084383	77000164	36.94	0	362
NW_024396987.1	1336113	41462830	31.03	0	180
NW_024396988.1	721200	25612271	35.51	0	217
NW_024396989.1	702408	16623100	23.67	0	150
NW_024396990.1	436298	12970818	29.73	0	132
NW_024396991.1	291364	10860923	37.28	0	229
NW_024396992.1	183897	3837288	20.87	0	105
NW_024396993.1	90180	2478890	27.49	0	185
NW_024396994.1	58461	1741536	29.79	0	71
Z	27171456	189803821	6.99	0	10156
NW_024396995.1	62500	834828	13.36	0	45
NW_024396996.1	298258	1011189	3.39	0	90
NW_024396997.1	273553	573304	2.10	0	32
NW_024396998.1	156241	949582	6.08	0	65
NW_024396999.1	99202	308579	3.11	0	42
NW_024397000.1	94916	211861	2.23	0	48
NW_024397001.1	88807	184680	2.08	0	16
NW_024397002.1	64072	214841	3.35	0	23
NW_024397003.1	61578	124665	2.02	0	18
NW_024397004.1	58052	279358	4.81	0	396
NW_024397005.1	54715	107273	1.96	0	32
NW_024397006.1	47058	211323	4.49	0	28
NW_024397007.1	43016	93309	2.17	0	11
NW_024397008.1	36087	87368	2.42	0	25
NW_024397009.1	35142	1086961	30.93	0	119
NW_024397010.1	34603	914901	26.44	0	66
NW_024397011.1	27521	830035	30.16	0	58
NW_024397012.1	26419	91043	3.45	0	39
NW_024397013.1	25606	710918	27.76	0	63
NW_024397014.1	15516	349563	22.53	0	90
NW_024397015.1	14473	364953	25.22	0	73
total	516571003	6570145813	12.72	0	42255
