chrom	length	bases	mean	min	max
1	21295481	172462228	8.10	0	4756
NW_024396975.1	388293	2634177	6.78	0	465
NW_024396976.1	23224	155452	6.69	0	26
NW_024396977.1	213546	854759	4.00	0	35
NW_024396978.1	91398	618367	6.77	0	112
NW_024396979.1	80962	476714	5.89	0	50
NW_024396980.1	66562	209262	3.14	0	32
NW_024396981.1	46539	246557	5.30	0	45
NW_024396982.1	40329	308205	7.64	0	44
NW_024396983.1	33728	147860	4.38	0	30
NW_024396984.1	28623	167498	5.85	0	21
2	22235516	179696384	8.08	0	1717
3	21656862	178351908	8.24	0	5106
4	21559079	171943309	7.98	0	2338
5	20978392	168702559	8.04	0	5516
6	20779476	172188918	8.29	0	3235
7	20310676	163258017	8.04	0	5468
NW_024396985.1	154489	3365703	21.79	0	1668
NW_024396986.1	123767	585388	4.73	0	66
8	20387885	164049913	8.05	0	4012
9	19838782	161313370	8.13	0	6665
10	19543518	157355226	8.05	0	4352
11	19417568	153780366	7.92	0	3349
12	19375358	155507727	8.03	0	2161
13	18562731	149200979	8.04	0	7944
14	18514894	149353254	8.07	0	4635
15	18474722	149336606	8.08	0	6362
16	18405481	148788688	8.08	0	5681
17	17724597	140674733	7.94	0	4484
18	17526884	142254161	8.12	0	5543
19	17516122	161482502	9.22	0	59999
20	17491101	139294517	7.96	0	4507
21	17150347	132585797	7.73	0	2407
22	15154462	121186227	8.00	0	5059
23	13181978	109583456	8.31	0	5113
24	13052829	108431179	8.31	0	3541
25	11599638	94855317	8.18	0	4460
26	9871873	91454197	9.26	0	6577
27	8980196	72611004	8.09	0	1371
W	2084383	47148830	22.62	0	162
NW_024396987.1	1336113	26454986	19.80	0	102
NW_024396988.1	721200	16328211	22.64	0	125
NW_024396989.1	702408	10786172	15.36	0	92
NW_024396990.1	436298	8637572	19.80	0	74
NW_024396991.1	291364	7028474	24.12	0	135
NW_024396992.1	183897	2508352	13.64	0	61
NW_024396993.1	90180	1677005	18.60	0	115
NW_024396994.1	58461	1128935	19.31	0	46
Z	27171456	122466063	4.51	0	4482
NW_024396995.1	62500	580043	9.28	0	27
NW_024396996.1	298258	629912	2.11	0	66
NW_024396997.1	273553	239220	0.87	0	14
NW_024396998.1	156241	545228	3.49	0	53
NW_024396999.1	99202	168722	1.70	0	28
NW_024397000.1	94916	101168	1.07	0	33
NW_024397001.1	88807	83973	0.95	0	15
NW_024397002.1	64072	158009	2.47	0	16
NW_024397003.1	61578	53304	0.87	0	16
NW_024397004.1	58052	125825	2.17	0	190
NW_024397005.1	54715	45701	0.84	0	6
NW_024397006.1	47058	180685	3.84	0	19
NW_024397007.1	43016	41754	0.97	0	7
NW_024397008.1	36087	46517	1.29	0	12
NW_024397009.1	35142	728032	20.72	0	80
NW_024397010.1	34603	590267	17.06	0	41
NW_024397011.1	27521	564229	20.50	0	43
NW_024397012.1	26419	50651	1.92	0	23
NW_024397013.1	25606	484953	18.94	0	39
NW_024397014.1	15516	243623	15.70	0	42
NW_024397015.1	14473	249488	17.24	0	41
total	516571003	4169548388	8.07	0	59999
