chrom	length	bases	mean	min	max
1	21295481	178642315	8.39	0	4068
NW_024396975.1	388293	2202556	5.67	0	447
NW_024396976.1	23224	103831	4.47	0	21
NW_024396977.1	213546	647555	3.03	0	21
NW_024396978.1	91398	401615	4.39	0	80
NW_024396979.1	80962	335521	4.14	0	32
NW_024396980.1	66562	138294	2.08	0	25
NW_024396981.1	46539	156152	3.36	0	23
NW_024396982.1	40329	191494	4.75	0	32
NW_024396983.1	33728	96462	2.86	0	17
NW_024396984.1	28623	121475	4.24	0	19
2	22235516	186853228	8.40	0	1560
3	21656862	183210383	8.46	0	3911
4	21559079	178546851	8.28	0	1769
5	20978392	173960001	8.29	0	4055
6	20779476	178557409	8.59	0	2620
7	20310676	167951699	8.27	0	4425
NW_024396985.1	154489	3276803	21.21	0	1573
NW_024396986.1	123767	605584	4.89	0	68
8	20387885	169633360	8.32	0	3486
9	19838782	166058617	8.37	0	4726
10	19543518	162398068	8.31	0	3792
11	19417568	159139617	8.20	0	2371
12	19375358	159732736	8.24	0	2095
13	18562731	152900705	8.24	0	5724
14	18514894	153327146	8.28	0	3155
15	18474722	154801724	8.38	0	4773
16	18405481	154633483	8.40	0	5563
17	17724597	145149652	8.19	0	3688
18	17526884	146745523	8.37	0	4233
19	17516122	157100437	8.97	0	61793
20	17491101	144131573	8.24	0	3476
21	17150347	137608027	8.02	0	2036
22	15154462	124508043	8.22	0	3603
23	13181978	112310788	8.52	0	4056
24	13052829	111234358	8.52	0	2941
25	11599638	97270401	8.39	0	3384
26	9871873	93830515	9.50	0	4417
27	8980196	76120259	8.48	0	1147
W	2084383	50786925	24.37	0	192
NW_024396987.1	1336113	28585046	21.39	0	97
NW_024396988.1	721200	17615849	24.43	0	136
NW_024396989.1	702408	11605663	16.52	0	86
NW_024396990.1	436298	9321148	21.36	0	85
NW_024396991.1	291364	7555427	25.93	0	143
NW_024396992.1	183897	2743562	14.92	0	74
NW_024396993.1	90180	1815046	20.13	0	113
NW_024396994.1	58461	1262940	21.60	0	52
Z	27171456	126874291	4.67	0	4293
NW_024396995.1	62500	651512	10.42	0	47
NW_024396996.1	298258	716588	2.40	0	70
NW_024396997.1	273553	304373	1.11	0	12
NW_024396998.1	156241	561895	3.60	0	43
NW_024396999.1	99202	195447	1.97	0	36
NW_024397000.1	94916	116817	1.23	0	28
NW_024397001.1	88807	92672	1.04	0	16
NW_024397002.1	64072	173562	2.71	0	16
NW_024397003.1	61578	67579	1.10	0	17
NW_024397004.1	58052	162072	2.79	0	240
NW_024397005.1	54715	53029	0.97	0	7
NW_024397006.1	47058	141309	3.00	0	14
NW_024397007.1	43016	50722	1.18	0	11
NW_024397008.1	36087	44930	1.25	0	10
NW_024397009.1	35142	750799	21.36	0	66
NW_024397010.1	34603	654793	18.92	0	40
NW_024397011.1	27521	575736	20.92	0	42
NW_024397012.1	26419	55112	2.09	0	28
NW_024397013.1	25606	500934	19.56	0	40
NW_024397014.1	15516	256344	16.52	0	42
NW_024397015.1	14473	267774	18.50	0	45
total	516571003	4299194156	8.32	0	61793
