chrom	length	bases	mean	min	max
1	21295481	505474519	23.74	0	12643
NW_024396975.1	388293	6176882	15.91	0	834
NW_024396976.1	23224	353510	15.22	0	58
NW_024396977.1	213546	2258906	10.58	0	80
NW_024396978.1	91398	1509817	16.52	0	190
NW_024396979.1	80962	1125669	13.90	0	108
NW_024396980.1	66562	541786	8.14	0	105
NW_024396981.1	46539	515768	11.08	0	90
NW_024396982.1	40329	648786	16.09	0	151
NW_024396983.1	33728	307693	9.12	0	42
NW_024396984.1	28623	380423	13.29	0	44
2	22235516	527244106	23.71	0	2282
3	21656862	517636371	23.90	0	16556
4	21559079	503040615	23.33	0	5586
5	20978392	496293987	23.66	0	16267
6	20779476	506467596	24.37	0	8423
7	20310676	478048578	23.54	0	19814
NW_024396985.1	154489	6505993	42.11	0	1980
NW_024396986.1	123767	2243270	18.12	0	181
8	20387885	478958252	23.49	0	9526
9	19838782	472583218	23.82	0	22046
10	19543518	456882363	23.38	0	12101
11	19417568	458882935	23.63	0	10419
12	19375358	461103732	23.80	0	6486
13	18562731	438190682	23.61	0	30314
14	18514894	434920305	23.49	0	10103
15	18474722	436931410	23.65	0	21427
16	18405481	435143863	23.64	0	11658
17	17724597	416721680	23.51	0	12609
18	17526884	416059642	23.74	0	18150
19	17516122	473521612	27.03	0	98297
20	17491101	405376407	23.18	0	14323
21	17150347	390116223	22.75	0	2955
22	15154462	354824310	23.41	0	11955
23	13181978	315926612	23.97	0	18207
24	13052829	310438084	23.78	0	10159
25	11599638	269649057	23.25	0	14180
26	9871873	260265902	26.36	0	21974
27	8980196	225161666	25.07	0	10979
W	2084383	153892935	73.83	0	600
NW_024396987.1	1336113	86239667	64.55	0	262
NW_024396988.1	721200	54685031	75.83	0	414
NW_024396989.1	702408	35555853	50.62	0	243
NW_024396990.1	436298	29400733	67.39	0	387
NW_024396991.1	291364	22761221	78.12	0	468
NW_024396992.1	183897	8733829	47.49	0	201
NW_024396993.1	90180	5895912	65.38	0	449
NW_024396994.1	58461	4055860	69.38	0	159
Z	27171456	356703505	13.13	0	10509
NW_024396995.1	62500	2155457	34.49	0	141
NW_024396996.1	298258	2158519	7.24	0	142
NW_024396997.1	273553	1372717	5.02	0	93
NW_024396998.1	156241	2004613	12.83	0	82
NW_024396999.1	99202	781277	7.88	0	115
NW_024397000.1	94916	454456	4.79	0	109
NW_024397001.1	88807	431566	4.86	0	65
NW_024397002.1	64072	521514	8.14	0	39
NW_024397003.1	61578	296553	4.82	0	70
NW_024397004.1	58052	452460	7.79	0	314
NW_024397005.1	54715	254940	4.66	0	26
NW_024397006.1	47058	431748	9.17	0	64
NW_024397007.1	43016	219740	5.11	0	43
NW_024397008.1	36087	200818	5.56	0	62
NW_024397009.1	35142	2378152	67.67	0	189
NW_024397010.1	34603	2180875	63.03	0	153
NW_024397011.1	27521	2020866	73.43	0	125
NW_024397012.1	26419	178778	6.77	0	143
NW_024397013.1	25606	1652160	64.52	0	137
NW_024397014.1	15516	540355	34.83	0	122
NW_024397015.1	14473	702492	48.54	0	112
total	516571003	12247746832	23.71	0	98297
