chrom	length	bases	mean	min	max
1	21295481	236579721	11.11	0	5084
NW_024396975.1	388293	3247610	8.36	0	720
NW_024396976.1	23224	165110	7.11	0	28
NW_024396977.1	213546	1021119	4.78	0	35
NW_024396978.1	91398	774096	8.47	0	148
NW_024396979.1	80962	554277	6.85	0	65
NW_024396980.1	66562	258398	3.88	0	31
NW_024396981.1	46539	285925	6.14	0	46
NW_024396982.1	40329	339797	8.43	0	43
NW_024396983.1	33728	171055	5.07	0	27
NW_024396984.1	28623	215623	7.53	0	29
2	22235516	247675427	11.14	0	1959
3	21656862	243286589	11.23	0	6117
4	21559079	237713697	11.03	0	2359
5	20978392	230838466	11.00	0	5928
6	20779476	237157786	11.41	0	3357
7	20310676	222279575	10.94	0	6746
NW_024396985.1	154489	4362849	28.24	0	2347
NW_024396986.1	123767	745875	6.03	0	72
8	20387885	225923120	11.08	0	4326
9	19838782	219853076	11.08	0	7960
10	19543518	214726206	10.99	0	5309
11	19417568	210679808	10.85	0	3560
12	19375358	212576950	10.97	0	3355
13	18562731	201723556	10.87	0	8245
14	18514894	205004926	11.07	0	4659
15	18474722	204631740	11.08	0	7775
16	18405481	208283727	11.32	0	8708
17	17724597	191482914	10.80	0	6400
18	17526884	193953698	11.07	0	6924
19	17516122	197256783	11.26	0	46491
20	17491101	189851484	10.85	0	5570
21	17150347	179699302	10.48	0	2520
22	15154462	163491454	10.79	0	5118
23	13181978	145488430	11.04	0	6281
24	13052829	144028028	11.03	0	4722
25	11599638	125807660	10.85	0	5067
26	9871873	117778976	11.93	0	6746
27	8980196	96004642	10.69	0	1788
W	2084383	5539936	2.66	0	107
NW_024396987.1	1336113	3521741	2.64	0	61
NW_024396988.1	721200	1518676	2.11	0	56
NW_024396989.1	702408	1604295	2.28	0	53
NW_024396990.1	436298	874887	2.01	0	51
NW_024396991.1	291364	915917	3.14	0	53
NW_024396992.1	183897	425866	2.32	0	52
NW_024396993.1	90180	164782	1.83	0	32
NW_024396994.1	58461	3596	0.06	0	4
Z	27171456	308828921	11.37	0	4605
NW_024396995.1	62500	760671	12.17	0	45
NW_024396996.1	298258	922651	3.09	0	99
NW_024396997.1	273553	396440	1.45	0	16
NW_024396998.1	156241	722135	4.62	0	55
NW_024396999.1	99202	249153	2.51	0	41
NW_024397000.1	94916	150324	1.58	0	41
NW_024397001.1	88807	139818	1.57	0	24
NW_024397002.1	64072	199614	3.12	0	19
NW_024397003.1	61578	103249	1.68	0	27
NW_024397004.1	58052	199232	3.43	0	257
NW_024397005.1	54715	79862	1.46	0	11
NW_024397006.1	47058	350914	7.46	0	32
NW_024397007.1	43016	65312	1.52	0	10
NW_024397008.1	36087	67195	1.86	0	19
NW_024397009.1	35142	93496	2.66	0	28
NW_024397010.1	34603	73597	2.13	0	37
NW_024397011.1	27521	3140	0.11	0	2
NW_024397012.1	26419	69202	2.62	0	50
NW_024397013.1	25606	1841	0.07	0	1
NW_024397014.1	15516	301226	19.41	0	70
NW_024397015.1	14473	39886	2.76	0	21
total	516571003	5644307050	10.93	0	46491
