chrom	length	bases	mean	min	max
1	21295481	274499898	12.89	0	15336
NW_024396975.1	388293	4191185	10.79	0	909
NW_024396976.1	23224	206699	8.90	0	39
NW_024396977.1	213546	1283677	6.01	0	60
NW_024396978.1	91398	1013605	11.09	0	141
NW_024396979.1	80962	690052	8.52	0	83
NW_024396980.1	66562	327990	4.93	0	52
NW_024396981.1	46539	369260	7.93	0	58
NW_024396982.1	40329	488204	12.11	0	107
NW_024396983.1	33728	237369	7.04	0	35
NW_024396984.1	28623	292422	10.22	0	38
2	22235516	283946824	12.77	0	3919
3	21656862	282654855	13.05	0	15496
4	21559079	272208524	12.63	0	7361
5	20978392	266719551	12.71	0	17295
6	20779476	271534270	13.07	0	8395
7	20310676	259565146	12.78	0	18748
NW_024396985.1	154489	4434731	28.71	0	2708
NW_024396986.1	123767	1355745	10.95	0	171
8	20387885	260145346	12.76	0	11658
9	19838782	257776029	12.99	0	20019
10	19543518	249805997	12.78	0	11268
11	19417568	242877244	12.51	0	10604
12	19375358	245816412	12.69	0	6740
13	18562731	239898509	12.92	0	33253
14	18514894	235068266	12.70	0	11973
15	18474722	240768804	13.03	0	18194
16	18405481	240125079	13.05	0	12691
17	17724597	225963034	12.75	0	14594
18	17526884	225151659	12.85	0	16631
19	17516122	254310018	14.52	0	37948
20	17491101	220017536	12.58	0	14048
21	17150347	216194975	12.61	0	5832
22	15154462	194887270	12.86	0	14470
23	13181978	175679826	13.33	0	17880
24	13052829	171663327	13.15	0	10912
25	11599638	150626401	12.99	0	16041
26	9871873	139978700	14.18	0	25855
27	8980196	118316061	13.18	0	3288
W	2084383	6126810	2.94	0	179
NW_024396987.1	1336113	3917805	2.93	0	107
NW_024396988.1	721200	1650105	2.29	0	54
NW_024396989.1	702408	1723941	2.45	0	67
NW_024396990.1	436298	961747	2.20	0	63
NW_024396991.1	291364	964054	3.31	0	52
NW_024396992.1	183897	441798	2.40	0	40
NW_024396993.1	90180	166589	1.85	0	37
NW_024396994.1	58461	4717	0.08	0	3
Z	27171456	349710553	12.87	0	13522
NW_024396995.1	62500	877589	14.04	0	71
NW_024396996.1	298258	1047297	3.51	0	99
NW_024396997.1	273553	571973	2.09	0	22
NW_024396998.1	156241	1043144	6.68	0	64
NW_024396999.1	99202	287699	2.90	0	42
NW_024397000.1	94916	202552	2.13	0	39
NW_024397001.1	88807	177857	2.00	0	28
NW_024397002.1	64072	222418	3.47	0	32
NW_024397003.1	61578	123238	2.00	0	25
NW_024397004.1	58052	300055	5.17	0	291
NW_024397005.1	54715	98301	1.80	0	32
NW_024397006.1	47058	300215	6.38	0	41
NW_024397007.1	43016	96930	2.25	0	31
NW_024397008.1	36087	93311	2.59	0	26
NW_024397009.1	35142	114690	3.26	0	35
NW_024397010.1	34603	71550	2.07	0	37
NW_024397011.1	27521	2068	0.08	0	4
NW_024397012.1	26419	116495	4.41	0	56
NW_024397013.1	25606	1877	0.07	0	3
NW_024397014.1	15516	292098	18.83	0	62
NW_024397015.1	14473	60062	4.15	0	31
total	516571003	6602860038	12.78	0	37948
