chrom	length	bases	mean	min	max
1	21295481	231718921	10.88	0	5830
NW_024396975.1	388293	2457167	6.33	0	351
NW_024396976.1	23224	119158	5.13	0	22
NW_024396977.1	213546	760947	3.56	0	32
NW_024396978.1	91398	563930	6.17	0	106
NW_024396979.1	80962	404419	5.00	0	40
NW_024396980.1	66562	171855	2.58	0	27
NW_024396981.1	46539	186047	4.00	0	23
NW_024396982.1	40329	249644	6.19	0	34
NW_024396983.1	33728	122273	3.63	0	18
NW_024396984.1	28623	153516	5.36	0	20
2	22235516	242019670	10.88	0	2386
3	21656862	237568946	10.97	0	6116
4	21559079	231772784	10.75	0	3076
5	20978392	227046567	10.82	0	6685
6	20779476	231426780	11.14	0	4183
7	20310676	218056520	10.74	0	6741
NW_024396985.1	154489	3742956	24.23	0	1760
NW_024396986.1	123767	677702	5.48	0	71
8	20387885	220563878	10.82	0	4870
9	19838782	215912041	10.88	0	7879
10	19543518	211448861	10.82	0	5376
11	19417568	206944205	10.66	0	3672
12	19375358	207610179	10.72	0	2447
13	18562731	198286693	10.68	0	8996
14	18514894	200698507	10.84	0	5562
15	18474722	200197887	10.84	0	7840
16	18405481	200801842	10.91	0	5017
17	17724597	187767825	10.59	0	6061
18	17526884	190005871	10.84	0	6779
19	17516122	193829718	11.07	0	65283
20	17491101	185359330	10.60	0	5499
21	17150347	176472769	10.29	0	3356
22	15154462	161132323	10.63	0	6110
23	13181978	143833972	10.91	0	6142
24	13052829	142478192	10.92	0	4697
25	11599638	122888330	10.59	0	5837
26	9871873	115723090	11.72	0	8189
27	8980196	93818826	10.45	0	1651
W	2084383	62053980	29.77	0	214
NW_024396987.1	1336113	34483406	25.81	0	107
NW_024396988.1	721200	21481999	29.79	0	158
NW_024396989.1	702408	14449819	20.57	0	107
NW_024396990.1	436298	11510015	26.38	0	101
NW_024396991.1	291364	9259994	31.78	0	205
NW_024396992.1	183897	3386042	18.41	0	95
NW_024396993.1	90180	2157621	23.93	0	161
NW_024396994.1	58461	1520511	26.01	0	67
Z	27171456	164538932	6.06	0	5538
NW_024396995.1	62500	650471	10.41	0	50
NW_024396996.1	298258	682480	2.29	0	59
NW_024396997.1	273553	265407	0.97	0	12
NW_024396998.1	156241	598188	3.83	0	45
NW_024396999.1	99202	225607	2.27	0	46
NW_024397000.1	94916	124994	1.32	0	42
NW_024397001.1	88807	90754	1.02	0	15
NW_024397002.1	64072	171943	2.68	0	22
NW_024397003.1	61578	65203	1.06	0	17
NW_024397004.1	58052	142892	2.46	0	147
NW_024397005.1	54715	50931	0.93	0	8
NW_024397006.1	47058	372444	7.91	0	37
NW_024397007.1	43016	45132	1.05	0	7
NW_024397008.1	36087	44408	1.23	0	12
NW_024397009.1	35142	949770	27.03	0	106
NW_024397010.1	34603	800147	23.12	0	50
NW_024397011.1	27521	725810	26.37	0	49
NW_024397012.1	26419	58872	2.23	0	26
NW_024397013.1	25606	643510	25.13	0	56
NW_024397014.1	15516	297340	19.16	0	62
NW_024397015.1	14473	318918	22.04	0	60
total	516571003	5537161681	10.72	0	65283
