chrom	length	bases	mean	min	max
1	21295481	183277117	8.61	0	4802
NW_024396975.1	388293	2639139	6.80	0	494
NW_024396976.1	23224	131321	5.65	0	25
NW_024396977.1	213546	782489	3.66	0	35
NW_024396978.1	91398	573830	6.28	0	89
NW_024396979.1	80962	429040	5.30	0	50
NW_024396980.1	66562	175327	2.63	0	34
NW_024396981.1	46539	207711	4.46	0	31
NW_024396982.1	40329	264618	6.56	0	38
NW_024396983.1	33728	125822	3.73	0	22
NW_024396984.1	28623	151992	5.31	0	24
2	22235516	191505647	8.61	0	1116
3	21656862	189814085	8.76	0	5689
4	21559079	183645981	8.52	0	1706
5	20978392	179283534	8.55	0	5349
6	20779476	185047845	8.91	0	2598
7	20310676	173175137	8.53	0	6800
NW_024396985.1	154489	3364303	21.78	0	1464
NW_024396986.1	123767	693354	5.60	0	67
8	20387885	174500961	8.56	0	3773
9	19838782	171236372	8.63	0	7477
10	19543518	166677096	8.53	0	4718
11	19417568	162899991	8.39	0	3053
12	19375358	164718636	8.50	0	2387
13	18562731	158912194	8.56	0	8298
14	18514894	158898942	8.58	0	3041
15	18474722	158729153	8.59	0	7331
16	18405481	161899154	8.80	0	6041
17	17724597	150882330	8.51	0	5074
18	17526884	151138127	8.62	0	6356
19	17516122	163272558	9.32	0	25707
20	17491101	148206133	8.47	0	5803
21	17150347	140862311	8.21	0	1153
22	15154462	128696840	8.49	0	4676
23	13181978	116256966	8.82	0	6266
24	13052829	116834327	8.95	0	4376
25	11599638	101328731	8.74	0	4069
26	9871873	97406531	9.87	0	5904
27	8980196	81380982	9.06	0	2397
W	2084383	51979835	24.94	0	180
NW_024396987.1	1336113	28956225	21.67	0	106
NW_024396988.1	721200	18211156	25.25	0	141
NW_024396989.1	702408	12045219	17.15	0	87
NW_024396990.1	436298	9774782	22.40	0	97
NW_024396991.1	291364	7689358	26.39	0	145
NW_024396992.1	183897	2865043	15.58	0	74
NW_024396993.1	90180	1907090	21.15	0	151
NW_024396994.1	58461	1349089	23.08	0	57
Z	27171456	130983085	4.82	0	3925
NW_024396995.1	62500	598966	9.58	0	37
NW_024396996.1	298258	759596	2.55	0	71
NW_024396997.1	273553	339192	1.24	0	49
NW_024396998.1	156241	738085	4.72	0	74
NW_024396999.1	99202	196874	1.98	0	29
NW_024397000.1	94916	126908	1.34	0	43
NW_024397001.1	88807	111342	1.25	0	17
NW_024397002.1	64072	172835	2.70	0	17
NW_024397003.1	61578	76761	1.25	0	18
NW_024397004.1	58052	188286	3.24	0	205
NW_024397005.1	54715	75157	1.37	0	10
NW_024397006.1	47058	190275	4.04	0	19
NW_024397007.1	43016	69736	1.62	0	12
NW_024397008.1	36087	50248	1.39	0	18
NW_024397009.1	35142	819237	23.31	0	77
NW_024397010.1	34603	688999	19.91	0	46
NW_024397011.1	27521	657945	23.91	0	46
NW_024397012.1	26419	62947	2.38	0	33
NW_024397013.1	25606	543358	21.22	0	46
NW_024397014.1	15516	301221	19.41	0	47
NW_024397015.1	14473	263244	18.19	0	46
total	516571003	4442818721	8.60	0	25707
