chrom	length	bases	mean	min	max
1	21295481	183526407	8.62	0	8987
NW_024396975.1	388293	2684604	6.91	0	591
NW_024396976.1	23224	119695	5.15	0	22
NW_024396977.1	213546	630510	2.95	0	28
NW_024396978.1	91398	473739	5.18	0	81
NW_024396979.1	80962	333049	4.11	0	34
NW_024396980.1	66562	139786	2.10	0	47
NW_024396981.1	46539	167019	3.59	0	26
NW_024396982.1	40329	214293	5.31	0	32
NW_024396983.1	33728	104697	3.10	0	16
NW_024396984.1	28623	127416	4.45	0	20
2	22235516	193557644	8.70	0	2135
3	21656862	192096831	8.87	0	8261
4	21559079	183334832	8.50	0	3974
5	20978392	179611779	8.56	0	9525
6	20779476	186570098	8.98	0	5064
7	20310676	177721876	8.75	0	11219
NW_024396985.1	154489	3817654	24.71	0	2051
NW_024396986.1	123767	697873	5.64	0	61
8	20387885	176041125	8.63	0	8127
9	19838782	174272715	8.78	0	10536
10	19543518	168055074	8.60	0	6624
11	19417568	163969707	8.44	0	5617
12	19375358	166722777	8.60	0	4005
13	18562731	162515076	8.75	0	16787
14	18514894	159487240	8.61	0	6571
15	18474722	160612134	8.69	0	10048
16	18405481	165444258	8.99	0	7665
17	17724597	153490077	8.66	0	7423
18	17526884	152684684	8.71	0	7752
19	17516122	167947968	9.59	0	31682
20	17491101	148800737	8.51	0	8524
21	17150347	144453370	8.42	0	3755
22	15154462	131585188	8.68	0	8329
23	13181978	119472515	9.06	0	8927
24	13052829	121491798	9.31	0	6621
25	11599638	106340477	9.17	0	9572
26	9871873	103792613	10.51	0	16755
27	8980196	86820561	9.67	0	3187
W	2084383	4171889	2.00	0	79
NW_024396987.1	1336113	2716600	2.03	0	65
NW_024396988.1	721200	1220588	1.69	0	46
NW_024396989.1	702408	1233980	1.76	0	47
NW_024396990.1	436298	659633	1.51	0	42
NW_024396991.1	291364	696647	2.39	0	44
NW_024396992.1	183897	326972	1.78	0	38
NW_024396993.1	90180	132944	1.47	0	33
NW_024396994.1	58461	2117	0.04	0	2
Z	27171456	235912162	8.68	0	7041
NW_024396995.1	62500	596495	9.54	0	47
NW_024396996.1	298258	668101	2.24	0	84
NW_024396997.1	273553	270431	0.99	0	15
NW_024396998.1	156241	647632	4.15	0	76
NW_024396999.1	99202	149533	1.51	0	21
NW_024397000.1	94916	101370	1.07	0	42
NW_024397001.1	88807	88594	1.00	0	12
NW_024397002.1	64072	159239	2.49	0	23
NW_024397003.1	61578	59208	0.96	0	18
NW_024397004.1	58052	196666	3.39	0	336
NW_024397005.1	54715	46287	0.85	0	8
NW_024397006.1	47058	243021	5.16	0	24
NW_024397007.1	43016	45302	1.05	0	8
NW_024397008.1	36087	45475	1.26	0	14
NW_024397009.1	35142	83386	2.37	0	23
NW_024397010.1	34603	33552	0.97	0	20
NW_024397011.1	27521	1129	0.04	0	2
NW_024397012.1	26419	60692	2.30	0	42
NW_024397013.1	25606	769	0.03	0	1
NW_024397014.1	15516	328101	21.15	0	63
NW_024397015.1	14473	43006	2.97	0	20
total	516571003	4490871417	8.69	0	31682
