chrom	length	bases	mean	min	max
1	21295481	181912114	8.54	0	4436
NW_024396975.1	388293	2560809	6.60	0	403
NW_024396976.1	23224	115492	4.97	0	18
NW_024396977.1	213546	769427	3.60	0	37
NW_024396978.1	91398	613861	6.72	0	101
NW_024396979.1	80962	457377	5.65	0	60
NW_024396980.1	66562	216586	3.25	0	24
NW_024396981.1	46539	228455	4.91	0	39
NW_024396982.1	40329	290889	7.21	0	46
NW_024396983.1	33728	136634	4.05	0	19
NW_024396984.1	28623	179334	6.27	0	24
2	22235516	191021703	8.59	0	1529
3	21656862	187460349	8.66	0	5082
4	21559079	180752665	8.38	0	1854
5	20978392	177408540	8.46	0	4603
6	20779476	181303686	8.73	0	2568
7	20310676	172090991	8.47	0	5531
NW_024396985.1	154489	3098393	20.06	0	1345
NW_024396986.1	123767	661368	5.34	0	74
8	20387885	172702243	8.47	0	3355
9	19838782	169403327	8.54	0	5898
10	19543518	165229226	8.45	0	4214
11	19417568	162318560	8.36	0	2842
12	19375358	162839578	8.40	0	1948
13	18562731	156543034	8.43	0	6773
14	18514894	156720065	8.46	0	3523
15	18474722	158347360	8.57	0	6168
16	18405481	159162165	8.65	0	5526
17	17724597	148196907	8.36	0	4235
18	17526884	149737497	8.54	0	5624
19	17516122	175788677	10.04	0	32630
20	17491101	146589049	8.38	0	4677
21	17150347	142123681	8.29	0	1893
22	15154462	127390911	8.41	0	4127
23	13181978	112565768	8.54	0	4921
24	13052829	111580098	8.55	0	3569
25	11599638	98116708	8.46	0	4073
26	9871873	90911238	9.21	0	5402
27	8980196	75997537	8.46	0	1436
W	2084383	51323865	24.62	0	175
NW_024396987.1	1336113	28578936	21.39	0	103
NW_024396988.1	721200	17647061	24.47	0	131
NW_024396989.1	702408	11550033	16.44	0	89
NW_024396990.1	436298	9172734	21.02	0	76
NW_024396991.1	291364	7708177	26.46	0	141
NW_024396992.1	183897	2666576	14.50	0	63
NW_024396993.1	90180	1771081	19.64	0	117
NW_024396994.1	58461	1186872	20.30	0	49
Z	27171456	129021319	4.75	0	3723
NW_024396995.1	62500	605705	9.69	0	46
NW_024396996.1	298258	666260	2.23	0	68
NW_024396997.1	273553	295506	1.08	0	18
NW_024396998.1	156241	536845	3.44	0	34
NW_024396999.1	99202	197894	1.99	0	40
NW_024397000.1	94916	113579	1.20	0	48
NW_024397001.1	88807	92733	1.04	0	20
NW_024397002.1	64072	163769	2.56	0	13
NW_024397003.1	61578	63215	1.03	0	14
NW_024397004.1	58052	142406	2.45	0	197
NW_024397005.1	54715	55465	1.01	0	26
NW_024397006.1	47058	176774	3.76	0	31
NW_024397007.1	43016	45336	1.05	0	11
NW_024397008.1	36087	48580	1.35	0	17
NW_024397009.1	35142	738789	21.02	0	89
NW_024397010.1	34603	675673	19.53	0	47
NW_024397011.1	27521	567165	20.61	0	41
NW_024397012.1	26419	54653	2.07	0	32
NW_024397013.1	25606	480084	18.75	0	38
NW_024397014.1	15516	205621	13.25	0	45
NW_024397015.1	14473	267931	18.51	0	52
total	516571003	4390362939	8.50	0	32630
