chrom	length	bases	mean	min	max
1	21295481	267313208	12.55	0	12579
NW_024396975.1	388293	3865289	9.95	0	919
NW_024396976.1	23224	185564	7.99	0	37
NW_024396977.1	213546	1136538	5.32	0	47
NW_024396978.1	91398	775912	8.49	0	106
NW_024396979.1	80962	539836	6.67	0	73
NW_024396980.1	66562	239077	3.59	0	32
NW_024396981.1	46539	283330	6.09	0	51
NW_024396982.1	40329	350548	8.69	0	65
NW_024396983.1	33728	171333	5.08	0	25
NW_024396984.1	28623	210352	7.35	0	31
2	22235516	276348275	12.43	0	3030
3	21656862	272903166	12.60	0	12973
4	21559079	265191365	12.30	0	4656
5	20978392	259615626	12.38	0	11754
6	20779476	263051952	12.66	0	6426
7	20310676	253573597	12.48	0	15037
NW_024396985.1	154489	5800684	37.55	0	3137
NW_024396986.1	123767	1061469	8.58	0	79
8	20387885	253633933	12.44	0	8526
9	19838782	250539214	12.63	0	13966
10	19543518	243023931	12.44	0	8312
11	19417568	237752840	12.24	0	7179
12	19375358	239335542	12.35	0	5158
13	18562731	232701999	12.54	0	22769
14	18514894	229019295	12.37	0	7956
15	18474722	231638512	12.54	0	13999
16	18405481	234016370	12.71	0	10090
17	17724597	219311225	12.37	0	12114
18	17526884	219605882	12.53	0	12287
19	17516122	221041791	12.62	0	41340
20	17491101	213955915	12.23	0	11535
21	17150347	203031364	11.84	0	4409
22	15154462	188987325	12.47	0	10257
23	13181978	174676892	13.25	0	13275
24	13052829	167052532	12.80	0	9599
25	11599638	147263239	12.70	0	11229
26	9871873	141074799	14.29	0	15991
27	8980196	114060222	12.70	0	2382
W	2084383	73930005	35.47	0	304
NW_024396987.1	1336113	40020446	29.95	0	163
NW_024396988.1	721200	24832910	34.43	0	237
NW_024396989.1	702408	16462971	23.44	0	130
NW_024396990.1	436298	12884039	29.53	0	152
NW_024396991.1	291364	10669195	36.62	0	221
NW_024396992.1	183897	3812710	20.73	0	100
NW_024396993.1	90180	2488889	27.60	0	210
NW_024396994.1	58461	1726108	29.53	0	73
Z	27171456	185906738	6.84	0	9606
NW_024396995.1	62500	683692	10.94	0	75
NW_024396996.1	298258	1039409	3.48	0	143
NW_024396997.1	273553	502070	1.84	0	20
NW_024396998.1	156241	925611	5.92	0	72
NW_024396999.1	99202	330385	3.33	0	54
NW_024397000.1	94916	194217	2.05	0	61
NW_024397001.1	88807	173768	1.96	0	25
NW_024397002.1	64072	215387	3.36	0	24
NW_024397003.1	61578	122938	2.00	0	35
NW_024397004.1	58052	262224	4.52	0	345
NW_024397005.1	54715	94836	1.73	0	13
NW_024397006.1	47058	502412	10.68	0	39
NW_024397007.1	43016	86859	2.02	0	13
NW_024397008.1	36087	93114	2.58	0	28
NW_024397009.1	35142	1052343	29.95	0	98
NW_024397010.1	34603	922794	26.67	0	79
NW_024397011.1	27521	827729	30.08	0	58
NW_024397012.1	26419	92704	3.51	0	36
NW_024397013.1	25606	715272	27.93	0	58
NW_024397014.1	15516	281022	18.11	0	53
NW_024397015.1	14473	334972	23.14	0	68
total	516571003	6416527712	12.42	0	41340
