chrom	length	bases	mean	min	max
1	21295481	38659424	1.82	0	754
NW_024396975.1	388293	791078	2.04	0	300
NW_024396976.1	23224	25004	1.08	0	6
NW_024396977.1	213546	149184	0.70	0	9
NW_024396978.1	91398	95010	1.04	0	17
NW_024396979.1	80962	70262	0.87	0	11
NW_024396980.1	66562	33952	0.51	0	7
NW_024396981.1	46539	43818	0.94	0	8
NW_024396982.1	40329	55055	1.37	0	9
NW_024396983.1	33728	23955	0.71	0	6
NW_024396984.1	28623	31619	1.10	0	7
2	22235516	40030711	1.80	0	94
3	21656862	39626779	1.83	0	963
4	21559079	38858946	1.80	0	646
5	20978392	37366679	1.78	0	751
6	20779476	38946578	1.87	0	380
7	20310676	36482405	1.80	0	1042
NW_024396985.1	154489	1361218	8.81	0	768
NW_024396986.1	123767	147050	1.19	0	16
8	20387885	36685971	1.80	0	663
9	19838782	35515442	1.79	0	982
10	19543518	34585345	1.77	0	601
11	19417568	34185632	1.76	0	454
12	19375358	34766371	1.79	0	1077
13	18562731	32775228	1.77	0	1084
14	18514894	32924414	1.78	0	323
15	18474722	32881446	1.78	0	1013
16	18405481	34058530	1.85	0	3116
17	17724597	31083800	1.75	0	767
18	17526884	31651008	1.81	0	870
19	17516122	37313728	2.13	0	7404
20	17491101	30863003	1.76	0	801
21	17150347	29528027	1.72	0	132
22	15154462	26991144	1.78	0	652
23	13181978	24751139	1.88	0	826
24	13052829	25360575	1.94	0	551
25	11599638	22675417	1.95	0	637
26	9871873	21296006	2.16	0	740
27	8980196	17256255	1.92	0	215
W	2084383	917419	0.44	0	35
NW_024396987.1	1336113	605876	0.45	0	14
NW_024396988.1	721200	246768	0.34	0	13
NW_024396989.1	702408	229467	0.33	0	12
NW_024396990.1	436298	142072	0.33	0	15
NW_024396991.1	291364	159396	0.55	0	11
NW_024396992.1	183897	73585	0.40	0	12
NW_024396993.1	90180	36858	0.41	0	13
Z	27171456	50123289	1.84	0	530
NW_024396995.1	62500	131832	2.11	0	13
NW_024396996.1	298258	227370	0.76	0	43
NW_024396997.1	273553	69010	0.25	0	9
NW_024396998.1	156241	162669	1.04	0	33
NW_024396999.1	99202	36994	0.37	0	8
NW_024397000.1	94916	26838	0.28	0	8
NW_024397001.1	88807	26226	0.30	0	5
NW_024397002.1	64072	34714	0.54	0	8
NW_024397003.1	61578	20579	0.33	0	5
NW_024397004.1	58052	42510	0.73	0	56
NW_024397005.1	54715	14667	0.27	0	3
NW_024397006.1	47058	34004	0.72	0	7
NW_024397007.1	43016	9981	0.23	0	4
NW_024397008.1	36087	8688	0.24	0	5
NW_024397009.1	35142	17749	0.51	0	7
NW_024397010.1	34603	8983	0.26	0	6
NW_024397012.1	26419	15824	0.60	0	10
NW_024397014.1	15516	77487	4.99	0	19
NW_024397015.1	14473	4000	0.28	0	5
total	516459415	933452063	1.81	0	7404
