chrom	length	bases	mean	min	max
1	21295481	222344106	10.44	0	6393
NW_024396975.1	388293	2993130	7.71	0	560
NW_024396976.1	23224	164003	7.06	0	29
NW_024396977.1	213546	917156	4.29	0	40
NW_024396978.1	91398	725370	7.94	0	136
NW_024396979.1	80962	521603	6.44	0	68
NW_024396980.1	66562	244593	3.67	0	31
NW_024396981.1	46539	267303	5.74	0	39
NW_024396982.1	40329	338638	8.40	0	45
NW_024396983.1	33728	173480	5.14	0	26
NW_024396984.1	28623	200345	7.00	0	30
2	22235516	229372172	10.32	0	2067
3	21656862	227600994	10.51	0	6832
4	21559079	220363132	10.22	0	3444
5	20978392	215666201	10.28	0	6640
6	20779476	223322690	10.75	0	3610
7	20310676	208323556	10.26	0	8132
NW_024396985.1	154489	3403996	22.03	0	1658
NW_024396986.1	123767	934756	7.55	0	108
8	20387885	207810562	10.19	0	4559
9	19838782	206258610	10.40	0	8641
10	19543518	201015531	10.29	0	6041
11	19417568	195992147	10.09	0	4226
12	19375358	197182899	10.18	0	2897
13	18562731	190507894	10.26	0	10276
14	18514894	188998170	10.21	0	5797
15	18474722	191061068	10.34	0	8529
16	18405481	190126346	10.33	0	6396
17	17724597	181141132	10.22	0	6277
18	17526884	181109157	10.33	0	7809
19	17516122	203904365	11.64	0	41102
20	17491101	177047834	10.12	0	6561
21	17150347	169770951	9.90	0	2528
22	15154462	154941867	10.22	0	7214
23	13181978	140107127	10.63	0	7084
24	13052829	140368387	10.75	0	5066
25	11599638	122883196	10.59	0	6626
26	9871873	116543691	11.81	0	9438
27	8980196	94730941	10.55	0	1931
W	2084383	61513770	29.51	0	188
NW_024396987.1	1336113	34600579	25.90	0	121
NW_024396988.1	721200	21338214	29.59	0	147
NW_024396989.1	702408	14090826	20.06	0	109
NW_024396990.1	436298	11167143	25.60	0	107
NW_024396991.1	291364	9066677	31.12	0	170
NW_024396992.1	183897	3255463	17.70	0	100
NW_024396993.1	90180	2157116	23.92	0	162
NW_024396994.1	58461	1452207	24.84	0	60
Z	27171456	155410452	5.72	0	5586
NW_024396995.1	62500	791228	12.66	0	54
NW_024396996.1	298258	857140	2.87	0	74
NW_024396997.1	273553	403533	1.48	0	18
NW_024396998.1	156241	792723	5.07	0	72
NW_024396999.1	99202	228028	2.30	0	31
NW_024397000.1	94916	149824	1.58	0	37
NW_024397001.1	88807	139090	1.57	0	17
NW_024397002.1	64072	203880	3.18	0	21
NW_024397003.1	61578	85586	1.39	0	22
NW_024397004.1	58052	228010	3.93	0	233
NW_024397005.1	54715	78778	1.44	0	12
NW_024397006.1	47058	90177	1.92	0	20
NW_024397007.1	43016	63059	1.47	0	17
NW_024397008.1	36087	63984	1.77	0	19
NW_024397009.1	35142	918528	26.14	0	83
NW_024397010.1	34603	807230	23.33	0	53
NW_024397011.1	27521	725734	26.37	0	49
NW_024397012.1	26419	81696	3.09	0	49
NW_024397013.1	25606	612437	23.92	0	51
NW_024397014.1	15516	333728	21.51	0	74
NW_024397015.1	14473	329694	22.78	0	54
total	516571003	5331415633	10.32	0	41102
