chrom	length	bases	mean	min	max
1	21295481	247231117	11.61	0	6487
NW_024396975.1	388293	3361114	8.66	0	814
NW_024396976.1	23224	164574	7.09	0	28
NW_024396977.1	213546	1009627	4.73	0	35
NW_024396978.1	91398	717064	7.85	0	144
NW_024396979.1	80962	570452	7.05	0	60
NW_024396980.1	66562	229355	3.45	0	81
NW_024396981.1	46539	252225	5.42	0	28
NW_024396982.1	40329	323541	8.02	0	46
NW_024396983.1	33728	145280	4.31	0	22
NW_024396984.1	28623	182241	6.37	0	25
2	22235516	257399825	11.58	0	2556
3	21656862	253590681	11.71	0	10188
4	21559079	245674313	11.40	0	3957
5	20978392	239485675	11.42	0	7254
6	20779476	244470053	11.76	0	4570
7	20310676	232459686	11.45	0	8182
NW_024396985.1	154489	4299961	27.83	0	2268
NW_024396986.1	123767	808768	6.53	0	86
8	20387885	233465539	11.45	0	6512
9	19838782	228486781	11.52	0	8409
10	19543518	225180530	11.52	0	6694
11	19417568	219888489	11.32	0	4514
12	19375358	221849100	11.45	0	3342
13	18562731	212742520	11.46	0	10601
14	18514894	210996902	11.40	0	7081
15	18474722	214220244	11.60	0	7968
16	18405481	214856361	11.67	0	7537
17	17724597	201537740	11.37	0	7071
18	17526884	201541421	11.50	0	7365
19	17516122	224994101	12.84	0	45480
20	17491101	198070148	11.32	0	6893
21	17150347	190643509	11.12	0	3829
22	15154462	173277211	11.43	0	8473
23	13181978	152481097	11.57	0	7090
24	13052829	150660353	11.54	0	5496
25	11599638	132093858	11.39	0	8549
26	9871873	124712641	12.63	0	13410
27	8980196	101792173	11.34	0	1905
W	2084383	68059518	32.65	0	229
NW_024396987.1	1336113	37532540	28.09	0	131
NW_024396988.1	721200	23364334	32.40	0	184
NW_024396989.1	702408	15584002	22.19	0	108
NW_024396990.1	436298	12163444	27.88	0	97
NW_024396991.1	291364	9908275	34.01	0	189
NW_024396992.1	183897	3589890	19.52	0	96
NW_024396993.1	90180	2330225	25.84	0	170
NW_024396994.1	58461	1613544	27.60	0	69
Z	27171456	173250434	6.38	0	5642
NW_024396995.1	62500	707997	11.33	0	40
NW_024396996.1	298258	1026278	3.44	0	202
NW_024396997.1	273553	506133	1.85	0	20
NW_024396998.1	156241	868046	5.56	0	74
NW_024396999.1	99202	325444	3.28	0	50
NW_024397000.1	94916	188761	1.99	0	53
NW_024397001.1	88807	161510	1.82	0	25
NW_024397002.1	64072	204652	3.19	0	22
NW_024397003.1	61578	118435	1.92	0	24
NW_024397004.1	58052	243583	4.20	0	277
NW_024397005.1	54715	94453	1.73	0	10
NW_024397006.1	47058	209481	4.45	0	40
NW_024397007.1	43016	82460	1.92	0	13
NW_024397008.1	36087	65309	1.81	0	17
NW_024397009.1	35142	951467	27.07	0	99
NW_024397010.1	34603	897769	25.94	0	58
NW_024397011.1	27521	799487	29.05	0	54
NW_024397012.1	26419	69928	2.65	0	36
NW_024397013.1	25606	654788	25.57	0	60
NW_024397014.1	15516	238339	15.36	0	46
NW_024397015.1	14473	354955	24.53	1	56
total	516571003	5922031751	11.46	0	45480
