chrom	length	bases	mean	min	max
1	21295481	294225608	13.82	0	21117
NW_024396975.1	388293	3464113	8.92	0	904
NW_024396976.1	23224	123270	5.31	0	37
NW_024396977.1	213546	938895	4.40	0	49
NW_024396978.1	91398	632462	6.92	0	85
NW_024396979.1	80962	442090	5.46	0	49
NW_024396980.1	66562	248181	3.73	0	66
NW_024396981.1	46539	231392	4.97	0	38
NW_024396982.1	40329	281547	6.98	0	59
NW_024396983.1	33728	136117	4.04	0	22
NW_024396984.1	28623	167155	5.84	0	23
2	22235516	305364885	13.73	0	6467
3	21656862	307322595	14.19	0	26254
4	21559079	293316212	13.61	0	13269
5	20978392	288291518	13.74	0	28849
6	20779476	295035097	14.20	0	13806
7	20310676	280787896	13.82	0	26716
NW_024396985.1	154489	5014329	32.46	0	3586
NW_024396986.1	123767	1116576	9.02	0	96
8	20387885	280709938	13.77	0	22679
9	19838782	279414279	14.08	0	31432
10	19543518	270833149	13.86	0	19986
11	19417568	261079871	13.45	0	19157
12	19375358	265441587	13.70	0	9619
13	18562731	261416506	14.08	0	61246
14	18514894	255675811	13.81	0	22024
15	18474722	260879347	14.12	0	26614
16	18405481	258759935	14.06	0	18133
17	17724597	244421535	13.79	0	20810
18	17526884	241633526	13.79	0	25056
19	17516122	267042271	15.25	0	40668
20	17491101	235564291	13.47	0	18251
21	17150347	228248628	13.31	0	10482
22	15154462	209467894	13.82	0	26565
23	13181978	189900127	14.41	0	28527
24	13052829	180912977	13.86	0	16267
25	11599638	159661241	13.76	0	27842
26	9871873	151921906	15.39	0	49814
27	8980196	144249521	16.06	0	12895
W	2084383	7121454	3.42	0	207
NW_024396987.1	1336113	3885328	2.91	0	114
NW_024396988.1	721200	1707438	2.37	0	64
NW_024396989.1	702408	1827651	2.60	0	112
NW_024396990.1	436298	1097025	2.51	0	70
NW_024396991.1	291364	1023425	3.51	0	66
NW_024396992.1	183897	466662	2.54	0	47
NW_024396993.1	90180	169953	1.88	0	36
NW_024396994.1	58461	5117	0.09	0	3
Z	27171456	374844953	13.80	0	20786
NW_024396995.1	62500	866004	13.86	0	74
NW_024396996.1	298258	986350	3.31	0	89
NW_024396997.1	273553	546588	2.00	0	27
NW_024396998.1	156241	1032645	6.61	0	58
NW_024396999.1	99202	291331	2.94	0	40
NW_024397000.1	94916	190746	2.01	0	35
NW_024397001.1	88807	176354	1.99	0	24
NW_024397002.1	64072	215077	3.36	0	25
NW_024397003.1	61578	127119	2.06	0	36
NW_024397004.1	58052	264899	4.56	0	281
NW_024397005.1	54715	98515	1.80	0	18
NW_024397006.1	47058	375255	7.97	0	36
NW_024397007.1	43016	99210	2.31	0	15
NW_024397008.1	36087	88507	2.45	0	32
NW_024397009.1	35142	125297	3.57	0	37
NW_024397010.1	34603	5448	0.16	0	16
NW_024397011.1	27521	1231	0.04	0	4
NW_024397012.1	26419	97072	3.67	0	42
NW_024397013.1	25606	2329	0.09	0	4
NW_024397014.1	15516	205473	13.24	0	51
NW_024397015.1	14473	45251	3.13	0	21
total	516571003	7122363985	13.79	0	61246
