chrom	length	bases	mean	min	max
1	21295481	204610558	9.61	0	4037
NW_024396975.1	388293	2441771	6.29	0	368
NW_024396976.1	23224	100042	4.31	0	19
NW_024396977.1	213546	722343	3.38	0	37
NW_024396978.1	91398	476253	5.21	0	73
NW_024396979.1	80962	319978	3.95	0	39
NW_024396980.1	66562	165372	2.48	0	27
NW_024396981.1	46539	159933	3.44	0	20
NW_024396982.1	40329	214107	5.31	0	31
NW_024396983.1	33728	109212	3.24	0	24
NW_024396984.1	28623	126045	4.40	0	19
2	22235516	216762262	9.75	0	966
3	21656862	211405439	9.76	0	5502
4	21559079	205509144	9.53	0	1604
5	20978392	199734772	9.52	0	4478
6	20779476	205800251	9.90	0	2099
7	20310676	194410355	9.57	0	5753
NW_024396985.1	154489	2750939	17.81	0	1575
NW_024396986.1	123767	853465	6.90	0	93
8	20387885	194429864	9.54	0	2755
9	19838782	190392194	9.60	0	5265
10	19543518	185786578	9.51	0	3570
11	19417568	183209002	9.44	0	2415
12	19375358	184795845	9.54	0	2099
13	18562731	176620192	9.51	0	5941
14	18514894	177163711	9.57	0	2773
15	18474722	178346460	9.65	0	5113
16	18405481	177372356	9.64	0	4997
17	17724597	169054308	9.54	0	4264
18	17526884	168125292	9.59	0	4249
19	17516122	183960146	10.50	0	31896
20	17491101	164228265	9.39	0	4860
21	17150347	156842719	9.15	0	1130
22	15154462	144058111	9.51	0	3817
23	13181978	126568092	9.60	0	4373
24	13052829	129769721	9.94	0	3721
25	11599638	112439456	9.69	0	4426
26	9871873	106230150	10.76	0	6405
27	8980196	94017326	10.47	0	4968
W	2084383	5404154	2.59	0	127
NW_024396987.1	1336113	3122814	2.34	0	60
NW_024396988.1	721200	1360040	1.89	0	52
NW_024396989.1	702408	1432439	2.04	0	41
NW_024396990.1	436298	818244	1.88	0	54
NW_024396991.1	291364	778144	2.67	0	42
NW_024396992.1	183897	416534	2.27	0	37
NW_024396993.1	90180	154333	1.71	0	34
NW_024396994.1	58461	1794	0.03	0	1
Z	27171456	267650828	9.85	0	2901
NW_024396995.1	62500	732444	11.72	0	34
NW_024396996.1	298258	874801	2.93	0	54
NW_024396997.1	273553	427390	1.56	0	16
NW_024396998.1	156241	819248	5.24	0	60
NW_024396999.1	99202	253729	2.56	0	44
NW_024397000.1	94916	169892	1.79	0	55
NW_024397001.1	88807	147720	1.66	0	20
NW_024397002.1	64072	201126	3.14	0	17
NW_024397003.1	61578	101441	1.65	0	24
NW_024397004.1	58052	194377	3.35	0	136
NW_024397005.1	54715	79935	1.46	0	11
NW_024397006.1	47058	223853	4.76	0	25
NW_024397007.1	43016	77309	1.80	0	29
NW_024397008.1	36087	69801	1.93	0	16
NW_024397009.1	35142	94883	2.70	0	29
NW_024397010.1	34603	26545	0.77	0	14
NW_024397011.1	27521	1300	0.05	0	3
NW_024397012.1	26419	79323	3.00	0	59
NW_024397013.1	25606	1264	0.05	0	4
NW_024397014.1	15516	293914	18.94	0	48
NW_024397015.1	14473	47321	3.27	0	24
total	516571003	4936138969	9.56	0	31896
