chrom	length	bases	mean	min	max
1	21295481	218985773	10.28	0	6904
NW_024396975.1	388293	3968830	10.22	0	789
NW_024396976.1	23224	234495	10.10	0	34
NW_024396977.1	213546	1282765	6.01	0	59
NW_024396978.1	91398	1067726	11.68	0	194
NW_024396979.1	80962	809156	9.99	0	86
NW_024396980.1	66562	331931	4.99	0	35
NW_024396981.1	46539	391048	8.40	0	66
NW_024396982.1	40329	489185	12.13	0	83
NW_024396983.1	33728	259602	7.70	0	34
NW_024396984.1	28623	307116	10.73	0	40
2	22235516	228549956	10.28	0	2466
3	21656862	225958885	10.43	0	6913
4	21559079	218965523	10.16	0	3140
5	20978392	213767196	10.19	0	7317
6	20779476	219710449	10.57	0	4001
7	20310676	206786929	10.18	0	7591
NW_024396985.1	154489	3842997	24.88	0	2116
NW_024396986.1	123767	670238	5.42	0	59
8	20387885	209176284	10.26	0	4442
9	19838782	203749303	10.27	0	8458
10	19543518	199113024	10.19	0	5810
11	19417568	195214074	10.05	0	4193
12	19375358	197451640	10.19	0	3141
13	18562731	187948475	10.13	0	10722
14	18514894	188577123	10.19	0	5744
15	18474722	189630210	10.26	0	8252
16	18405481	190348452	10.34	0	8710
17	17724597	177513226	10.02	0	6535
18	17526884	180028059	10.27	0	7766
19	17516122	189187474	10.80	0	40256
20	17491101	176460162	10.09	0	6767
21	17150347	167690460	9.78	0	2901
22	15154462	152910361	10.09	0	6374
23	13181978	137734077	10.45	0	7619
24	13052829	139036267	10.65	0	5217
25	11599638	120701603	10.41	0	5855
26	9871873	115108643	11.66	0	8433
27	8980196	93889320	10.46	0	1929
W	2084383	4985127	2.39	0	117
NW_024396987.1	1336113	3290356	2.46	0	55
NW_024396988.1	721200	1391846	1.93	0	50
NW_024396989.1	702408	1412683	2.01	0	38
NW_024396990.1	436298	774767	1.78	0	38
NW_024396991.1	291364	832556	2.86	0	39
NW_024396992.1	183897	354789	1.93	0	34
NW_024396993.1	90180	161100	1.79	0	38
NW_024396994.1	58461	3066	0.05	0	2
Z	27171456	283956963	10.45	0	5695
NW_024396995.1	62500	660704	10.57	0	31
NW_024396996.1	298258	809108	2.71	0	97
NW_024396997.1	273553	389436	1.42	0	58
NW_024396998.1	156241	788111	5.04	0	80
NW_024396999.1	99202	202308	2.04	0	31
NW_024397000.1	94916	135792	1.43	0	42
NW_024397001.1	88807	121162	1.36	0	14
NW_024397002.1	64072	194632	3.04	0	24
NW_024397003.1	61578	85706	1.39	0	18
NW_024397004.1	58052	224068	3.86	0	393
NW_024397005.1	54715	70680	1.29	0	11
NW_024397006.1	47058	198547	4.22	0	24
NW_024397007.1	43016	64152	1.49	0	16
NW_024397008.1	36087	53398	1.48	0	18
NW_024397009.1	35142	76933	2.19	0	23
NW_024397010.1	34603	70556	2.04	0	32
NW_024397011.1	27521	1714	0.06	0	2
NW_024397012.1	26419	65388	2.48	0	32
NW_024397013.1	25606	1906	0.07	0	5
NW_024397014.1	15516	315137	20.31	0	52
NW_024397015.1	14473	47933	3.31	0	24
total	516571003	5259588661	10.18	0	40256
