chrom	length	bases	mean	min	max
1	21295481	1156309884	54.30	0	14433
NW_024396975.1	388293	15619022	40.22	0	1596
NW_024396976.1	23224	1091130	46.98	0	143
NW_024396977.1	213546	5986893	28.04	0	292
NW_024396978.1	91398	4973332	54.41	0	593
NW_024396979.1	80962	3506312	43.31	0	439
NW_024396980.1	66562	1571661	23.61	0	127
NW_024396981.1	46539	1873255	40.25	0	307
NW_024396982.1	40329	2330776	57.79	0	442
NW_024396983.1	33728	1204320	35.71	0	134
NW_024396984.1	28623	1406199	49.13	0	132
2	22235516	1208519429	54.35	0	2299
3	21656862	1176915651	54.34	0	24496
4	21559079	1151227009	53.40	0	5324
5	20978392	1128341147	53.79	0	20640
6	20779476	1151950231	55.44	0	11249
7	20310676	1098819079	54.10	0	26040
NW_024396985.1	154489	9889322	64.01	0	3801
NW_024396986.1	123767	4621152	37.34	0	420
8	20387885	1097239687	53.82	0	15081
9	19838782	1074651910	54.17	0	30451
10	19543518	1045130496	53.48	0	16885
11	19417568	1031975977	53.15	0	11148
12	19375358	1041944403	53.78	0	7872
13	18562731	992439111	53.46	0	27423
14	18514894	1002655405	54.15	0	9763
15	18474722	1003054260	54.29	0	31079
16	18405481	994282241	54.02	0	17167
17	17724597	951808008	53.70	0	19348
18	17526884	955701257	54.53	0	22442
19	17516122	1110509726	63.40	0	212924
20	17491101	933072634	53.35	0	19464
21	17150347	895797920	52.23	0	3548
22	15154462	817027345	53.91	0	14918
23	13181978	727310714	55.17	0	20904
24	13052829	729416145	55.88	0	12904
25	11599638	631006669	54.40	0	14978
26	9871873	606351832	61.42	0	21184
27	8980196	486852741	54.21	0	5252
W	2084383	29813856	14.30	0	591
NW_024396987.1	1336113	16628637	12.45	0	206
NW_024396988.1	721200	7901583	10.96	0	336
NW_024396989.1	702408	7697514	10.96	0	204
NW_024396990.1	436298	4581192	10.50	0	266
NW_024396991.1	291364	4758817	16.33	0	218
NW_024396992.1	183897	2212492	12.03	0	209
NW_024396993.1	90180	977446	10.84	0	177
NW_024396994.1	58461	15196	0.26	0	6
Z	27171456	1498586875	55.15	0	13398
NW_024396995.1	62500	4357079	69.71	0	202
NW_024396996.1	298258	3473969	11.65	0	169
NW_024396997.1	273553	1734233	6.34	0	236
NW_024396998.1	156241	4452368	28.50	0	286
NW_024396999.1	99202	993668	10.02	0	177
NW_024397000.1	94916	685790	7.23	0	283
NW_024397001.1	88807	570407	6.42	0	97
NW_024397002.1	64072	1047363	16.35	0	80
NW_024397003.1	61578	426269	6.92	0	161
NW_024397004.1	58052	680842	11.73	0	341
NW_024397005.1	54715	334525	6.11	0	44
NW_024397006.1	47058	1462256	31.07	0	190
NW_024397007.1	43016	286206	6.65	0	57
NW_024397008.1	36087	307277	8.51	0	100
NW_024397009.1	35142	440290	12.53	0	98
NW_024397010.1	34603	160455	4.64	0	74
NW_024397011.1	27521	5920	0.22	0	5
NW_024397012.1	26419	381180	14.43	0	266
NW_024397013.1	25606	8069	0.32	0	7
NW_024397014.1	15516	1614093	104.03	0	248
NW_024397015.1	14473	177561	12.27	0	127
total	516571003	27851157713	53.92	0	212924
