chrom	length	bases	mean	min	max
1	21295481	231082167	10.85	0	10959
NW_024396975.1	388293	3287753	8.47	0	983
NW_024396976.1	23224	133481	5.75	0	28
NW_024396977.1	213546	842867	3.95	0	32
NW_024396978.1	91398	567086	6.20	0	81
NW_024396979.1	80962	409515	5.06	0	59
NW_024396980.1	66562	204676	3.07	0	38
NW_024396981.1	46539	207187	4.45	0	43
NW_024396982.1	40329	273058	6.77	0	43
NW_024396983.1	33728	130934	3.88	0	20
NW_024396984.1	28623	152051	5.31	0	23
2	22235516	239660485	10.78	0	2479
3	21656862	239739590	11.07	0	9117
4	21559079	230936169	10.71	0	4370
5	20978392	224675362	10.71	0	11618
6	20779476	231944931	11.16	0	6213
7	20310676	221863533	10.92	0	10876
NW_024396985.1	154489	4641470	30.04	0	2686
NW_024396986.1	123767	1323556	10.69	0	107
8	20387885	219268550	10.75	0	9791
9	19838782	218392604	11.01	0	11151
10	19543518	210279752	10.76	0	7285
11	19417568	205499738	10.58	0	6365
12	19375358	211630749	10.92	0	4582
13	18562731	201195817	10.84	0	19099
14	18514894	200381708	10.82	0	7869
15	18474722	201494185	10.91	0	10333
16	18405481	203003698	11.03	0	10697
17	17724597	192244889	10.85	0	9192
18	17526884	191438201	10.92	0	9269
19	17516122	204127904	11.65	0	40632
20	17491101	187444921	10.72	0	9379
21	17150347	182545903	10.64	0	4411
22	15154462	166759080	11.00	0	9233
23	13181978	151890570	11.52	0	10025
24	13052829	154297009	11.82	0	7093
25	11599638	135528862	11.68	0	9380
26	9871873	129502282	13.12	0	15061
27	8980196	108554770	12.09	0	3415
W	2084383	5681549	2.73	0	173
NW_024396987.1	1336113	3505749	2.62	0	92
NW_024396988.1	721200	1422001	1.97	0	59
NW_024396989.1	702408	1429043	2.03	0	51
NW_024396990.1	436298	807566	1.85	0	47
NW_024396991.1	291364	854698	2.93	0	43
NW_024396992.1	183897	409266	2.23	0	46
NW_024396993.1	90180	162131	1.80	0	30
NW_024396994.1	58461	3849	0.07	0	3
Z	27171456	294560441	10.84	0	8163
NW_024396995.1	62500	678161	10.85	0	66
NW_024396996.1	298258	918105	3.08	0	86
NW_024396997.1	273553	444852	1.63	0	21
NW_024396998.1	156241	941772	6.03	0	97
NW_024396999.1	99202	289831	2.92	0	46
NW_024397000.1	94916	182133	1.92	0	46
NW_024397001.1	88807	134303	1.51	0	17
NW_024397002.1	64072	208493	3.25	0	26
NW_024397003.1	61578	108052	1.75	0	31
NW_024397004.1	58052	290041	5.00	0	445
NW_024397005.1	54715	97661	1.78	0	16
NW_024397006.1	47058	253693	5.39	0	45
NW_024397007.1	43016	70033	1.63	0	13
NW_024397008.1	36087	77260	2.14	0	26
NW_024397009.1	35142	92069	2.62	0	28
NW_024397010.1	34603	62386	1.80	0	28
NW_024397011.1	27521	1331	0.05	0	2
NW_024397012.1	26419	128528	4.86	0	52
NW_024397013.1	25606	1104	0.04	0	2
NW_024397014.1	15516	432630	27.88	0	97
NW_024397015.1	14473	42752	2.95	0	20
total	516571003	5621848546	10.88	0	40632
