chrom	length	bases	mean	min	max
1	21295481	42950366	2.02	0	3215
NW_024396975.1	388293	830411	2.14	0	321
NW_024396976.1	23224	21905	0.94	0	5
NW_024396977.1	213546	139508	0.65	0	9
NW_024396978.1	91398	89445	0.98	0	18
NW_024396979.1	80962	58870	0.73	0	7
NW_024396980.1	66562	23879	0.36	0	5
NW_024396981.1	46539	32922	0.71	0	8
NW_024396982.1	40329	36843	0.91	0	7
NW_024396983.1	33728	21962	0.65	0	6
NW_024396984.1	28623	20625	0.72	0	6
2	22235516	44342448	1.99	0	399
3	21656862	44590209	2.06	0	2957
4	21559079	42631271	1.98	0	873
5	20978392	41862266	2.00	0	2537
6	20779476	42340664	2.04	0	1124
7	20310676	40691584	2.00	0	3267
NW_024396985.1	154489	1745575	11.30	0	891
NW_024396986.1	123767	175683	1.42	0	18
8	20387885	40741830	2.00	0	1782
9	19838782	40322986	2.03	0	3530
10	19543518	38816778	1.99	0	2112
11	19417568	37946474	1.95	0	1603
12	19375358	38617552	1.99	0	1267
13	18562731	37519246	2.02	0	4365
14	18514894	36676356	1.98	0	1518
15	18474722	37280943	2.02	0	3396
16	18405481	38778899	2.11	0	4193
17	17724597	35051534	1.98	0	2314
18	17526884	35410170	2.02	0	2981
19	17516122	36406453	2.08	0	7248
20	17491101	34386539	1.97	0	2918
21	17150347	32945276	1.92	0	542
22	15154462	30515606	2.01	0	2147
23	13181978	27974986	2.12	0	3013
24	13052829	27456511	2.10	0	2173
25	11599638	24819706	2.14	0	2329
26	9871873	22617672	2.29	0	3373
27	8980196	20181238	2.25	0	981
W	2084383	990798	0.48	0	29
NW_024396987.1	1336113	635117	0.48	0	19
NW_024396988.1	721200	273737	0.38	0	20
NW_024396989.1	702408	270950	0.39	0	15
NW_024396990.1	436298	153368	0.35	0	17
NW_024396991.1	291364	152388	0.52	0	14
NW_024396992.1	183897	81571	0.44	0	14
NW_024396993.1	90180	31606	0.35	0	9
NW_024396994.1	58461	1155	0.02	0	1
Z	27171456	54788821	2.02	0	1956
NW_024396995.1	62500	121421	1.94	0	11
NW_024396996.1	298258	268142	0.90	0	61
NW_024396997.1	273553	70673	0.26	0	6
NW_024396998.1	156241	152164	0.97	0	35
NW_024396999.1	99202	38713	0.39	0	7
NW_024397000.1	94916	28500	0.30	0	8
NW_024397001.1	88807	23830	0.27	0	5
NW_024397002.1	64072	32957	0.51	0	6
NW_024397003.1	61578	15729	0.26	0	5
NW_024397004.1	58052	64862	1.12	0	122
NW_024397005.1	54715	11607	0.21	0	3
NW_024397006.1	47058	64985	1.38	0	9
NW_024397007.1	43016	13889	0.32	0	5
NW_024397008.1	36087	13207	0.37	0	3
NW_024397009.1	35142	22977	0.65	0	9
NW_024397010.1	34603	7069	0.20	0	10
NW_024397011.1	27521	1357	0.05	0	1
NW_024397012.1	26419	20109	0.76	0	9
NW_024397013.1	25606	270	0.01	0	1
NW_024397014.1	15516	48104	3.10	0	14
NW_024397015.1	14473	7374	0.51	0	6
total	516571003	1035480641	2.00	0	7248
