chrom	length	bases	mean	min	max
1	21295481	261034085	12.26	0	8698
NW_024396975.1	388293	3627770	9.34	0	765
NW_024396976.1	23224	206592	8.90	0	34
NW_024396977.1	213546	1168938	5.47	0	41
NW_024396978.1	91398	852128	9.32	0	154
NW_024396979.1	80962	653062	8.07	0	69
NW_024396980.1	66562	269058	4.04	0	33
NW_024396981.1	46539	314504	6.76	0	41
NW_024396982.1	40329	415241	10.30	0	68
NW_024396983.1	33728	206146	6.11	0	28
NW_024396984.1	28623	241602	8.44	0	31
2	22235516	271963095	12.23	0	3265
3	21656862	269186417	12.43	0	9310
4	21559079	259576215	12.04	0	4670
5	20978392	254653833	12.14	0	10395
6	20779476	258778320	12.45	0	6121
7	20310676	245706760	12.10	0	9859
NW_024396985.1	154489	4626424	29.95	0	2439
NW_024396986.1	123767	903397	7.30	0	91
8	20387885	248185251	12.17	0	7532
9	19838782	243876529	12.29	0	11450
10	19543518	237559016	12.16	0	8013
11	19417568	232160665	11.96	0	5751
12	19375358	233964501	12.08	0	3780
13	18562731	224902542	12.12	0	13420
14	18514894	225168229	12.16	0	8321
15	18474722	227030614	12.29	0	10682
16	18405481	224923346	12.22	0	7629
17	17724597	213367261	12.04	0	8707
18	17526884	214898907	12.26	0	9997
19	17516122	235452386	13.44	0	80283
20	17491101	209356214	11.97	0	8106
21	17150347	199569174	11.64	0	4664
22	15154462	182515057	12.04	0	9021
23	13181978	165552798	12.56	0	9297
24	13052829	163134728	12.50	0	6414
25	11599638	142759709	12.31	0	8599
26	9871873	134253466	13.60	0	12432
27	8980196	108071969	12.03	0	2302
W	2084383	70873725	34.00	0	241
NW_024396987.1	1336113	40004722	29.94	0	158
NW_024396988.1	721200	24490631	33.96	0	162
NW_024396989.1	702408	16403079	23.35	0	118
NW_024396990.1	436298	13074828	29.97	0	111
NW_024396991.1	291364	10649994	36.55	0	215
NW_024396992.1	183897	3852163	20.95	0	95
NW_024396993.1	90180	2494449	27.66	0	168
NW_024396994.1	58461	1744889	29.85	0	68
Z	27171456	183970325	6.77	0	8143
NW_024396995.1	62500	870562	13.93	0	45
NW_024396996.1	298258	965061	3.24	0	105
NW_024396997.1	273553	397447	1.45	0	16
NW_024396998.1	156241	850454	5.44	0	67
NW_024396999.1	99202	261133	2.63	0	43
NW_024397000.1	94916	168929	1.78	0	49
NW_024397001.1	88807	146243	1.65	0	26
NW_024397002.1	64072	228687	3.57	0	23
NW_024397003.1	61578	87883	1.43	0	28
NW_024397004.1	58052	230005	3.96	0	296
NW_024397005.1	54715	79044	1.44	0	23
NW_024397006.1	47058	280572	5.96	0	24
NW_024397007.1	43016	68380	1.59	0	12
NW_024397008.1	36087	58548	1.62	0	12
NW_024397009.1	35142	1032232	29.37	0	118
NW_024397010.1	34603	882283	25.50	0	55
NW_024397011.1	27521	847760	30.80	0	57
NW_024397012.1	26419	78918	2.99	0	41
NW_024397013.1	25606	725069	28.32	0	60
NW_024397014.1	15516	388053	25.01	0	63
NW_024397015.1	14473	361298	24.96	0	47
total	516571003	6277653315	12.15	0	80283
