chrom	length	bases	mean	min	max
1	21295481	247172976	11.61	0	2102
NW_024396975.1	388293	4339907	11.18	0	1404
NW_024396976.1	23224	189543	8.16	0	30
NW_024396977.1	213546	1218885	5.71	0	50
NW_024396978.1	91398	828202	9.06	0	97
NW_024396979.1	80962	546039	6.74	0	49
NW_024396980.1	66562	249182	3.74	0	45
NW_024396981.1	46539	293535	6.31	0	45
NW_024396982.1	40329	381326	9.46	0	73
NW_024396983.1	33728	170910	5.07	0	28
NW_024396984.1	28623	230210	8.04	0	28
2	22235516	257521881	11.58	0	425
3	21656862	250013263	11.54	0	1877
4	21559079	247730765	11.49	0	2464
5	20978392	239787911	11.43	0	1697
6	20779476	245287158	11.80	0	1120
7	20310676	235922477	11.62	0	2263
NW_024396985.1	154489	6867252	44.45	0	3654
NW_024396986.1	123767	1098523	8.88	0	106
8	20387885	233650769	11.46	0	3530
9	19838782	229587448	11.57	0	1936
10	19543518	222545304	11.39	0	1222
11	19417568	219854267	11.32	0	1029
12	19375358	223334151	11.53	0	4673
13	18562731	210339353	11.33	0	2574
14	18514894	214844045	11.60	0	1006
15	18474722	211967991	11.47	0	2225
16	18405481	218700702	11.88	0	12401
17	17724597	204192383	11.52	0	1865
18	17526884	203485541	11.61	0	1552
19	17516122	212506238	12.13	0	60830
20	17491101	199259954	11.39	0	1770
21	17150347	190933314	11.13	0	708
22	15154462	175428842	11.58	0	1634
23	13181978	158893491	12.05	0	1718
24	13052829	161851428	12.40	0	1461
25	11599638	142358660	12.27	0	2966
26	9871873	135750847	13.75	0	2047
27	8980196	114139824	12.71	0	652
W	2084383	6049776	2.90	0	164
NW_024396987.1	1336113	3631540	2.72	0	95
NW_024396988.1	721200	1540010	2.14	0	53
NW_024396989.1	702408	1538412	2.19	0	52
NW_024396990.1	436298	922823	2.12	0	67
NW_024396991.1	291364	955531	3.28	0	61
NW_024396992.1	183897	426889	2.32	0	37
NW_024396993.1	90180	168812	1.87	0	46
NW_024396994.1	58461	3073	0.05	0	2
Z	27171456	316348296	11.64	0	4044
NW_024396995.1	62500	728375	11.65	0	77
NW_024396996.1	298258	1126399	3.78	0	356
NW_024396997.1	273553	537628	1.97	0	26
NW_024396998.1	156241	1013890	6.49	0	108
NW_024396999.1	99202	320199	3.23	0	46
NW_024397000.1	94916	210704	2.22	0	54
NW_024397001.1	88807	191323	2.15	0	25
NW_024397002.1	64072	249715	3.90	0	22
NW_024397003.1	61578	126104	2.05	0	34
NW_024397004.1	58052	337677	5.82	0	486
NW_024397005.1	54715	106935	1.95	0	16
NW_024397006.1	47058	592343	12.59	0	55
NW_024397007.1	43016	88519	2.06	0	14
NW_024397008.1	36087	90995	2.52	0	32
NW_024397009.1	35142	123615	3.52	0	39
NW_024397010.1	34603	28497	0.82	0	14
NW_024397011.1	27521	523	0.02	0	1
NW_024397012.1	26419	103197	3.91	0	60
NW_024397013.1	25606	723	0.03	0	2
NW_024397014.1	15516	485543	31.29	0	87
NW_024397015.1	14473	34664	2.40	0	22
total	516571003	5961557227	11.54	0	60830
