chrom	length	bases	mean	min	max
1	21295481	252280809	11.85	0	11157
NW_024396975.1	388293	3157481	8.13	0	545
NW_024396976.1	23224	175012	7.54	0	30
NW_024396977.1	213546	958382	4.49	0	41
NW_024396978.1	91398	743246	8.13	0	104
NW_024396979.1	80962	537876	6.64	0	49
NW_024396980.1	66562	235270	3.53	0	48
NW_024396981.1	46539	262810	5.65	0	53
NW_024396982.1	40329	330974	8.21	0	59
NW_024396983.1	33728	163589	4.85	0	26
NW_024396984.1	28623	199508	6.97	0	27
2	22235516	261781449	11.77	0	3071
3	21656862	260561226	12.03	0	11513
4	21559079	252118878	11.69	0	6764
5	20978392	245811233	11.72	0	13607
6	20779476	254211241	12.23	0	6517
7	20310676	238896651	11.76	0	14059
NW_024396985.1	154489	3843438	24.88	0	1616
NW_024396986.1	123767	1005776	8.13	0	106
8	20387885	241486031	11.84	0	11008
9	19838782	237836085	11.99	0	14278
10	19543518	230050181	11.77	0	9708
11	19417568	224068957	11.54	0	8155
12	19375358	225944206	11.66	0	5103
13	18562731	220303763	11.87	0	23724
14	18514894	216960663	11.72	0	10618
15	18474722	220471259	11.93	0	13465
16	18405481	219826891	11.94	0	9962
17	17724597	207577986	11.71	0	10247
18	17526884	208491743	11.90	0	11642
19	17516122	217285828	12.40	0	51197
20	17491101	203325240	11.62	0	10569
21	17150347	194971557	11.37	0	4974
22	15154462	177445234	11.71	0	12776
23	13181978	161572376	12.26	0	12504
24	13052829	157928724	12.10	0	8152
25	11599638	136584907	11.77	0	14144
26	9871873	132129765	13.38	0	24410
27	8980196	105857065	11.79	0	2212
W	2084383	72703270	34.88	0	291
NW_024396987.1	1336113	39539652	29.59	0	168
NW_024396988.1	721200	24412716	33.85	0	189
NW_024396989.1	702408	15991844	22.77	0	121
NW_024396990.1	436298	12855747	29.47	0	132
NW_024396991.1	291364	10468496	35.93	0	210
NW_024396992.1	183897	3677351	20.00	0	93
NW_024396993.1	90180	2460893	27.29	0	214
NW_024396994.1	58461	1675986	28.67	0	69
Z	27171456	177382046	6.53	0	10123
NW_024396995.1	62500	857334	13.72	0	53
NW_024396996.1	298258	851342	2.85	0	66
NW_024396997.1	273553	376616	1.38	0	48
NW_024396998.1	156241	731817	4.68	0	49
NW_024396999.1	99202	234712	2.37	0	34
NW_024397000.1	94916	158632	1.67	0	49
NW_024397001.1	88807	130662	1.47	0	18
NW_024397002.1	64072	216752	3.38	0	23
NW_024397003.1	61578	91768	1.49	0	19
NW_024397004.1	58052	189664	3.27	0	201
NW_024397005.1	54715	76514	1.40	0	11
NW_024397006.1	47058	200408	4.26	0	28
NW_024397007.1	43016	67987	1.58	0	11
NW_024397008.1	36087	66660	1.85	0	20
NW_024397009.1	35142	1019644	29.01	0	102
NW_024397010.1	34603	919092	26.56	0	62
NW_024397011.1	27521	840880	30.55	0	56
NW_024397012.1	26419	83396	3.16	0	46
NW_024397013.1	25606	692794	27.06	0	62
NW_024397014.1	15516	271100	17.47	0	53
NW_024397015.1	14473	336434	23.25	0	60
total	516571003	6086975519	11.78	0	51197
