chrom	length	bases	mean	min	max
1	21295481	200118872	9.40	0	4408
NW_024396975.1	388293	2685737	6.92	0	524
NW_024396976.1	23224	123913	5.34	0	24
NW_024396977.1	213546	749787	3.51	0	30
NW_024396978.1	91398	508548	5.56	0	87
NW_024396979.1	80962	373392	4.61	0	34
NW_024396980.1	66562	177636	2.67	0	60
NW_024396981.1	46539	179447	3.86	0	28
NW_024396982.1	40329	237079	5.88	0	33
NW_024396983.1	33728	121095	3.59	0	18
NW_024396984.1	28623	139548	4.88	0	21
2	22235516	210091658	9.45	0	1695
3	21656862	206351192	9.53	0	4997
4	21559079	201052374	9.33	0	1901
5	20978392	196104861	9.35	0	4815
6	20779476	199712184	9.61	0	2640
7	20310676	188992832	9.31	0	5545
NW_024396985.1	154489	3704821	23.98	0	2265
NW_024396986.1	123767	822836	6.65	0	95
8	20387885	190431249	9.34	0	3642
9	19838782	185609501	9.36	0	6203
10	19543518	182287382	9.33	0	4288
11	19417568	178656838	9.20	0	2894
12	19375358	180200862	9.30	0	2675
13	18562731	171022198	9.21	0	6498
14	18514894	172586184	9.32	0	3540
15	18474722	173252904	9.38	0	5973
16	18405481	172168035	9.35	0	6908
17	17724597	162852666	9.19	0	5034
18	17526884	164343945	9.38	0	5517
19	17516122	190855051	10.90	0	38677
20	17491101	161576119	9.24	0	4440
21	17150347	153452938	8.95	0	2183
22	15154462	139814134	9.23	0	4029
23	13181978	124374575	9.44	0	5036
24	13052829	125464866	9.61	0	3906
25	11599638	109542437	9.44	0	4262
26	9871873	105118099	10.65	0	5283
27	8980196	82985799	9.24	0	1377
W	2084383	4595020	2.20	0	96
NW_024396987.1	1336113	3091040	2.31	0	64
NW_024396988.1	721200	1274927	1.77	0	50
NW_024396989.1	702408	1400918	1.99	0	77
NW_024396990.1	436298	737200	1.69	0	44
NW_024396991.1	291364	755056	2.59	0	42
NW_024396992.1	183897	359942	1.96	0	32
NW_024396993.1	90180	145011	1.61	0	29
NW_024396994.1	58461	4822	0.08	0	2
Z	27171456	261662139	9.63	0	3690
NW_024396995.1	62500	677025	10.83	0	45
NW_024396996.1	298258	807216	2.71	0	75
NW_024396997.1	273553	340068	1.24	0	20
NW_024396998.1	156241	834613	5.34	0	59
NW_024396999.1	99202	205840	2.07	0	27
NW_024397000.1	94916	126233	1.33	0	32
NW_024397001.1	88807	110742	1.25	0	18
NW_024397002.1	64072	187915	2.93	0	18
NW_024397003.1	61578	77135	1.25	0	24
NW_024397004.1	58052	208429	3.59	0	222
NW_024397005.1	54715	61005	1.11	0	32
NW_024397006.1	47058	255085	5.42	0	26
NW_024397007.1	43016	50719	1.18	0	12
NW_024397008.1	36087	51581	1.43	0	15
NW_024397009.1	35142	92866	2.64	0	26
NW_024397010.1	34603	63092	1.82	0	26
NW_024397011.1	27521	1847	0.07	0	2
NW_024397012.1	26419	67616	2.56	0	29
NW_024397013.1	25606	1281	0.05	0	2
NW_024397014.1	15516	280994	18.11	0	52
NW_024397015.1	14473	31924	2.21	0	22
total	516571003	4817402895	9.33	0	38677
