chrom	length	bases	mean	min	max
1	21295481	243982324	11.46	0	3643
NW_024396975.1	388293	2901787	7.47	0	829
NW_024396976.1	23224	110100	4.74	0	23
NW_024396977.1	213546	827510	3.88	0	44
NW_024396978.1	91398	438406	4.80	0	82
NW_024396979.1	80962	299904	3.70	0	33
NW_024396980.1	66562	150937	2.27	0	40
NW_024396981.1	46539	158051	3.40	0	21
NW_024396982.1	40329	182161	4.52	0	25
NW_024396983.1	33728	95773	2.84	0	15
NW_024396984.1	28623	112962	3.95	0	15
2	22235516	257042640	11.56	0	832
3	21656862	249694992	11.53	0	3680
4	21559079	245343067	11.38	0	1607
5	20978392	237632122	11.33	0	3231
6	20779476	243306667	11.71	0	1852
7	20310676	232759909	11.46	0	4157
NW_024396985.1	154489	5232240	33.87	0	2332
NW_024396986.1	123767	964377	7.79	0	83
8	20387885	231959998	11.38	0	2446
9	19838782	227774498	11.48	0	3731
10	19543518	221615749	11.34	0	2322
11	19417568	218757165	11.27	0	1867
12	19375358	220411281	11.38	0	3361
13	18562731	208838592	11.25	0	4872
14	18514894	209768501	11.33	0	1954
15	18474722	210978060	11.42	0	3910
16	18405481	212686747	11.56	0	9383
17	17724597	199402625	11.25	0	3502
18	17526884	201564729	11.50	0	3088
19	17516122	229536963	13.10	0	41997
20	17491101	197581712	11.30	0	3207
21	17150347	191261490	11.15	0	1211
22	15154462	172311394	11.37	0	3131
23	13181978	155321167	11.78	0	3205
24	13052829	155550279	11.92	0	2669
25	11599638	136976819	11.81	0	2994
26	9871873	131169665	13.29	0	3971
27	8980196	105354368	11.73	0	747
W	2084383	60830754	29.18	0	222
NW_024396987.1	1336113	33366315	24.97	0	168
NW_024396988.1	721200	20608056	28.57	0	169
NW_024396989.1	702408	13511510	19.24	0	90
NW_024396990.1	436298	10368912	23.77	0	124
NW_024396991.1	291364	8665386	29.74	0	179
NW_024396992.1	183897	3072026	16.71	0	93
NW_024396993.1	90180	1987792	22.04	0	177
NW_024396994.1	58461	1372213	23.47	0	57
Z	27171456	172025692	6.33	0	3340
NW_024396995.1	62500	821184	13.14	0	45
NW_024396996.1	298258	1119793	3.75	0	114
NW_024396997.1	273553	566755	2.07	0	72
NW_024396998.1	156241	869684	5.57	0	63
NW_024396999.1	99202	301075	3.03	0	36
NW_024397000.1	94916	204454	2.15	0	51
NW_024397001.1	88807	177918	2.00	0	22
NW_024397002.1	64072	233187	3.64	0	18
NW_024397003.1	61578	134861	2.19	0	32
NW_024397004.1	58052	259306	4.47	0	352
NW_024397005.1	54715	92400	1.69	0	11
NW_024397006.1	47058	369539	7.85	0	33
NW_024397007.1	43016	104749	2.44	0	14
NW_024397008.1	36087	73712	2.04	0	20
NW_024397009.1	35142	811035	23.08	0	71
NW_024397010.1	34603	722607	20.88	0	59
NW_024397011.1	27521	627650	22.81	0	45
NW_024397012.1	26419	88420	3.35	0	54
NW_024397013.1	25606	563786	22.02	0	47
NW_024397014.1	15516	349169	22.50	0	73
NW_024397015.1	14473	317129	21.91	0	54
total	516571003	5894674800	11.41	0	41997
