chrom	length	bases	mean	min	max
1	21295481	238978132	11.22	0	4875
NW_024396975.1	388293	3010815	7.75	0	528
NW_024396976.1	23224	138138	5.95	0	27
NW_024396977.1	213546	878326	4.11	0	43
NW_024396978.1	91398	612403	6.70	0	110
NW_024396979.1	80962	457711	5.65	0	43
NW_024396980.1	66562	208289	3.13	0	35
NW_024396981.1	46539	200354	4.31	0	29
NW_024396982.1	40329	261067	6.47	0	45
NW_024396983.1	33728	124800	3.70	0	22
NW_024396984.1	28623	154892	5.41	0	24
2	22235516	251221501	11.30	0	1938
3	21656862	247297842	11.42	0	7698
4	21559079	240085472	11.14	0	2800
5	20978392	235657850	11.23	0	5493
6	20779476	241639574	11.63	0	3494
7	20310676	226687992	11.16	0	6223
NW_024396985.1	154489	3937574	25.49	0	2833
NW_024396986.1	123767	838253	6.77	0	76
8	20387885	228611131	11.21	0	5187
9	19838782	223198822	11.25	0	6079
10	19543518	218350985	11.17	0	5108
11	19417568	214020384	11.02	0	3148
12	19375358	220355669	11.37	0	2608
13	18562731	206498128	11.12	0	7826
14	18514894	207009088	11.18	0	5247
15	18474722	208025130	11.26	0	5925
16	18405481	206226043	11.20	0	6172
17	17724597	196694782	11.10	0	5285
18	17526884	196845673	11.23	0	5283
19	17516122	240372169	13.72	0	44384
20	17491101	192860016	11.03	0	5214
21	17150347	186014473	10.85	0	2957
22	15154462	167899377	11.08	0	6777
23	13181978	149432517	11.34	0	5086
24	13052829	149953662	11.49	0	4253
25	11599638	130523964	11.25	0	6513
26	9871873	125372126	12.70	0	10341
27	8980196	102171504	11.38	0	1359
W	2084383	61206011	29.36	0	216
NW_024396987.1	1336113	33819682	25.31	0	103
NW_024396988.1	721200	20928047	29.02	0	147
NW_024396989.1	702408	13889531	19.77	0	105
NW_024396990.1	436298	11200811	25.67	0	117
NW_024396991.1	291364	9109585	31.27	0	204
NW_024396992.1	183897	3259381	17.72	0	82
NW_024396993.1	90180	2098925	23.27	0	156
NW_024396994.1	58461	1436158	24.57	0	56
Z	27171456	170000522	6.26	0	4465
NW_024396995.1	62500	818200	13.09	0	58
NW_024396996.1	298258	932719	3.13	0	78
NW_024396997.1	273553	452897	1.66	0	67
NW_024396998.1	156241	873169	5.59	0	78
NW_024396999.1	99202	248084	2.50	0	32
NW_024397000.1	94916	166125	1.75	0	44
NW_024397001.1	88807	143749	1.62	0	12
NW_024397002.1	64072	226237	3.53	0	22
NW_024397003.1	61578	89488	1.45	0	21
NW_024397004.1	58052	216373	3.73	0	208
NW_024397005.1	54715	79298	1.45	0	11
NW_024397006.1	47058	178270	3.79	0	21
NW_024397007.1	43016	70161	1.63	0	28
NW_024397008.1	36087	70497	1.95	0	22
NW_024397009.1	35142	895635	25.49	0	102
NW_024397010.1	34603	790734	22.85	0	52
NW_024397011.1	27521	693079	25.18	0	52
NW_024397012.1	26419	77789	2.94	0	44
NW_024397013.1	25606	590553	23.06	0	53
NW_024397014.1	15516	314588	20.28	0	55
NW_024397015.1	14473	356309	24.62	0	56
total	516571003	5798059235	11.22	0	44384
