chrom	length	bases	mean	min	max
1	21295481	264643096	12.43	0	7028
NW_024396975.1	388293	4663418	12.01	0	1015
NW_024396976.1	23224	243227	10.47	0	50
NW_024396977.1	213546	1658549	7.77	0	67
NW_024396978.1	91398	1121368	12.27	0	145
NW_024396979.1	80962	764629	9.44	0	87
NW_024396980.1	66562	356712	5.36	0	35
NW_024396981.1	46539	445338	9.57	0	77
NW_024396982.1	40329	542722	13.46	0	92
NW_024396983.1	33728	285824	8.47	0	40
NW_024396984.1	28623	329301	11.50	0	39
2	22235516	272503648	12.26	0	1330
3	21656862	266337569	12.30	0	5942
4	21559079	263799490	12.24	0	1900
5	20978392	254485871	12.13	0	5841
6	20779476	258891569	12.46	0	4281
7	20310676	251186186	12.37	0	6672
NW_024396985.1	154489	5002605	32.38	0	3877
NW_024396986.1	123767	1173064	9.48	0	95
8	20387885	249493967	12.24	0	4657
9	19838782	245585077	12.38	0	6053
10	19543518	237237764	12.14	0	4252
11	19417568	233220539	12.01	0	3075
12	19375358	239248894	12.35	0	3565
13	18562731	225093053	12.13	0	9317
14	18514894	227519926	12.29	0	3565
15	18474722	227682858	12.32	0	6605
16	18405481	228882655	12.44	0	6339
17	17724597	216493888	12.21	0	6121
18	17526884	216868208	12.37	0	4930
19	17516122	238440088	13.61	0	42375
20	17491101	211353721	12.08	0	5568
21	17150347	204744936	11.94	0	2301
22	15154462	188268601	12.42	0	5429
23	13181978	171186799	12.99	0	5650
24	13052829	168704206	12.92	0	5053
25	11599638	149625068	12.90	0	5826
26	9871873	138122654	13.99	0	8301
27	8980196	122569665	13.65	0	1136
W	2084383	5941887	2.85	0	120
NW_024396987.1	1336113	3623824	2.71	0	74
NW_024396988.1	721200	1648405	2.29	0	57
NW_024396989.1	702408	1597631	2.27	0	81
NW_024396990.1	436298	858443	1.97	0	49
NW_024396991.1	291364	957402	3.29	0	49
NW_024396992.1	183897	409279	2.23	0	46
NW_024396993.1	90180	147668	1.64	0	39
NW_024396994.1	58461	3949	0.07	0	4
Z	27171456	332733195	12.25	0	4394
NW_024396995.1	62500	693057	11.09	0	66
NW_024396996.1	298258	1063000	3.56	0	173
NW_024396997.1	273553	713441	2.61	0	223
NW_024396998.1	156241	1053977	6.75	0	113
NW_024396999.1	99202	320088	3.23	0	38
NW_024397000.1	94916	252044	2.66	0	41
NW_024397001.1	88807	221282	2.49	0	30
NW_024397002.1	64072	249230	3.89	0	29
NW_024397003.1	61578	168940	2.74	0	31
NW_024397004.1	58052	330055	5.69	0	459
NW_024397005.1	54715	140538	2.57	0	19
NW_024397006.1	47058	317699	6.75	0	69
NW_024397007.1	43016	126699	2.95	0	30
NW_024397008.1	36087	109259	3.03	0	29
NW_024397009.1	35142	109765	3.12	0	44
NW_024397010.1	34603	29166	0.84	0	24
NW_024397011.1	27521	1988	0.07	0	3
NW_024397012.1	26419	118349	4.48	0	40
NW_024397013.1	25606	3045	0.12	0	5
NW_024397014.1	15516	346805	22.35	0	63
NW_024397015.1	14473	43784	3.03	0	29
total	516571003	6343110647	12.28	0	42375
