chrom	length	bases	mean	min	max
1	21295481	391432926	18.38	0	6221
NW_024396975.1	388293	5311161	13.68	0	503
NW_024396976.1	23224	299578	12.90	0	46
NW_024396977.1	213546	1713129	8.02	0	79
NW_024396978.1	91398	1370304	14.99	0	205
NW_024396979.1	80962	1066577	13.17	0	117
NW_024396980.1	66562	492644	7.40	0	58
NW_024396981.1	46539	510209	10.96	0	83
NW_024396982.1	40329	660701	16.38	0	141
NW_024396983.1	33728	311919	9.25	0	43
NW_024396984.1	28623	387248	13.53	0	45
2	22235516	409776393	18.43	0	1345
3	21656862	401059404	18.52	0	9016
4	21559079	390138322	18.10	0	1757
5	20978392	380709794	18.15	0	7614
6	20779476	388307272	18.69	0	4180
7	20310676	368312912	18.13	0	9425
NW_024396985.1	154489	5348313	34.62	0	1650
NW_024396986.1	123767	1812301	14.64	0	225
8	20387885	370766307	18.19	0	5330
9	19838782	362111690	18.25	0	11197
10	19543518	352956588	18.06	0	6526
11	19417568	349153382	17.98	0	4429
12	19375358	350428722	18.09	0	3248
13	18562731	335802492	18.09	0	10964
14	18514894	336808690	18.19	0	3376
15	18474722	338953863	18.35	0	11483
16	18405481	340528103	18.50	0	7490
17	17724597	321601962	18.14	0	7729
18	17526884	321057150	18.32	0	9311
19	17516122	356256960	20.34	0	61459
20	17491101	314915134	18.00	0	8201
21	17150347	304833572	17.77	0	1536
22	15154462	274208874	18.09	0	6520
23	13181978	241977820	18.36	0	8924
24	13052829	243099737	18.62	0	6022
25	11599638	211139871	18.20	0	4566
26	9871873	195989529	19.85	0	6704
27	8980196	169756932	18.90	0	5501
W	2084383	112040304	53.75	0	337
NW_024396987.1	1336113	62810562	47.01	0	180
NW_024396988.1	721200	39823540	55.22	0	279
NW_024396989.1	702408	26548940	37.80	0	181
NW_024396990.1	436298	21694790	49.72	0	181
NW_024396991.1	291364	16803186	57.67	0	357
NW_024396992.1	183897	6362956	34.60	0	147
NW_024396993.1	90180	4160066	46.13	0	268
NW_024396994.1	58461	2852961	48.80	0	100
Z	27171456	276976017	10.19	0	5927
NW_024396995.1	62500	1457266	23.32	0	67
NW_024396996.1	298258	1409243	4.72	0	90
NW_024396997.1	273553	655416	2.40	0	31
NW_024396998.1	156241	1277676	8.18	0	92
NW_024396999.1	99202	422859	4.26	0	63
NW_024397000.1	94916	265757	2.80	0	69
NW_024397001.1	88807	215934	2.43	0	32
NW_024397002.1	64072	346056	5.40	0	42
NW_024397003.1	61578	141355	2.30	0	43
NW_024397004.1	58052	313713	5.40	0	264
NW_024397005.1	54715	113795	2.08	0	24
NW_024397006.1	47058	484749	10.30	0	43
NW_024397007.1	43016	124820	2.90	0	37
NW_024397008.1	36087	102558	2.84	0	23
NW_024397009.1	35142	1759118	50.06	0	152
NW_024397010.1	34603	1518654	43.89	0	89
NW_024397011.1	27521	1405056	51.05	0	89
NW_024397012.1	26419	147220	5.57	0	85
NW_024397013.1	25606	1171089	45.73	0	90
NW_024397014.1	15516	549039	35.39	0	130
NW_024397015.1	14473	585135	40.43	0	87
total	516571003	9425908315	18.25	0	61459
