chrom	length	bases	mean	min	max
1	21295481	174890810	8.21	0	3344
NW_024396975.1	388293	2714353	6.99	0	367
NW_024396976.1	23224	175756	7.57	0	28
NW_024396977.1	213546	866484	4.06	0	44
NW_024396978.1	91398	674405	7.38	0	102
NW_024396979.1	80962	492293	6.08	0	76
NW_024396980.1	66562	211480	3.18	0	26
NW_024396981.1	46539	250738	5.39	0	42
NW_024396982.1	40329	322191	7.99	0	50
NW_024396983.1	33728	153887	4.56	0	22
NW_024396984.1	28623	184395	6.44	0	26
2	22235516	182390753	8.20	0	731
3	21656862	179457171	8.29	0	4680
4	21559079	174458135	8.09	0	908
5	20978392	170153853	8.11	0	4018
6	20779476	173367046	8.34	0	1944
7	20310676	163750133	8.06	0	4791
NW_024396985.1	154489	2458063	15.91	0	1092
NW_024396986.1	123767	658002	5.32	0	83
8	20387885	165436136	8.11	0	3058
9	19838782	160811705	8.11	0	5492
10	19543518	158152669	8.09	0	3667
11	19417568	155197000	7.99	0	2080
12	19375358	155889512	8.05	0	1629
13	18562731	149125567	8.03	0	4726
14	18514894	150172766	8.11	0	1997
15	18474722	150277965	8.13	0	5921
16	18405481	150225465	8.16	0	4901
17	17724597	141448843	7.98	0	3873
18	17526884	143649375	8.20	0	4705
19	17516122	147953481	8.45	0	26415
20	17491101	140801834	8.05	0	4488
21	17150347	133431921	7.78	0	875
22	15154462	121344217	8.01	0	3516
23	13181978	108754530	8.25	0	4368
24	13052829	110495374	8.47	0	3261
25	11599638	95452122	8.23	0	2267
26	9871873	91049378	9.22	0	3275
27	8980196	74200504	8.26	0	1218
W	2084383	4361619	2.09	0	96
NW_024396987.1	1336113	2645975	1.98	0	68
NW_024396988.1	721200	1161793	1.61	0	49
NW_024396989.1	702408	1230099	1.75	0	46
NW_024396990.1	436298	655742	1.50	0	35
NW_024396991.1	291364	698820	2.40	0	37
NW_024396992.1	183897	324545	1.76	0	29
NW_024396993.1	90180	148227	1.64	0	31
NW_024396994.1	58461	2582	0.04	0	2
Z	27171456	229175865	8.43	0	3155
NW_024396995.1	62500	565699	9.05	0	43
NW_024396996.1	298258	692988	2.32	0	56
NW_024396997.1	273553	300578	1.10	0	18
NW_024396998.1	156241	724361	4.64	0	44
NW_024396999.1	99202	170063	1.71	0	27
NW_024397000.1	94916	114559	1.21	0	23
NW_024397001.1	88807	100883	1.14	0	14
NW_024397002.1	64072	162475	2.54	0	16
NW_024397003.1	61578	70436	1.14	0	19
NW_024397004.1	58052	156077	2.69	0	169
NW_024397005.1	54715	54972	1.00	0	14
NW_024397006.1	47058	153878	3.27	0	28
NW_024397007.1	43016	61676	1.43	0	11
NW_024397008.1	36087	47331	1.31	0	15
NW_024397009.1	35142	65918	1.88	0	18
NW_024397010.1	34603	54300	1.57	0	22
NW_024397011.1	27521	2630	0.10	0	3
NW_024397012.1	26419	63421	2.40	0	24
NW_024397013.1	25606	1066	0.04	0	2
NW_024397014.1	15516	282430	18.20	0	51
NW_024397015.1	14473	26970	1.86	0	19
total	516571003	4175778290	8.08	0	26415
