chrom	length	bases	mean	min	max
1	21295481	241828554	11.36	0	8900
NW_024396975.1	388293	3110684	8.01	0	632
NW_024396976.1	23224	122797	5.29	0	25
NW_024396977.1	213546	865220	4.05	0	37
NW_024396978.1	91398	650695	7.12	0	106
NW_024396979.1	80962	447591	5.53	0	43
NW_024396980.1	66562	235429	3.54	0	37
NW_024396981.1	46539	237131	5.10	0	27
NW_024396982.1	40329	305201	7.57	0	44
NW_024396983.1	33728	144832	4.29	0	24
NW_024396984.1	28623	184642	6.45	0	26
2	22235516	252866389	11.37	0	3497
3	21656862	251396448	11.61	0	12598
4	21559079	241845589	11.22	0	5984
5	20978392	236577552	11.28	0	12319
6	20779476	240833120	11.59	0	6522
7	20310676	228703258	11.26	0	10005
NW_024396985.1	154489	3775705	24.44	0	1999
NW_024396986.1	123767	785134	6.34	0	68
8	20387885	230362662	11.30	0	10441
9	19838782	225211377	11.35	0	12049
10	19543518	220721197	11.29	0	9624
11	19417568	215651546	11.11	0	6140
12	19375358	216990410	11.20	0	4079
13	18562731	208520409	11.23	0	15583
14	18514894	209709959	11.33	0	10943
15	18474722	211370842	11.44	0	11086
16	18405481	210948542	11.46	0	7425
17	17724597	197211444	11.13	0	9662
18	17526884	197837782	11.29	0	9556
19	17516122	214952223	12.27	0	77309
20	17491101	194002184	11.09	0	8446
21	17150347	185068730	10.79	0	5838
22	15154462	169140021	11.16	0	13183
23	13181978	147574687	11.20	0	9763
24	13052829	146600932	11.23	0	6737
25	11599638	128255921	11.06	0	11170
26	9871873	117275227	11.88	0	18569
27	8980196	103749393	11.55	0	3907
W	2084383	6066681	2.91	0	157
NW_024396987.1	1336113	3381628	2.53	0	52
NW_024396988.1	721200	1488793	2.06	0	53
NW_024396989.1	702408	1638091	2.33	0	50
NW_024396990.1	436298	879341	2.02	0	54
NW_024396991.1	291364	907257	3.11	0	52
NW_024396992.1	183897	456296	2.48	0	36
NW_024396993.1	90180	192247	2.13	0	43
NW_024396994.1	58461	5466	0.09	0	3
Z	27171456	315583810	11.61	0	8605
NW_024396995.1	62500	800435	12.81	0	55
NW_024396996.1	298258	897052	3.01	0	87
NW_024396997.1	273553	398576	1.46	0	18
NW_024396998.1	156241	799375	5.12	0	61
NW_024396999.1	99202	228984	2.31	0	36
NW_024397000.1	94916	166843	1.76	0	48
NW_024397001.1	88807	126002	1.42	0	22
NW_024397002.1	64072	198986	3.11	0	21
NW_024397003.1	61578	89495	1.45	0	25
NW_024397004.1	58052	198822	3.42	0	269
NW_024397005.1	54715	79984	1.46	0	11
NW_024397006.1	47058	370619	7.88	0	27
NW_024397007.1	43016	64626	1.50	0	13
NW_024397008.1	36087	71893	1.99	0	17
NW_024397009.1	35142	116365	3.31	0	34
NW_024397010.1	34603	47043	1.36	0	20
NW_024397011.1	27521	2080	0.08	0	2
NW_024397012.1	26419	74105	2.80	0	57
NW_024397013.1	25606	3882	0.15	0	3
NW_024397014.1	15516	251828	16.23	0	45
NW_024397015.1	14473	51592	3.56	0	20
total	516571003	5791709656	11.21	0	77309
