chrom	length	bases	mean	min	max
1	21295481	233191139	10.95	0	3982
NW_024396975.1	388293	2333252	6.01	0	500
NW_024396976.1	23224	80222	3.45	0	19
NW_024396977.1	213546	581890	2.72	0	35
NW_024396978.1	91398	288777	3.16	0	40
NW_024396979.1	80962	224483	2.77	0	34
NW_024396980.1	66562	114177	1.72	0	49
NW_024396981.1	46539	95873	2.06	0	26
NW_024396982.1	40329	119234	2.96	0	31
NW_024396983.1	33728	52473	1.56	0	14
NW_024396984.1	28623	70911	2.48	0	16
2	22235516	245456095	11.04	0	1064
3	21656862	240238264	11.09	0	5319
4	21559079	234325792	10.87	0	1428
5	20978392	228595252	10.90	0	4264
6	20779476	232256833	11.18	0	1974
7	20310676	220816776	10.87	0	5225
NW_024396985.1	154489	3859140	24.98	0	2160
NW_024396986.1	123767	1006400	8.13	0	77
8	20387885	222462073	10.91	0	2633
9	19838782	217111401	10.94	0	4473
10	19543518	212016391	10.85	0	3372
11	19417568	208084077	10.72	0	2339
12	19375358	210275750	10.85	0	2502
13	18562731	200594830	10.81	0	6011
14	18514894	201573161	10.89	0	2782
15	18474722	201128124	10.89	0	4350
16	18405481	201449069	10.95	0	6154
17	17724597	191163193	10.79	0	4038
18	17526884	192259113	10.97	0	4215
19	17516122	203321195	11.61	0	34242
20	17491101	189052507	10.81	0	4733
21	17150347	181687125	10.59	0	1044
22	15154462	163718868	10.80	0	3300
23	13181978	146503282	11.11	0	4226
24	13052829	148106249	11.35	0	3546
25	11599638	128217972	11.05	0	3790
26	9871873	121714349	12.33	0	5497
27	8980196	103625503	11.54	0	3116
W	2084383	66085325	31.70	0	224
NW_024396987.1	1336113	36844915	27.58	0	121
NW_024396988.1	721200	23032699	31.94	0	170
NW_024396989.1	702408	15302879	21.79	0	109
NW_024396990.1	436298	12174106	27.90	0	128
NW_024396991.1	291364	9793136	33.61	0	248
NW_024396992.1	183897	3630801	19.74	0	91
NW_024396993.1	90180	2349060	26.05	0	187
NW_024396994.1	58461	1594577	27.28	0	60
Z	27171456	166375515	6.12	0	2703
NW_024396995.1	62500	763672	12.22	0	66
NW_024396996.1	298258	930822	3.12	0	78
NW_024396997.1	273553	429652	1.57	0	22
NW_024396998.1	156241	771678	4.94	0	70
NW_024396999.1	99202	262691	2.65	0	38
NW_024397000.1	94916	161724	1.70	0	40
NW_024397001.1	88807	132918	1.50	0	12
NW_024397002.1	64072	217304	3.39	0	18
NW_024397003.1	61578	105223	1.71	0	21
NW_024397004.1	58052	223536	3.85	0	186
NW_024397005.1	54715	86754	1.59	0	9
NW_024397006.1	47058	250874	5.33	0	30
NW_024397007.1	43016	80882	1.88	0	14
NW_024397008.1	36087	71782	1.99	0	20
NW_024397009.1	35142	976361	27.78	0	89
NW_024397010.1	34603	887399	25.65	0	63
NW_024397011.1	27521	767682	27.89	0	50
NW_024397012.1	26419	101335	3.84	0	52
NW_024397013.1	25606	665877	26.00	0	51
NW_024397014.1	15516	389994	25.13	0	73
NW_024397015.1	14473	350581	24.22	0	47
total	516571003	5633582969	10.91	0	34242
