chrom	length	bases	mean	min	max
1	21295481	218848821	10.28	0	4254
NW_024396975.1	388293	2865266	7.38	0	447
NW_024396976.1	23224	170810	7.35	0	28
NW_024396977.1	213546	1030190	4.82	0	35
NW_024396978.1	91398	773339	8.46	0	111
NW_024396979.1	80962	520778	6.43	0	53
NW_024396980.1	66562	252536	3.79	0	29
NW_024396981.1	46539	286354	6.15	0	40
NW_024396982.1	40329	352363	8.74	0	63
NW_024396983.1	33728	184804	5.48	0	26
NW_024396984.1	28623	219741	7.68	0	33
2	22235516	228832349	10.29	0	889
3	21656862	225302466	10.40	0	5488
4	21559079	218312055	10.13	0	1027
5	20978392	213458941	10.18	0	4264
6	20779476	219122973	10.55	0	2142
7	20310676	207519394	10.22	0	5163
NW_024396985.1	154489	2971540	19.23	0	1492
NW_024396986.1	123767	866143	7.00	0	125
8	20387885	207581314	10.18	0	3273
9	19838782	202439184	10.20	0	5821
10	19543518	197945338	10.13	0	3544
11	19417568	195089263	10.05	0	2215
12	19375358	196240853	10.13	0	2201
13	18562731	187842540	10.12	0	5711
14	18514894	188472465	10.18	0	2160
15	18474722	189235243	10.24	0	6309
16	18405481	189243423	10.28	0	4960
17	17724597	178571890	10.07	0	4325
18	17526884	181284139	10.34	0	4843
19	17516122	198842587	11.35	0	28365
20	17491101	175891001	10.06	0	4992
21	17150347	167801404	9.78	0	891
22	15154462	153807649	10.15	0	4220
23	13181978	136836415	10.38	0	4947
24	13052829	137652989	10.55	0	3728
25	11599638	119480578	10.30	0	2694
26	9871873	114724339	11.62	0	3578
27	8980196	91198539	10.16	0	1318
W	2084383	5545808	2.66	0	125
NW_024396987.1	1336113	3296648	2.47	0	58
NW_024396988.1	721200	1486734	2.06	0	47
NW_024396989.1	702408	1435659	2.04	0	59
NW_024396990.1	436298	797843	1.83	0	43
NW_024396991.1	291364	853251	2.93	0	43
NW_024396992.1	183897	387544	2.11	0	39
NW_024396993.1	90180	175882	1.95	0	34
NW_024396994.1	58461	2291	0.04	0	2
Z	27171456	284927764	10.49	0	3062
NW_024396995.1	62500	722305	11.56	0	37
NW_024396996.1	298258	790849	2.65	0	86
NW_024396997.1	273553	359718	1.31	0	13
NW_024396998.1	156241	706468	4.52	0	36
NW_024396999.1	99202	203883	2.06	0	31
NW_024397000.1	94916	147806	1.56	0	41
NW_024397001.1	88807	123252	1.39	0	14
NW_024397002.1	64072	205440	3.21	0	21
NW_024397003.1	61578	79290	1.29	0	20
NW_024397004.1	58052	176669	3.04	0	231
NW_024397005.1	54715	66324	1.21	0	11
NW_024397006.1	47058	246267	5.23	0	39
NW_024397007.1	43016	56806	1.32	0	10
NW_024397008.1	36087	67566	1.87	0	21
NW_024397009.1	35142	79144	2.25	0	19
NW_024397010.1	34603	34910	1.01	0	20
NW_024397011.1	27521	2180	0.08	0	3
NW_024397012.1	26419	76362	2.89	0	42
NW_024397013.1	25606	2230	0.09	0	3
NW_024397014.1	15516	302403	19.49	0	58
NW_024397015.1	14473	32615	2.25	0	21
total	516571003	5255463927	10.17	0	28365
