chrom	length	bases	mean	min	max
1	21295481	200079590	9.40	0	7442
NW_024396975.1	388293	2888999	7.44	0	493
NW_024396976.1	23224	137867	5.94	0	33
NW_024396977.1	213546	902342	4.23	0	43
NW_024396978.1	91398	621453	6.80	0	118
NW_024396979.1	80962	476863	5.89	0	52
NW_024396980.1	66562	213673	3.21	0	40
NW_024396981.1	46539	242368	5.21	0	30
NW_024396982.1	40329	288326	7.15	0	48
NW_024396983.1	33728	132641	3.93	0	20
NW_024396984.1	28623	155190	5.42	0	23
2	22235516	210074256	9.45	0	2218
3	21656862	207980040	9.60	0	7749
4	21559079	200127455	9.28	0	3150
5	20978392	197300624	9.40	0	7797
6	20779476	201338804	9.69	0	4098
7	20310676	190695728	9.39	0	8372
NW_024396985.1	154489	3530558	22.85	0	1414
NW_024396986.1	123767	941498	7.61	0	118
8	20387885	191083225	9.37	0	5096
9	19838782	188871353	9.52	0	9672
10	19543518	182507340	9.34	0	6622
11	19417568	178952596	9.22	0	4667
12	19375358	183017199	9.45	0	3333
13	18562731	174744113	9.41	0	10316
14	18514894	173744762	9.38	0	6544
15	18474722	175417015	9.49	0	9807
16	18405481	174707166	9.49	0	6628
17	17724597	165586203	9.34	0	6960
18	17526884	166056945	9.47	0	8332
19	17516122	182701751	10.43	0	39104
20	17491101	161854830	9.25	0	7684
21	17150347	156167692	9.11	0	3014
22	15154462	141798061	9.36	0	6996
23	13181978	127794371	9.69	0	7585
24	13052829	126823604	9.72	0	5662
25	11599638	111003588	9.57	0	6533
26	9871873	105199126	10.66	0	9451
27	8980196	88629964	9.87	0	3298
W	2084383	54270684	26.04	0	196
NW_024396987.1	1336113	30027975	22.47	0	97
NW_024396988.1	721200	18617361	25.81	0	134
NW_024396989.1	702408	12313926	17.53	0	87
NW_024396990.1	436298	9756243	22.36	0	99
NW_024396991.1	291364	7915031	27.17	0	180
NW_024396992.1	183897	2900060	15.77	0	71
NW_024396993.1	90180	1891016	20.97	0	129
NW_024396994.1	58461	1295780	22.16	0	54
Z	27171456	142253755	5.24	0	5914
NW_024396995.1	62500	634112	10.15	0	45
NW_024396996.1	298258	948882	3.18	0	57
NW_024396997.1	273553	492075	1.80	0	55
NW_024396998.1	156241	859289	5.50	0	64
NW_024396999.1	99202	263459	2.66	0	33
NW_024397000.1	94916	170055	1.79	0	30
NW_024397001.1	88807	150154	1.69	0	18
NW_024397002.1	64072	193815	3.02	0	13
NW_024397003.1	61578	109535	1.78	0	28
NW_024397004.1	58052	222120	3.83	0	246
NW_024397005.1	54715	85978	1.57	0	12
NW_024397006.1	47058	189235	4.02	0	19
NW_024397007.1	43016	74715	1.74	0	10
NW_024397008.1	36087	68088	1.89	0	10
NW_024397009.1	35142	820765	23.36	0	89
NW_024397010.1	34603	678361	19.60	0	45
NW_024397011.1	27521	612476	22.25	0	43
NW_024397012.1	26419	83693	3.17	0	41
NW_024397013.1	25606	528262	20.63	0	42
NW_024397014.1	15516	274895	17.72	0	58
NW_024397015.1	14473	295919	20.45	0	45
total	516571003	4863786893	9.42	0	39104
