chrom	length	bases	mean	min	max
1	21295481	204076862	9.58	0	8569
NW_024396975.1	388293	2711987	6.98	0	656
NW_024396976.1	23224	120068	5.17	0	21
NW_024396977.1	213546	763071	3.57	0	35
NW_024396978.1	91398	511481	5.60	0	95
NW_024396979.1	80962	328835	4.06	0	45
NW_024396980.1	66562	166513	2.50	0	25
NW_024396981.1	46539	174948	3.76	0	42
NW_024396982.1	40329	230272	5.71	0	41
NW_024396983.1	33728	114465	3.39	0	19
NW_024396984.1	28623	142903	4.99	0	25
2	22235516	213698650	9.61	0	1908
3	21656862	210306603	9.71	0	7981
4	21559079	205393141	9.53	0	3211
5	20978392	199733304	9.52	0	9294
6	20779476	204587914	9.85	0	4567
7	20310676	195847651	9.64	0	9468
NW_024396985.1	154489	3514031	22.75	0	1898
NW_024396986.1	123767	1109594	8.97	0	143
8	20387885	194510654	9.54	0	6123
9	19838782	191079217	9.63	0	9404
10	19543518	185919240	9.51	0	5561
11	19417568	182079133	9.38	0	4780
12	19375358	183979535	9.50	0	3520
13	18562731	178481862	9.62	0	12638
14	18514894	175815242	9.50	0	5358
15	18474722	177307248	9.60	0	9649
16	18405481	178181924	9.68	0	7879
17	17724597	169924511	9.59	0	7740
18	17526884	168955800	9.64	0	7329
19	17516122	202941549	11.59	0	33547
20	17491101	165248151	9.45	0	7621
21	17150347	159435647	9.30	0	3012
22	15154462	146178533	9.65	0	6555
23	13181978	133550853	10.13	0	7401
24	13052829	135519340	10.38	0	6114
25	11599638	119249267	10.28	0	7231
26	9871873	113847457	11.53	0	10833
27	8980196	92975598	10.35	0	1638
W	2084383	4649895	2.23	0	107
NW_024396987.1	1336113	3299731	2.47	0	91
NW_024396988.1	721200	1187096	1.65	0	44
NW_024396989.1	702408	1243148	1.77	0	52
NW_024396990.1	436298	737172	1.69	0	43
NW_024396991.1	291364	735729	2.53	0	31
NW_024396992.1	183897	359057	1.95	0	33
NW_024396993.1	90180	154712	1.72	0	29
NW_024396994.1	58461	3208	0.05	0	2
Z	27171456	261906466	9.64	0	6338
NW_024396995.1	62500	632868	10.13	0	37
NW_024396996.1	298258	843045	2.83	0	80
NW_024396997.1	273553	386499	1.41	0	15
NW_024396998.1	156241	942211	6.03	0	77
NW_024396999.1	99202	203759	2.05	0	26
NW_024397000.1	94916	167875	1.77	0	60
NW_024397001.1	88807	127028	1.43	0	14
NW_024397002.1	64072	186175	2.91	0	16
NW_024397003.1	61578	87988	1.43	0	25
NW_024397004.1	58052	247821	4.27	0	338
NW_024397005.1	54715	69746	1.27	0	12
NW_024397006.1	47058	107995	2.29	0	24
NW_024397007.1	43016	68639	1.60	0	18
NW_024397008.1	36087	68123	1.89	0	25
NW_024397009.1	35142	87245	2.48	0	25
NW_024397010.1	34603	60676	1.75	0	30
NW_024397011.1	27521	1513	0.05	0	2
NW_024397012.1	26419	105751	4.00	0	37
NW_024397013.1	25606	1042	0.04	0	2
NW_024397014.1	15516	434406	28.00	0	98
NW_024397015.1	14473	39327	2.72	0	17
total	516571003	4977859000	9.64	0	33547
